,I-Count,Label(m0/f1)
4123,0,1
4124,1,0
4125,3,1
4126,18,1
4127,13,1
4128,0,1
4129,18,1
4130,29,0
4131,5,0
4132,2,0
4133,2,0
4134,2,0
4135,0,0
4136,7,0
4137,5,0
4138,1,0
4139,2,1
4140,4,0
4141,55,0
4142,0,0
4143,3,0
4144,18,1
4145,3,0
4146,6,1
4147,10,1
4148,12,1
4149,0,0
4150,3,0
4151,11,1
4152,4,1
4153,13,1
4154,0,1
4155,3,0
4156,0,1
4157,1,1
4158,0,1
4159,1,1
4160,5,0
4161,28,1
4162,5,0
4163,6,0
4164,5,0
4165,8,0
4166,0,0
4167,6,0
4168,0,0
4169,5,0
4170,0,0
4171,0,1
4172,0,0
4173,2,0
4174,1,0
4175,1,0
4176,6,1
4177,0,0
4178,1,0
4179,1,0
4180,1,0
4181,2,1
4182,23,0
4183,10,1
4184,0,0
4185,23,1
4186,0,1
4187,7,0
4188,0,1
4189,15,0
4190,23,0
4191,3,0
4192,2,0
4193,2,1
4194,3,0
4195,1,0
4196,12,1
4197,4,0
4198,0,0
4199,13,0
4200,11,1
4201,5,0
4202,4,0
4203,6,1
4204,1,0
4205,1,0
4206,2,1
4207,19,1
4208,0,0
4209,2,0
4210,2,0
4211,0,1
4212,0,1
4213,0,1
4214,6,0
4215,5,1
4216,4,0
4217,0,0
4218,8,0
4219,0,1
4220,17,0
4221,4,0
4222,2,0
4223,0,0
4224,0,0
4225,3,1
4226,3,0
4227,5,1
4228,7,1
4229,2,1
4230,4,0
4231,0,1
4232,0,0
4233,7,1
4234,37,0
4235,1,1
4236,0,0
4237,34,0
4238,0,1
4239,1,1
4240,0,1
4241,13,1
4242,0,0
4243,0,1
4244,22,1
4245,7,0
4246,39,1
4247,11,0
4248,4,0
4249,17,1
4250,1,0
4251,28,1
4252,10,1
4253,6,0
4254,2,0
4255,0,0
4256,9,1
4257,2,1
4258,0,0
4259,1,0
4260,3,0
4261,0,1
4262,25,0
4263,3,0
4264,4,0
4265,0,1
4266,1,0
4267,0,0
4268,5,0
4269,4,1
4270,0,0
4271,3,1
4272,7,1
4273,0,1
4274,0,0
4275,3,0
4276,2,0
4277,0,0
4278,3,0
4279,2,1
4280,11,0
4281,2,0
4282,0,0
4283,4,1
4284,0,0
4285,25,0
4286,1,0
4287,0,0
4288,0,0
4289,2,0
4290,8,0
4291,0,0
4292,2,0
4293,1,0
4294,24,1
4295,5,0
4296,4,0
4297,3,1
4298,9,0
4299,0,0
4300,4,0
4301,0,0
4302,5,0
4303,5,1
4304,14,1
4305,22,1
4306,7,0
4307,6,0
4308,4,1
4309,6,0
4310,4,1
4311,6,0
4312,10,1
4313,0,0
4314,0,0
4315,1,0
4316,0,0
4317,0,0
4318,0,0
4319,0,0
4320,0,0
4321,2,1
4322,1,1
4323,34,1
4324,5,0
4325,5,0
4326,2,1
4327,3,0
4328,44,1
4329,0,1
4330,6,1
4331,3,0
4332,0,1
4333,3,0
4334,0,0
4335,0,0
4336,4,1
4337,0,0
4338,0,0
4339,2,0
4340,4,0
4341,0,1
4342,0,0
4343,3,0
4344,0,1
4345,0,0
4346,2,1
4347,0,0
4348,0,0
4349,31,1
4350,16,1
4351,1,0
4352,0,0
4353,10,1
4354,0,1
4355,0,0
4356,8,0
4357,6,0
4358,24,1
4359,50,1
4360,4,1
4361,28,0
4362,34,1
4363,6,0
4364,0,0
4365,0,1
4366,2,0
4367,13,1
4368,6,0
4369,1,0
4370,3,0
4371,3,0
4372,1,0
4373,57,1
4374,1,0
4375,6,0
4376,21,1
4377,19,1
4378,2,0
4379,4,1
4380,4,0
4381,22,0
4382,1,0
4383,1,1
4384,0,0
4385,4,0
4386,0,0
4387,0,0
4388,15,0
4389,1,0
4390,1,0
4391,0,0
4392,0,0
4393,3,1
4394,7,1
4395,2,0
4396,92,0
4397,16,0
4398,11,1
4399,1,1
4400,2,1
4401,0,1
4402,2,0
4403,0,1
4404,0,0
4405,12,1
4406,3,0
4407,1,0
4408,12,1
4409,5,1
4410,0,1
4411,0,0
4412,0,0
4413,18,1
4414,0,0
4415,0,0
4416,2,1
4417,2,0
4418,1,1
4419,3,1
4420,6,0
4421,5,0
4422,4,1
4423,0,0
4424,29,0
4425,11,0
4426,7,0
4427,2,0
4428,3,0
4429,1,1
4430,11,0
4431,0,0
4432,4,0
4433,4,0
4434,0,1
4435,2,0
4436,4,0
4437,0,1
4438,1,0
4439,0,0
4440,10,0
4441,4,0
4442,0,1
4443,3,0
4444,1,1
4445,30,0
4446,16,0
4447,32,0
4448,3,1
4449,0,0
4450,0,0
4451,1,0
4452,0,1
4453,6,0
4454,2,0
4455,22,0
4456,0,1
4457,5,0
4458,1,0
4459,32,1
4460,0,0
4461,1,1
4462,23,1
4463,16,1
4464,1,0
4465,0,0
4466,0,0
4467,1,0
4468,3,1
4469,4,0
4470,4,0
4471,0,0
4472,25,1
4473,0,0
4474,0,0
4475,9,0
4476,0,0
4477,0,0
4478,5,0
4479,1,0
4480,3,0
4481,9,1
4482,4,0
4483,31,1
4484,3,0
4485,0,1
4486,18,0
4487,2,0
4488,3,0
4489,13,1
4490,0,0
4491,16,1
4492,2,0
4493,3,0
4494,1,1
4495,3,0
4496,0,0
4497,4,0
4498,1,1
4499,0,0
4500,0,1
4501,2,1
4502,1,1
4503,9,1
4504,8,1
4505,11,1
4506,2,0
4507,2,0
4508,1,0
4509,1,0
4510,9,0
4511,28,1
4512,21,1
4513,11,1
4514,20,0
4515,0,0
4516,26,1
4517,3,0
4518,8,1
4519,2,0
4520,11,1
4521,11,0
4522,0,0
4523,2,0
4524,4,1
4525,3,1
4526,0,1
4527,18,0
4528,1,1
4529,0,0
4530,0,0
4531,3,0
4532,18,0
4533,6,0
4534,1,0
4535,0,0
4536,16,0
4537,7,1
4538,1,0
4539,3,1
4540,6,0
4541,6,1
4542,2,0
4543,7,0
4544,4,0
4545,41,1
4546,0,0
4547,0,0
4548,0,0
4549,1,0
4550,3,1
4551,0,0
4552,9,0
4553,10,1
4554,3,1
4555,7,1
4556,9,0
4557,0,1
4558,1,0
4559,0,0
4560,0,0
4561,2,0
4562,0,0
4563,0,0
4564,0,0
4565,2,0
4566,8,1
4567,2,1
4568,2,0
4569,1,0
4570,0,0
4571,2,0
4572,3,0
4573,3,1
4574,10,0
4575,2,1
4576,6,0
4577,0,0
4578,4,0
4579,6,0
4580,0,0
4581,1,1
4582,2,0
4583,0,1
4584,0,1
4585,0,1
4586,10,0
4587,3,0
4588,0,0
4589,4,0
4590,1,0
4591,3,0
4592,12,0
4593,1,0
4594,14,0
4595,15,0
4596,5,0
4597,0,0
4598,16,1
4599,3,1
4600,0,0
4601,4,0
4602,46,0
4603,0,0
4604,11,0
4605,0,1
4606,2,1
4607,0,1
4608,0,0
4609,0,0
4610,2,0
4611,3,0
4612,0,1
4613,1,0
4614,6,0
4615,4,0
4616,4,0
4617,7,1
4618,5,1
4619,0,0
4620,2,0
4621,5,0
4622,4,0
4623,3,0
4624,2,1
4625,22,1
4626,1,1
4627,11,1
4628,0,0
4629,0,0
4630,2,0
4631,5,0
4632,5,1
4633,0,0
4634,1,1
4635,1,0
4636,0,0
4637,4,0
4638,0,0
4639,28,0
4640,0,0
4641,0,0
4642,0,0
4643,7,0
4644,1,0
4645,1,0
4646,2,0
4647,1,0
4648,1,0
4649,1,0
4650,0,0
4651,0,0
4652,4,0
4653,0,0
4654,0,0
4655,1,0
4656,2,0
4657,0,1
4658,4,0
4659,1,1
4660,18,1
4661,1,0
4662,1,0
4663,1,0
4664,0,0
4665,2,0
4666,2,0
4667,3,0
4668,1,0
4669,1,0
4670,3,0
4671,0,1
4672,9,1
4673,65,0
4674,5,0
4675,0,0
4676,4,0
4677,0,0
4678,6,0
4679,7,0
4680,0,0
4681,5,0
4682,2,0
4683,1,1
4684,4,0
4685,11,0
4686,0,0
4687,3,1
4688,2,0
4689,5,0
4690,12,1
4691,12,0
4692,0,1
4693,0,1
4694,46,0
4695,29,1
4696,3,1
4697,10,0
4698,1,0
4699,4,0
4700,22,1
4701,0,0
4702,0,0
4703,2,0
4704,13,1
4705,9,1
4706,9,1
4707,3,0
4708,2,0
4709,0,1
4710,4,0
4711,2,0
4712,1,0
4713,0,0
4714,50,0
4715,0,1
4716,49,1
4717,0,0
4718,0,1
4719,0,1
4720,12,0
4721,1,1
4722,1,0
4723,0,0
4724,0,0
4725,1,0
4726,2,0
4727,8,1
4728,12,1
4729,4,0
4730,5,0
4731,16,0
4732,1,0
4733,8,0
4734,3,0
4735,0,1
4736,0,0
4737,4,0
4738,0,1
4739,3,1
4740,0,0
4741,1,0
4742,16,1
4743,1,0
4744,0,1
4745,0,0
4746,4,0
4747,0,1
4748,1,0
4749,6,1
4750,4,0
4751,1,1
4752,4,0
4753,1,0
4754,0,0
4755,4,0
4756,1,1
4757,0,0
4758,0,1
4759,4,1
4760,21,0
4761,0,0
4762,6,1
4763,27,0
4764,1,1
4765,15,1
4766,0,0
4767,1,0
4768,1,0
4769,3,0
4770,0,0
4771,1,1
4772,0,0
4773,20,1
4774,0,0
4775,0,0
4776,0,0
4777,2,0
4778,32,1
4779,0,0
4780,1,0
4781,0,0
4782,13,0
4783,3,0
4784,10,1
4785,0,0
4786,4,0
4787,2,0
4788,0,0
4789,2,1
4790,12,1
4791,9,0
4792,3,0
4793,2,0
4794,0,0
4795,4,0
4796,0,0
4797,0,1
4798,8,0
4799,2,0
4800,0,0
4801,20,1
4802,6,1
4803,1,0
4804,10,1
4805,4,0
4806,0,1
4807,1,0
4808,7,0
4809,1,0
4810,3,0
4811,0,1
4812,1,1
4813,0,0
4814,3,0
4815,0,0
4816,0,1
4817,0,0
4818,1,0
4819,4,0
4820,1,1
4821,2,1
4822,3,0
4823,2,0
4824,2,0
4825,0,1
4826,0,0
4827,1,0
4828,11,0
4829,2,0
4830,7,1
4831,5,1
4832,2,0
4833,2,1
4834,1,0
4835,26,0
4836,0,0
4837,1,1
4838,11,0
4839,12,0
4840,4,1
4841,6,0
4842,3,0
4843,3,0
4844,0,0
4845,13,0
4846,53,0
4847,11,0
4848,24,1
4849,1,0
4850,0,0
4851,19,1
4852,1,0
4853,2,0
4854,2,0
4855,2,0
4856,0,0
4857,2,0
4858,5,0
4859,0,0
4860,2,0
4861,15,1
4862,1,0
4863,0,0
4864,4,1
4865,21,1
4866,4,0
4867,2,0
4868,0,0
4869,6,0
4870,11,1
4871,6,0
4872,2,1
4873,0,0
4874,0,0
4875,13,1
4876,23,0
4877,0,1
4878,0,0
4879,0,0
4880,0,0
4881,0,0
4882,0,0
4883,2,1
4884,7,0
4885,13,0
4886,9,1
4887,5,0
4888,0,0
4889,7,0
4890,6,1
4891,1,0
4892,10,1
4893,0,1
4894,8,0
4895,0,0
4896,16,0
4897,3,0
4898,0,1
4899,0,1
4900,33,1
4901,33,0
4902,1,0
4903,11,0
4904,3,1
4905,0,1
4906,0,0
4907,4,0
4908,3,0
4909,0,1
4910,1,0
4911,1,0
4912,2,0
4913,8,1
4914,0,0
4915,28,1
4916,2,0
4917,3,0
4918,0,1
4919,9,1
4920,0,0
4921,0,0
4922,0,1
4923,0,0
4924,0,1
4925,5,0
4926,5,0
4927,0,0
4928,6,0
4929,0,0
4930,5,0
4931,3,0
4932,4,0
4933,7,0
4934,0,1
4935,18,1
4936,2,0
4937,6,0
4938,1,0
4939,2,0
4940,0,0
4941,37,1
4942,3,1
4943,0,0
4944,22,0
4945,7,1
4946,3,0
4947,1,0
4948,0,0
4949,13,1
4950,46,1
4951,0,1
4952,0,0
4953,0,1
4954,1,1
4955,1,0
4956,0,0
4957,1,0
4958,0,0
4959,34,1
4960,1,0
4961,0,0
4962,9,0
4963,7,0
4964,4,0
4965,4,0
4966,0,0
4967,4,0
4968,4,0
4969,7,0
4970,4,0
4971,1,0
4972,1,0
4973,3,1
4974,1,0
4975,22,0
4976,0,0
4977,1,0
4978,0,0
4979,3,1
4980,61,1
4981,0,1
4982,1,0
4983,14,0
4984,1,1
4985,9,0
4986,5,0
4987,0,0
4988,6,1
4989,2,0
4990,8,0
4991,4,0
4992,6,0
4993,0,0
4994,4,1
4995,9,0
4996,3,0
4997,6,1
4998,0,0
4999,7,0
5000,1,0
5001,6,0
5002,9,0
5003,1,0
5004,0,1
5005,5,0
5006,2,1
5007,7,0
5008,22,1
5009,16,0
5010,1,0
5011,0,0
5012,21,0
5013,2,0
5014,12,0
5015,4,1
5016,2,0
5017,50,0
5018,6,0
5019,0,0
5020,17,1
5021,3,0
5022,39,1
5023,1,0
5024,10,0
5025,8,1
5026,0,0
5027,21,1
5028,6,0
5029,3,0
5030,20,0
5031,0,0
5032,0,0
5033,15,1
5034,1,0
5035,7,1
5036,1,0
5037,2,0
5038,4,1
5039,0,0
5040,2,0
5041,3,0
5042,0,1
5043,0,0
5044,5,0
5045,0,1
5046,1,0
5047,0,1
5048,4,0
5049,0,1
5050,1,0
5051,0,0
5052,5,1
5053,2,0
5054,2,0
5055,0,0
5056,0,1
5057,12,0
5058,2,0
5059,0,0
5060,1,0
5061,18,0
5062,0,0
5063,28,0
5064,1,0
5065,13,0
5066,35,1
5067,6,0
5068,72,1
5069,5,1
5070,8,1
5071,4,0
5072,0,0
5073,21,0
5074,2,0
5075,0,0
5076,0,0
5077,8,0
5078,0,0
5079,11,1
5080,19,0
5081,27,1
5082,1,0
5083,2,1
5084,4,0
5085,2,0
5086,2,1
5087,2,0
5088,8,0
5089,2,0
5090,5,0
5091,6,1
5092,0,0
5093,7,0
5094,2,1
5095,0,0
5096,27,0
5097,4,0
5098,2,0
5099,0,0
5100,9,0
5101,2,1
5102,2,0
5103,0,0
5104,0,0
5105,24,0
5106,14,0
5107,4,0
5108,13,1
5109,1,0
5110,9,1
5111,15,1
5112,0,0
5113,1,0
5114,0,1
5115,17,0
5116,5,0
5117,8,1
5118,8,0
5119,43,0
5120,3,0
5121,1,0
5122,0,1
5123,11,0
5124,8,1
5125,9,1
5126,13,1
5127,0,1
5128,42,1
5129,0,0
5130,12,1
5131,9,1
5132,19,0
5133,30,1
5134,7,0
5135,0,1
5136,78,0
5137,6,1
5138,0,0
5139,5,0
5140,0,0
5141,0,0
5142,5,0
5143,0,0
5144,39,1
5145,0,1
5146,5,0
5147,8,1
5148,0,0
5149,7,0
5150,0,0
5151,12,0
5152,3,1
5153,0,1
5154,8,1
5155,2,1
5156,1,0
5157,0,0
5158,4,0
5159,1,1
5160,11,1
5161,0,0
5162,3,0
5163,3,0
5164,27,0
5165,2,0
5166,9,0
5167,2,1
5168,32,1
5169,10,1
5170,0,0
5171,0,0
5172,5,1
5173,0,0
5174,1,1
5175,6,0
5176,9,0
5177,12,0
5178,8,1
5179,1,0
5180,2,0
5181,6,0
5182,0,1
5183,6,1
5184,17,0
5185,3,0
5186,1,0
5187,3,1
5188,5,1
5189,0,0
5190,28,0
5191,19,0
5192,0,0
5193,0,0
5194,19,1
5195,0,1
5196,0,0
5197,7,0
5198,13,1
5199,6,1
5200,9,1
5201,2,1
5202,0,0
5203,0,0
5204,0,1
5205,16,0
5206,3,0
5207,1,0
5208,3,0
5209,8,1
5210,11,1
5211,0,0
5212,4,0
5213,12,0
5214,0,0
5215,0,0
5216,6,1
5217,4,0
5218,12,0
5219,7,1
5220,6,0
5221,8,0
5222,9,0
5223,9,1
5224,5,1
5225,7,0
5226,22,0
5227,10,0
5228,31,1
5229,1,1
5230,2,0
5231,1,0
5232,43,1
5233,3,0
5234,5,1
5235,36,1
5236,9,1
5237,2,0
5238,13,0
5239,20,0
5240,1,0
5241,2,0
5242,24,1
5243,0,0
5244,5,1
5245,31,1
5246,3,0
5247,14,1
5248,2,0
5249,5,1
5250,1,0
5251,43,0
5252,0,1
5253,3,0
5254,0,0
5255,53,1
5256,0,1
5257,2,0
5258,0,0
5259,0,0
5260,1,1
5261,6,0
5262,6,1
5263,1,0
5264,22,1
5265,0,0
5266,7,0
5267,0,0
5268,2,0
5269,5,0
5270,1,1
5271,2,0
5272,8,0
5273,1,1
5274,0,0
5275,4,0
5276,0,0
5277,0,0
5278,0,1
5279,0,0
5280,3,1
5281,8,1
5282,2,0
5283,7,1
5284,2,0
5285,5,1
5286,3,0
5287,1,0
5288,0,0
5289,2,0
5290,9,0
5291,0,0
5292,4,0
5293,1,0
5294,7,1
5295,6,1
5296,5,0
5297,1,0
5298,2,0
5299,0,0
5300,2,0
5301,0,0
5302,0,0
5303,1,0
5304,4,1
5305,2,1
5306,1,1
5307,3,0
5308,0,0
5309,0,0
5310,3,0
5311,20,0
5312,8,0
5313,12,0
5314,0,0
5315,22,0
5316,5,0
5317,5,0
5318,4,1
5319,5,0
5320,22,0
5321,17,1
5322,70,0
5323,6,0
5324,6,1
5325,6,1
5326,0,0
5327,0,0
5328,7,1
5329,0,0
5330,0,0
5331,1,0
5332,4,0
5333,0,0
5334,2,0
5335,3,0
5336,5,1
5337,12,0
5338,15,0
5339,6,0
5340,24,0
5341,0,0
5342,17,1
5343,0,0
5344,1,1
5345,0,1
5346,1,1
5347,9,1
5348,3,1
5349,2,0
5350,0,1
5351,5,1
5352,0,0
5353,3,0
5354,0,0
5355,0,0
5356,0,1
5357,1,1
5358,18,0
5359,1,0
5360,5,0
5361,6,1
5362,0,1
5363,0,0
5364,8,0
5365,3,0
5366,3,0
5367,2,0
5368,5,1
5369,2,0
5370,53,0
5371,1,0
5372,49,1
5373,4,1
5374,0,0
5375,7,1
5376,29,1
5377,11,1
5378,8,0
5379,0,1
5380,1,1
5381,0,1
5382,0,1
5383,0,0
5384,0,0
5385,0,0
5386,0,1
5387,4,0
5388,2,0
5389,0,0
5390,6,0
5391,0,0
5392,0,1
5393,0,0
5394,12,1
5395,45,1
5396,2,0
5397,8,1
5398,4,1
5399,0,0
5400,16,1
5401,0,0
5402,1,0
5403,4,1
5404,2,0
5405,0,1
5406,3,0
5407,8,0
5408,0,0
5409,2,0
5410,2,0
5411,2,0
5412,4,0
5413,3,0
5414,0,1
5415,0,0
5416,14,1
5417,0,0
5418,0,0
5419,12,0
5420,22,1
5421,0,0
5422,8,0
5423,8,0
5424,0,1
5425,3,1
5426,3,0
5427,2,1
5428,5,0
5429,0,0
5430,39,1
5431,2,0
5432,2,1
5433,0,1
5434,3,0
5435,19,1
5436,6,0
5437,1,1
5438,18,1
5439,1,1
5440,0,1
5441,0,0
5442,35,0
5443,0,0
5444,9,1
5445,0,0
5446,0,0
5447,1,1
5448,7,0
5449,15,0
5450,6,1
5451,14,0
5452,2,0
5453,4,0
5454,3,0
5455,0,1
5456,3,0
5457,6,0
5458,1,0
5459,7,0
5460,2,1
5461,7,0
5462,6,0
5463,4,0
5464,2,1
5465,0,1
