Column1,I-Count,Label(m0/f1),NYT_ID,RandInt
4493,3,0,5b07fa5e068401528a2afceb,0.01795187
1313,3,0,592dd72495d0e024b5873b23,0.018159245
503,3,0,58b846e995d0e024902fd298,0.01823263
5426,3,0,5b942d47068401528a2d9fc3,0.01830543
2093,4,0,59a3c48595d0e0246f201d30,0.018332741
1992,2,1,599392da95d0e0246f1ffe84,0.018362556
2145,8,0,59a9521795d0e0246f202aa3,0.018437944
4479,1,0,5b0704ab068401528a2afa9a,0.019290892
1647,15,0,595e94ac95d0e02550998d5c,0.019341168
483,1,0,58b43dc195d0e02474638d1a,0.019583831
2860,7,1,5a0977d095d0e0246f215776,0.019592274
2695,22,0,59f2fb0895d0e0246f2127aa,0.019866022
4849,3,0,5b36032c00a1bc2872e663c9,0.02020037
5169,10,1,5b6c92dd068401528a2d34da,0.020463523
2671,7,0,59f0d94795d0e0246f212194,0.020471784
2859,1,0,5a0977d095d0e0246f215777,0.020571936
1753,2,0,596db6fc95d0e0246f1faf80,0.020656588
5157,0,0,5b6b7cce068401528a2d3260,0.021226307
880,2,0,58edd56f95d0e02489b968f3,0.021306686
5339,10,0,5b8577d1068401528a2d6160,0.021518176
994,0,0,5900918095d0e024b586d66f,0.021582967
1833,3,0,5976f17d95d0e0246f1fc2cd,0.021843689
5173,0,0,5b6cdb60068401528a2d3573,0.021874915
3802,3,0,5aa13d6347de81a90120b924,0.022056761
2702,2,0,59f7b63895d0e0246f213059,0.022301364
4459,37,1,5b070bbc068401528a2afab8,0.022772115
4571,9,0,5b15cdcd47de81a90122bdf4,0.022989822
1013,10,0,5903007f95d0e024b586dd9b,0.023564823
1549,5,0,594eafbd95d0e02550996c36,0.023622124
1168,6,0,59174e7195d0e024b5870a71,0.023693296
2534,5,0,59ddd5af95d0e0246f20f5ee,0.023708085
5392,0,1,5b90023d068401528a2d7564,0.023756977
3636,6,0,5a8564c5410cf7000162c160,0.023886414
3006,27,1,5a230c047c459f246b6387c0,0.023888175
4968,5,0,5b4c8b0300a1bc2872e7ca03,0.023935952
4327,3,0,5af21036068401528a2acf52,0.024113094
293,6,0,589b18bc95d0e0392607f38a,0.025036501
3233,0,0,5a534bcc95d0e0110c1a35fb,0.025272366
2521,2,0,59df528195d0e0246f20f9f9,0.025373039
5417,0,0,5b902b5e068401528a2d96d5,0.025402716
1187,0,0,591956ef95d0e024b5870d16,0.025414255
969,2,1,58fccbf195d0e024b586cd86,0.025613659
2699,10,1,59f2f38f95d0e0246f212772,0.025618638
1894,0,1,59802c0295d0e0246f1fd6e8,0.025679166
3674,2,0,5a8f2b2d410cf7000162d6d8,0.025858584
4343,4,0,5af4cb9e068401528a2ad75e,0.025905888
220,1,0,588ef77d95d0e0392607d81f,0.026136987
414,3,0,58aaa6f495d0e0247463788e,0.026328413
1633,9,0,595b41ec95d0e02550998546,0.026359863
1285,0,1,5927d76f95d0e024b5873074,0.026422907
1532,1,0,594b6fe895d0e02550996450,0.026568493
1466,2,1,594470a695d0e024b5878820,0.026612568
5132,19,0,5b64cac5068401528a2d261c,0.027167893
1218,23,1,59208b4b95d0e024b5871f89,0.027273006
5371,4,0,5b899c1c068401528a2d6b9d,0.027329061
3690,1,0,5a8cd3fe410cf7000162d06f,0.027472644
4962,9,0,5b4a422e00a1bc2872e7c6e4,0.027557643
30,5,0,586fa92095d0e03926079564,0.028122815
215,0,1,588f9ff495d0e0392607d9f0,0.028301298
4784,11,1,5b2e91b147de81a90122f465,0.02843303
532,4,0,58bb15c095d0e024902fd8d0,0.029048817
3986,5,0,5abcb5a447de81a901219291,0.029094956
2045,5,1,599a89f695d0e0246f200b2e,0.029117687
2757,4,0,59fd1fec95d0e0246f213ecc,0.029222253
2827,6,0,5a04252895d0e0246f214d46,0.029467872
1725,15,1,596796f995d0e0246f1fa442,0.029485222
787,0,0,58e2027595d0e02489b94d54,0.029541881
4080,0,0,5acbe71d068401528a2a5b7f,0.029725061
4423,0,0,5b006d35068401528a2aecf5,0.029773193
4153,14,1,5ad60872068401528a2a922e,0.030168591
1229,0,0,591f158495d0e024b5871cef,0.030373655
1569,0,1,594c5d2095d0e02550996762,0.030883494
3357,4,0,5a616aa495d0e0110c1a55d1,0.031168838
2353,0,0,59c97e4695d0e0246f20c4cf,0.031186179
2958,1,0,5a19c4d795d0e0246f2188ce,0.031479335
2582,8,0,59e6736c95d0e0246f21095a,0.031558333
1050,0,0,5906e1f395d0e024b586e3dd,0.031914066
2688,3,0,59f3dd1895d0e0246f212a3a,0.031979136
2472,2,1,59d5dd7395d0e0246f20e1ba,0.032024587
946,7,1,58f87f9f95d0e024b586c52f,0.032092172
3840,3,0,5aa8c55247de81a90120f1f6,0.032509014
2422,7,0,59d48bfb95d0e0246f20de65,0.032515488
4326,2,1,5af22837068401528a2acf95,0.032616863
1879,1,0,597eda6c95d0e0246f1fd410,0.032776602
1232,7,0,591e9cf995d0e024b5871b71,0.0329303
3815,5,0,5aa0545d47de81a90120b592,0.033388935
5353,5,0,5b87df98068401528a2d66e1,0.033442224
4699,7,0,5b24246b47de81a90122e26e,0.033802455
4587,6,0,5b18010747de81a90122c392,0.034773768
3145,17,0,5a3574487c459f246b63b6d5,0.034940818
1126,1,1,59116e0395d0e024b586faca,0.035160556
266,8,0,5895248f95d0e0392607e927,0.03540312
1295,6,0,592685f695d0e024b5872cc3,0.035974468
4653,1,0,5b1e908a47de81a90122d5a1,0.036026885
2078,28,1,59a0b20295d0e0246f20199a,0.036063905
935,16,1,58f73ef695d0e024b586c1dc,0.036071353
1610,2,0,5954ec5795d0e02550997985,0.036188402
311,13,0,589df7ff95d0e02474635ab1,0.036439609
3202,14,0,5a5123d695d0e0110c1a335a,0.036969502
2435,5,0,59d3a5d295d0e0246f20dc40,0.037196584
1716,9,0,5968823e95d0e0246f1fa6bb,0.037368183
3392,3,0,5a67124d95d0e0110c1a5df5,0.037433909
1005,4,0,59019bf995d0e024b586d97f,0.037720558
2824,0,0,5a042bb095d0e0246f214d6c,0.037739099
4101,3,1,5ace62dc068401528a2a76e9,0.037827947
4259,2,0,5ae7081f068401528a2ab6de,0.037847554
4254,2,0,5ae79ecd068401528a2ab893,0.03801528
1931,0,1,59882b2495d0e0246f1fe741,0.03812197
4395,2,0,5afc421a068401528a2ae6fc,0.038641086
289,6,0,5897c55b95d0e0392607ebff,0.038767638
3237,1,0,5a52b36895d0e0110c1a3518,0.038994744
3086,2,0,5a2b3b777c459f246b639bf7,0.039207116
1036,1,0,5908acaf95d0e024b586e813,0.039581982
4419,5,1,5afea0a3068401528a2aeae2,0.039899991
3637,0,0,5a8564c4410cf7000162c15f,0.040004377
922,0,0,58f46d0095d0e024b586bbc6,0.040581838
4665,2,0,5b22f1b047de81a90122e077,0.040683976
1618,25,0,5957ffcb95d0e0255099806b,0.040847683
4644,5,0,5b20523947de81a90122da8e,0.041164669
4792,3,0,5b31729200a1bc2872e65775,0.041173066
5460,2,1,5b971619068401528a2da486,0.04128826
1720,2,0,5967fd1895d0e0246f1fa5da,0.0418564
4733,8,0,5b2952bc47de81a90122e83e,0.041905341
5051,0,0,5b5a527a00a1bc2872e7e7f3,0.041993758
216,7,0,588f59b695d0e0392607d8fd,0.042004919
3771,0,1,5a99fd8147de81a9012098f0,0.04206511
2225,1,1,59b6397495d0e0246f2043da,0.042507844
1582,3,0,59535c0295d0e0255099754b,0.04254433
634,9,1,58cc338e95d0e02489b91b98,0.042792703
2002,43,1,59974a7195d0e0246f20077e,0.043345248
2973,1,0,5a1caed195d0e0246f218d68,0.043533549
631,5,0,58ca3cf995d0e02489b9156a,0.043828905
4795,7,0,5b3173fc00a1bc2872e6577c,0.043864894
1573,4,0,5950b5e595d0e02550996e8c,0.043921482
2443,6,0,59d33a4395d0e0246f20db19,0.044043449
118,0,0,587f258695d0e0392607b4ba,0.044161345
2791,0,0,5a02d3a995d0e0246f214971,0.044397342
5342,20,1,5b8411f8068401528a2d5e3e,0.044515479
2197,0,1,59b0f37895d0e0246f203994,0.044601406
2631,1,0,59efc9a495d0e0246f211e74,0.044679498
4374,4,0,5af5b106068401528a2ad96b,0.044711533
2157,10,0,59b08a2f95d0e0246f2038d3,0.044755546
491,1,0,58b716d595d0e024902fcf46,0.044829493
167,0,0,5887695995d0e0392607c7a3,0.044882635
2390,10,0,59cfc51f95d0e0246f20d53b,0.044969544
4881,1,0,5b3de8a200a1bc2872e6730f,0.045349296
908,46,1,58f266ba95d0e024b586b985,0.045413991
2821,5,1,5a04900695d0e0246f214ec4,0.046333541
3418,0,0,5a69b54dd4211f00015bd69e,0.046425867
1625,14,1,5957b91695d0e02550998002,0.04649547
3621,0,1,5a86b646410cf7000162c51c,0.046497942
4663,9,0,5b2169e447de81a90122dda4,0.046610495
4389,3,0,5afb2e3b068401528a2ae44f,0.046720731
5369,3,0,5b8934d0068401528a2d6a58,0.047290409
1038,5,1,5908336d95d0e024b586e6b2,0.047506345
3535,2,0,5a77b851d4211f00015bf40b,0.047949941
1635,1,0,595b41e695d0e02550998541,0.048167037
1239,0,0,5923738a95d0e024b587248b,0.04874754
3992,93,0,5abebd4c47de81a90121a446,0.048942826
1334,14,0,5931719195d0e024b5874476,0.049039846
1132,3,0,59161af795d0e024b58708c1,0.049478735
862,0,0,58eb327595d0e02489b9629a,0.049686692
2589,0,0,59ea886e95d0e0246f2114b0,0.049697867
350,4,0,58a417fd95d0e024746368e2,0.04985688
2571,7,0,59e7e35295d0e0246f210d5c,0.0500605
4942,3,1,5b468bfc00a1bc2872e7be9f,0.050216739
2614,48,0,59eb93df95d0e0246f21160a,0.050284902
3462,5,0,5a6efb3dd4211f00015be06d,0.050675207
4820,1,1,5b34b1aa00a1bc2872e66016,0.051085477
3016,0,0,5a21e0357c459f246b638656,0.051683437
5261,8,0,5b7a9122068401528a2d4cb4,0.051811952
3174,0,0,5a4ac0ac95d0e0246f21ed3e,0.051847496
1196,4,0,591d892c95d0e024b5871856,0.052113125
2899,15,0,5a0f794095d0e0246f2175ea,0.052418995
2709,3,0,59f71e4f95d0e0246f212e7f,0.052488253
1972,10,1,598d5b0095d0e0246f1ff332,0.052553966
5435,21,1,5b92e6cb068401528a2d9e1f,0.053217692
3171,1,0,5a4b836695d0e0246f21ee18,0.053288521
4154,0,1,5ad54554068401528a2a9054,0.053345534
2308,0,0,59c4ba0895d0e0246f20b911,0.053406153
3309,6,0,5a609e5295d0e0110c1a5359,0.053628126
383,26,1,58a8a0d495d0e024746375e4,0.05369921
4932,4,0,5b47b3ea00a1bc2872e7c1bb,0.054137568
848,0,0,58e92ec795d0e02489b9600e,0.054184535
2928,14,1,5a14bcf195d0e0246f217f5d,0.054298111
1224,1,0,591f960b95d0e024b5871e60,0.054413662
3735,56,1,5a970931410cf7000162e7ef,0.054547625
640,0,0,58cb8e8195d0e02489b91949,0.054683722
1632,3,0,595b41ed95d0e02550998547,0.054711255
3836,6,0,5aa64c2647de81a90120d571,0.054771924
4658,6,0,5b20183747de81a90122d9d7,0.054951269
204,14,0,588cf14d95d0e0392607d56e,0.054976663
4234,43,0,5ae4bdaf068401528a2ab415,0.05504204
2823,0,0,5a04381c95d0e0246f214d91,0.055587779
4000,5,0,5abf047047de81a90121a5c9,0.055755329
5143,0,0,5b67804e068401528a2d2910,0.055822977
2940,1,0,5a18b16c95d0e0246f2187af,0.056005959
4441,5,0,5b04a143068401528a2af1ff,0.05624106
2456,3,0,59d72efe95d0e0246f20e577,0.056248909
2963,8,0,5a18efe195d0e0246f2187f7,0.056612112
1399,0,0,5937a9a095d0e024b5875118,0.05707371
1498,2,1,5945753695d0e024b5878960,0.057127497
3082,21,0,5a2c39c27c459f246b639d02,0.057278586
5396,5,0,5b8efe54068401528a2d7362,0.057404256
4806,0,1,5b33af9300a1bc2872e65d39,0.057621853
4239,1,1,5ae342fc068401528a2ab197,0.057871869
2263,1,1,59bc7fae95d0e0246f208b89,0.058236483
3661,7,1,5a8bfc44410cf7000162cdf9,0.058280955
3140,6,1,5a3574637c459f246b63b6da,0.058392316
2127,13,0,59ab1c6995d0e0246f202dbf,0.058506542
1886,0,0,59817d8395d0e0246f1fda1e,0.058647265
114,9,0,587fd5ff95d0e0392607b72d,0.059072449
5233,7,0,5b7548cf068401528a2d447c,0.059077219
1940,1,0,598c097d95d0e0246f1ff015,0.059265839
3142,12,1,5a3574487c459f246b63b6d3,0.059461916
418,12,1,58ae06c695d0e0247463807a,0.059474416
33,1,0,586f538795d0e03926079491,0.059728999
4967,7,0,5b4cdf5300a1bc2872e7cae5,0.059784491
3150,5,0,5a34820d7c459f246b63b5da,0.05994848
1919,1,0,59852a9695d0e0246f1fe3c7,0.060545168
1059,2,0,590ae70295d0e024b586ede9,0.06059773
1614,3,0,5954aa6f95d0e025509978b8,0.060614319
4425,12,0,5b006d30068401528a2aecef,0.060854276
152,14,1,5882cbe095d0e0392607bfa1,0.06086177
2968,2,0,5a1d653895d0e0246f218eda,0.060973806
3664,3,0,5a8b6ddf410cf7000162cce7,0.061056168
3809,1,0,5aa1941647de81a90120bbcb,0.061115237
539,3,0,58bd91e695d0e024902fdc9b,0.06121261
72,6,0,58773c8c95d0e0392607a45b,0.061326092
487,2,0,58b3e18395d0e02474638c38,0.06152647
3352,0,0,5a61cc4395d0e0110c1a569c,0.061685329
4816,0,1,5b335e0b00a1bc2872e65c34,0.061942191
2635,0,0,59ef71eb95d0e0246f211d51,0.061966623
259,21,1,58962bcd95d0e0392607ea5d,0.062249153
1071,0,0,590984ea95d0e024b586e9fd,0.06237249
2905,0,0,5a0e41ff95d0e0246f216fb4,0.062384184
1457,0,0,594037c495d0e024b5877c79,0.062690866
2994,3,0,5a1f4b7695d0e0246f2194c0,0.063071331
2694,3,0,59f32f8495d0e0246f212850,0.063142266
3154,100,1,5a343acd7c459f246b63b542,0.063343301
2595,4,0,59e9f55795d0e0246f2112d2,0.063900659
1883,7,1,59817d8395d0e0246f1fda1f,0.063909071
1540,8,0,594a1e7895d0e025509960ac,0.063960964
2126,2,0,59ab1fc095d0e0246f202dc1,0.064260149
5093,16,0,5b60189a00a1bc2872e7f125,0.064613656
2876,3,0,5a0c7adc95d0e0246f215fad,0.064626984
2354,5,1,59c974bc95d0e0246f20c4b3,0.064662634
2030,24,0,599c6ecf95d0e0246f200f5a,0.064888924
3239,2,0,5a56820295d0e0110c1a3df5,0.064991437
2449,4,0,59d7e68195d0e0246f20e7d7,0.065716593
987,2,0,590131e895d0e024b586d8ab,0.065718069
5106,16,0,5b6184ab068401528a2d1d70,0.065760191
1965,29,1,598e4d3295d0e0246f1ff5b6,0.06577458
2848,0,0,5a0b00bb95d0e0246f215b4d,0.065853074
3507,0,0,5a776537d4211f00015bf398,0.066245955
4517,4,0,5b0e6f20068401528a2b07a7,0.066596143
1773,13,0,59705a0895d0e0246f1fb5fd,0.066596385
4284,0,0,5aeb934a068401528a2ac2a2,0.066948765
4622,7,0,5b1c1cae47de81a90122cdfe,0.067414599
3721,0,1,5a94527c410cf7000162e0f4,0.067731844
3675,23,1,5a8ef863410cf7000162d647,0.067783259
4718,0,1,5b27fa2f47de81a90122e620,0.067785586
178,1,0,588a5d7195d0e0392607d022,0.067824232
1279,2,1,59281b4395d0e024b5873144,0.067848474
2333,5,0,59c5b88b95d0e0246f20bc03,0.068146995
2303,0,0,59c5244495d0e0246f20ba5f,0.068154078
552,0,0,58be6d8e95d0e024902fdeb5,0.068300586
3551,0,0,5a7c2a3cd4211f00015bffb7,0.068308094
4474,0,0,5b05ed93068401528a2af73b,0.068334543
1764,8,1,597116bf95d0e0246f1fb875,0.06837497
4834,2,0,5b378afb00a1bc2872e6671d,0.068427118
3377,28,0,5a68fce5d4211f00015bd4fc,0.068611476
1024,8,0,5904dbb495d0e024b586e1ac,0.068649725
3259,7,0,5a58f0c295d0e0110c1a4467,0.068763885
356,2,0,58a2be0895d0e024746364e4,0.069103443
1135,3,0,5915c7d395d0e024b5870788,0.069401783
1419,11,0,593b330c95d0e024b587658c,0.069504379
1441,13,0,593e410395d0e024b58769af,0.069544514
806,3,0,58e49b0795d0e02489b9541a,0.069564471
5232,51,1,5b7547a1068401528a2d4479,0.069767597
531,6,1,58bb15d095d0e024902fd8d5,0.069848372
1406,6,0,593c3ac995d0e024b58766ed,0.070037363
4829,3,0,5b36d1f100a1bc2872e66659,0.070081549
2407,19,0,59d2bc2995d0e0246f20da62,0.070262854
4852,1,0,5b396cfd00a1bc2872e66999,0.07043004
2924,2,1,5a15554c95d0e0246f218092,0.070472548
4463,17,1,5b057e74068401528a2af58b,0.070578738
3523,21,0,5a7a08fdd4211f00015bf9c0,0.070680368
2974,1,0,5a1cabc695d0e0246f218d61,0.070927734
3413,7,1,5a6a37edd4211f00015bd85c,0.071112038
1638,0,0,595aa44395d0e02550998449,0.071323514
1185,4,0,5919584e95d0e024b5870d1e,0.071345589
2429,1,0,59d4211d95d0e0246f20ddd4,0.071659338
4262,28,0,5ae76fcc068401528a2ab818,0.071714975
4033,2,0,5ac49b1f068401528a2a213b,0.071810807
4500,0,1,5b09a7ac068401528a2b0007,0.071937756
3505,8,0,5a7258e4d4211f00015be9f6,0.072101709
5030,21,0,5b57514d00a1bc2872e7dfee,0.0721508
5221,8,0,5b747835068401528a2d42d6,0.072221911
2272,10,0,59bbe12b95d0e0246f20863b,0.07227615
3792,1,1,5a9d565e47de81a90120a23e,0.072629048
4645,2,0,5b20183a47de81a90122d9d9,0.072635878
616,0,0,58c938e195d0e024902ff803,0.07265889
347,0,0,58a369bf95d0e02474636702,0.072990734
2028,5,1,5997931595d0e0246f2007f9,0.073068975
5381,0,1,5b8adaad068401528a2d6d4d,0.07324403
943,49,1,58f90a9695d0e024b586c6e4,0.073251175
3952,1,1,5abb642547de81a901218786,0.073398837
2945,1,0,5a17f84b95d0e0246f218615,0.073654547
112,0,0,587dd3ff95d0e0392607b0fd,0.074024374
3522,1,0,5a7a0f45d4211f00015bf9da,0.074358828
2550,0,0,59e1432995d0e0246f20ffd0,0.07452338
1885,1,0,59817d8295d0e0246f1fda19,0.074658329
2103,3,0,59a6677595d0e0246f2022e5,0.074738031
1175,0,1,591b61a495d0e024b587129f,0.074741195
1930,6,0,5988592795d0e0246f1fe7b1,0.074831499
3926,32,1,5ab6993147de81a901216a64,0.075152824
4586,10,0,5b16e2a247de81a90122c0d2,0.075319741
513,0,0,58b9852595d0e024902fd5e3,0.075374871
4964,4,0,5b492c0800a1bc2872e7c55f,0.075555223
4884,8,0,5b3f42f700a1bc2872e676be,0.075629265
1372,0,1,593657ee95d0e024b5874d6d,0.075822814
3596,0,0,5a80997b47de81a901209350,0.076616576
2109,2,0,59a5160a95d0e0246f201fe5,0.076753142
2085,1,0,599fd7dd95d0e0246f20171a,0.076932681
2953,18,0,5a16a6d095d0e0246f2183d5,0.077046362
4929,0,0,5b44c9f500a1bc2872e699f7,0.077321389
4383,1,1,5af9e025068401528a2ae0bc,0.077461802
2913,2,1,5a13325995d0e0246f217b8a,0.077660781
4561,3,0,5b15c34e47de81a90122bdd9,0.077868174
712,2,0,58d6b74395d0e02489b9332b,0.078064071
607,0,0,58c6487a95d0e024902ff024,0.078124618
3555,3,0,5a7afce5d4211f00015bfc49,0.078360687
1746,0,0,596e915795d0e0246f1fb1d9,0.078589963
2464,0,1,59d65cc395d0e0246f20e364,0.078814681
936,4,0,58f73d3895d0e024b586c1d8,0.07885869
1954,0,0,598f493d95d0e0246f1ff6f2,0.078870703
788,0,0,58e1f7ee95d0e02489b94d3e,0.079146484
2864,13,1,5a0ded7895d0e0246f21659f,0.079182454
1607,1,0,5955554e95d0e02550997ae2,0.079217033
2089,0,0,599fcfef95d0e0246f201701,0.079409516
2149,0,0,59a90a7d95d0e0246f2029d9,0.079527353
2046,6,1,599a89f795d0e0246f200b30,0.079604927
3587,0,1,5a7cec3ed4211f00015c0239,0.079825528
4807,2,0,5b3415c700a1bc2872e65ec4,0.080087942
3979,14,0,5abd0eb047de81a90121966f,0.080270214
3832,5,1,5aa5b84647de81a90120d2a2,0.080399012
512,0,0,58b987c695d0e024902fd5eb,0.080700722
2481,22,1,59d91d3795d0e0246f20e976,0.080803485
4973,3,1,5b4bd1f600a1bc2872e7c8d6,0.081349296
1663,10,0,595c936995d0e0255099878f,0.081582334
1860,16,0,597cdb6195d0e0246f1fd1c0,0.081589116
3240,0,0,5a567a9a95d0e0110c1a3de0,0.08166233
4712,2,0,5b28415e47de81a90122e6aa,0.081799461
1754,17,0,596db70395d0e0246f1faf86,0.082135345
461,17,0,58b1e28c95d0e02474638966,0.082291697
975,24,1,58fda77095d0e024b586ced4,0.082475549
2483,19,1,59d91b3c95d0e0246f20e96d,0.082601833
3565,1,1,5a7f485847de81a901208ebd,0.082795146
1669,46,1,596124c395d0e0246f1f9687,0.084545197
5321,19,1,5b81a031068401528a2d5b33,0.084679409
207,5,0,588cf03195d0e0392607d56b,0.084717874
27,2,0,586fcf2495d0e039260795f1,0.084867247
4417,2,0,5afd4f23068401528a2ae89b,0.08511939
3480,2,1,5a74f20dd4211f00015bf118,0.085324771
974,0,0,58fda76f95d0e024b586ced2,0.085667682
3631,1,0,5a85c21a410cf7000162c29e,0.085712853
1079,2,1,590e165795d0e024b586f54c,0.085913128
509,5,0,58b7d5ff95d0e024902fd112,0.085934224
5188,5,1,5b6e2844068401528a2d388f,0.086105536
277,0,0,58943d8995d0e0392607e662,0.086140752
2807,2,0,5a00f80995d0e0246f2144dc,0.086180186
4304,16,1,5aedc08d068401528a2ac70b,0.086356176
2388,72,0,59cfcef995d0e0246f20d548,0.086616898
3307,13,1,5a61026c95d0e0110c1a54d1,0.086631591
4185,29,1,5adb8331068401528a2a9f71,0.086644289
5097,5,0,5b60551e00a1bc2872e7f1be,0.086716328
4224,0,0,5ae19fa4068401528a2aac78,0.086761787
19,3,1,586e020b95d0e03926079121,0.087061317
