Column1,I-Count,Label(m0/f1),NYT_ID,RandInt
3627,1,0,5a862205410cf7000162c3b8,0.217220018
2618,1,0,59eb924e95d0e0246f211603,0.217277162
3303,1,1,5a5c864895d0e0110c1a497a,0.217329324
1772,1,0,59705a0795d0e0246f1fb5fc,0.217339528
3571,26,1,5a7f484047de81a901208eb7,0.217413144
3337,4,0,5a6398c195d0e0110c1a5a0a,0.21760109
924,9,1,58f6398f95d0e024b586bf73,0.217843241
829,0,0,58e796a395d0e02489b95cdf,0.217861789
310,0,0,589e272d95d0e02474635b5d,0.218272863
3998,0,0,5abfcca647de81a90121a899,0.218350429
605,4,0,58c6487995d0e024902ff022,0.218837236
1162,2,0,5917580d95d0e024b5870a88,0.2188419
3723,3,0,5a9410f6410cf7000162e01e,0.219119941
32,9,0,586f538695d0e0392607948e,0.21967969
4026,9,0,5ac3d032068401528a2a19f2,0.219904207
5118,9,0,5b64f94f068401528a2d266c,0.220157084
2436,2,0,59d3a5c795d0e0246f20dc3f,0.220179054
3666,7,0,5a8b6d44410cf7000162cce4,0.220338222
192,7,0,588b286295d0e0392607d207,0.22053731
881,3,0,58edd57795d0e02489b968f6,0.220897855
4615,4,0,5b19b7cb47de81a90122c8fd,0.221104522
2817,0,0,5a0500a495d0e0246f21500e,0.221168015
2417,0,0,59d143da95d0e0246f20d71f,0.221329448
3980,1,0,5abd6dd047de81a901219b6c,0.22156057
1755,39,0,596cdf5795d0e0246f1fadaf,0.221720792
2238,2,0,59ba2dfc95d0e0246f2076e1,0.221967623
5378,9,0,5b89e47b068401528a2d6c31,0.222085674
3189,1,1,5a4e05c795d0e0110c1a2d29,0.222467717
2792,2,0,5a02d3a995d0e0246f214970,0.222856181
279,3,0,58943d7495d0e0392607e660,0.222963147
1599,1,0,5955fc0195d0e02550997c5e,0.223067269
4195,2,0,5ade6193068401528a2aa41e,0.223067757
1950,2,0,598f494295d0e0246f1ff6f8,0.223162265
4802,6,1,5b31549000a1bc2872e65724,0.223282987
717,33,1,58d6876a95d0e02489b932d5,0.223445079
591,26,1,58c4504295d0e024902fedd6,0.223484752
1723,1,0,5967c46d95d0e0246f1fa502,0.224269031
941,17,1,58f6c60395d0e024b586c0cc,0.224501786
1795,10,0,59729ce095d0e0246f1fbc51,0.224556535
3494,0,0,5a737afad4211f00015bed30,0.224758102
4348,0,0,5af43f60068401528a2ad57a,0.224851031
2625,18,0,59eb8fe795d0e0246f2115f5,0.224903435
2124,8,1,59ab276895d0e0246f202dcd,0.22490387
2774,2,1,59fbd9b095d0e0246f213b76,0.225070293
5012,21,0,5b5248d300a1bc2872e7d7f5,0.225166632
4907,4,0,5b42967800a1bc2872e67bea,0.22522839
1263,1,0,5924469f95d0e024b5872695,0.225313113
1240,0,1,59235a2e95d0e024b587244b,0.225415644
1245,6,0,5922916d95d0e024b587222d,0.225797003
4142,0,0,5ad470af068401528a2a8e20,0.225819351
1330,1,1,5931cedf95d0e024b58745d4,0.225898105
3296,6,1,5a5d3f7495d0e0110c1a4b10,0.225975975
588,8,0,58c4504e95d0e024902fedda,0.226275871
630,18,1,58ca3cf995d0e02489b9156b,0.226383671
361,3,0,58a16c7595d0e0247463612d,0.226404254
3004,4,0,5a1e187795d0e0246f219103,0.226593893
1194,0,0,591df80395d0e024b58719fc,0.226595734
2175,0,1,59b2e9a595d0e0246f203f0a,0.22662317
677,0,0,58d284a195d0e02489b92885,0.227298773
459,2,1,58b1ec1795d0e02474638975,0.22750734
865,15,0,58eb323c95d0e02489b9628f,0.227813068
2779,8,0,5a003ea695d0e0246f2142f0,0.227940451
3906,22,0,5ab37b2447de81a9012151df,0.228055774
1714,0,0,5968caa595d0e0246f1fa78f,0.228117019
2183,21,1,59b2450595d0e0246f203d24,0.22821234
5277,0,0,5b7b9b44068401528a2d4ec5,0.228271959
5139,10,0,5b672fe6068401528a2d28a7,0.22842354
5140,0,0,5b6818a3068401528a2d29ea,0.228703828
4705,10,1,5b277f2247de81a90122e550,0.228870529
4702,0,0,5b23045d47de81a90122e097,0.228875669
1137,7,0,5915abbe95d0e024b587071e,0.228989922
3254,1,1,5a549c5195d0e0110c1a38f3,0.229326943
1481,0,1,5942975095d0e024b58782d1,0.229403845
1645,22,0,5959a96995d0e0255099822d,0.22946449
604,0,0,58c6487c95d0e024902ff026,0.230060778
251,6,0,58962bd595d0e0392607ea69,0.230657297
2295,4,0,59c0c58195d0e0246f2097b7,0.230674092
5312,14,0,5b81f5b6068401528a2d5b97,0.230862807
2442,9,0,59d33a4595d0e0246f20db1a,0.231104975
3103,0,0,5a2f341d7c459f246b63a322,0.231480466
1061,1,1,590ad66f95d0e024b586edbb,0.231493156
557,7,0,58c01afb95d0e024902fe394,0.231529876
2389,1,0,59cfc5e595d0e0246f20d53c,0.231879399
2366,7,1,59cd4f1995d0e0246f20cfd2,0.231947114
3468,2,0,5a721cfed4211f00015be923,0.232072555
2347,3,0,59c9fffa95d0e0246f20c5b6,0.232437626
3788,2,0,5a9dead647de81a90120a9cb,0.232738946
2255,4,0,59bd6dc295d0e0246f208ca6,0.232786939
3033,7,0,5a284bc77c459f246b6393b8,0.232869587
2466,2,0,59d6210895d0e0246f20e28a,0.233197209
858,19,0,58e8324795d0e02489b95ed7,0.233325209
4412,0,0,5afe5a54068401528a2aea8c,0.233641309
3297,17,1,5a5d3f7395d0e0110c1a4b0f,0.233664469
723,0,0,58d8bd6f95d0e02489b93573,0.233951189
4931,6,0,5b468d5b00a1bc2872e7bea1,0.234088273
4402,2,0,5afb026d068401528a2ae39e,0.234219483
845,1,0,58e934c795d0e02489b9601a,0.234284382
1784,11,1,59739af895d0e0246f1fbd6a,0.234377854
1351,0,1,5934755d95d0e024b5874952,0.234406706
1857,1,0,597cfe6695d0e0246f1fd1e2,0.234588753
3778,1,0,5a9aefb547de81a901209ac8,0.234811416
3696,40,1,5a91c40a410cf7000162dca0,0.234912866
919,6,0,58f46cfc95d0e024b586bbc2,0.234985143
1321,0,1,592d1d7295d0e024b58738ec,0.235194744
1924,0,1,5989c42095d0e0246f1feacd,0.235337907
2778,1,0,5a003ea895d0e0246f2142f1,0.235366362
4246,40,1,5ae4bdb4068401528a2ab419,0.235372965
4726,2,0,5b2a6cb247de81a90122ea02,0.235402624
4768,1,0,5b2aead347de81a90122eb64,0.235644143
5195,0,1,5b70bbf6068401528a2d3b4b,0.235680214
2539,2,0,59e26ab695d0e0246f210128,0.235711383
1817,24,1,597902f295d0e0246f1fc8af,0.235873156
5145,1,1,5b681c25068401528a2d29f0,0.235921094
1631,8,0,595b420795d0e02550998549,0.236002615
2022,27,0,5998840395d0e0246f200901,0.236163743
1730,0,1,59671f7b95d0e0246f1fa2c6,0.236210236
2545,9,0,59e220e395d0e0246f2100b9,0.236297344
2180,0,1,59b2a30895d0e0246f203e22,0.236838209
3191,3,1,5a4d725295d0e0110c1a2c23,0.236895967
1017,0,0,5902ed7795d0e024b586dd62,0.236940473
4504,8,1,5b0b3878068401528a2b01ad,0.237157325
2092,1,0,59a4719c95d0e0246f201ea5,0.237285432
126,5,0,588080a595d0e0392607b8e6,0.237458591
3382,0,0,5a6863cad4211f00015bd39c,0.237726806
4372,3,0,5af5838d068401528a2ad8d2,0.237827502
5024,13,0,5b52840200a1bc2872e7d872,0.23786826
957,0,0,58f9b2f495d0e024b586c887,0.237955268
976,1,0,58fda76495d0e024b586cecc,0.238118934
2561,12,0,59e53a6095d0e0246f210622,0.238248279
2015,4,0,5995473995d0e0246f20026f,0.238305942
2806,11,1,5a00fdd295d0e0246f2144f2,0.238511623
1417,13,1,593b39dd95d0e024b587659c,0.238625861
4086,25,1,5acbedcd068401528a2a5bea,0.238833008
5164,29,0,5b69f16c068401528a2d2e32,0.23904387
480,7,1,58b532d095d0e024902fc99c,0.239329674
2165,3,1,59afa20195d0e0246f2035b5,0.239635798
3216,39,0,5a5012a395d0e0110c1a3249,0.239736841
2445,0,0,59d2d6ef95d0e0246f20da95,0.239805237
917,0,0,58f4cf5095d0e024b586bc63,0.239842162
253,2,0,58962bd595d0e0392607ea67,0.239843587
716,5,1,58d6b70695d0e02489b93324,0.23994427
1733,2,0,596a5f4495d0e0246f1faa4b,0.239946448
770,2,0,58de037095d0e02489b94688,0.240676387
2253,1,0,59bd6dc295d0e0246f208ca5,0.240736352
2460,11,0,59d72ef295d0e0246f20e574,0.241190829
4105,6,0,5aceac7d068401528a2a7ac1,0.24128672
472,13,0,58b5f3bd95d0e024902fcb9b,0.241370274
137,0,0,5881c87895d0e0392607bcdf,0.241424021
2722,1,0,59f8c1d895d0e0246f213310,0.241633439
900,0,0,58f0787995d0e024b586b65f,0.241680953
281,2,0,5898bcdf95d0e0392607ee15,0.241748359
952,10,1,58fa4e0b95d0e024b586ca89,0.241972825
2151,0,1,59adb4ac95d0e0246f203177,0.241994121
2509,3,0,59db239095d0e0246f20ef1c,0.242849397
608,0,0,58c6487a95d0e024902ff023,0.24304114
660,5,0,58d053d695d0e02489b92264,0.243081875
1539,7,0,594a1e7995d0e025509960ad,0.243099046
504,2,0,58b81c3c95d0e024902fd1fc,0.243283568
3957,3,0,5aba938d47de81a901218152,0.243402876
90,18,1,587a7c4195d0e0392607ac0f,0.24341555
715,46,0,58d6b73995d0e02489b93326,0.243438269
2742,11,0,59fa0b1c95d0e0246f21365e,0.243444183
4452,0,1,5b03e6a5068401528a2af09b,0.243484163
5304,5,1,5b808df4068401528a2d59e8,0.243578295
1090,35,0,590d0f9995d0e024b586f420,0.243640653
77,0,0,5878db8495d0e0392607a8e0,0.243806219
73,6,0,58773c8c95d0e0392607a45c,0.243921129
4345,0,0,5af30f75068401528a2ad229,0.244079834
1686,5,0,595f368195d0e0246f1f927a,0.244261738
3204,21,1,5a5123d495d0e0110c1a3358,0.244329743
2348,3,0,59c9ffcb95d0e0246f20c5b4,0.244598631
1856,18,0,5979947c95d0e0246f1fc9f9,0.244675717
3567,21,0,5a7f485647de81a901208ebb,0.244849646
2129,12,1,59ab043795d0e0246f202d94,0.245270522
2744,0,0,59f9e6f595d0e0246f2135d2,0.245493036
1926,2,1,5989668195d0e0246f1fe9e4,0.245807883
1942,1,1,598b8db095d0e0246f1fef5d,0.246342185
4114,19,0,5ad07c26068401528a2a87e0,0.246567782
864,1,0,58eb326495d0e02489b96293,0.246624583
2346,5,0,59c9fffb95d0e0246f20c5b9,0.246887814
669,12,0,58d14d9395d0e02489b924aa,0.247365328
3486,1,0,5a744146d4211f00015beeff,0.24768306
3316,0,1,5a607ac295d0e0110c1a52d6,0.247709025
1640,0,0,595a431e95d0e0255099833f,0.248006657
2612,4,0,59e8030295d0e0246f210d88,0.248030756
3592,4,0,5a80f81ed4211f00015c057c,0.248227003
682,6,0,58d225ff95d0e02489b92772,0.248501703
315,1,0,589d780295d0e024746358ee,0.248564176
2603,186,1,59e9326595d0e0246f21110e,0.248725057
1475,3,0,594386e995d0e024b5878561,0.248776309
2601,2,0,59e9377e95d0e0246f21111a,0.248857211
3738,2,0,5a968849410cf7000162e65c,0.248883824
4739,3,1,5b295b6847de81a90122e84a,0.249023744
2257,39,1,59bd6dc995d0e0246f208ca8,0.249142729
1325,4,0,592bcbeb95d0e024b58736d2,0.249467393
5062,0,0,5b5cb63400a1bc2872e7ec1f,0.24947899
1473,6,0,594390d895d0e024b5878582,0.249621096
1824,4,0,597842fa95d0e0246f1fc639,0.249746016
427,1,0,58ac569895d0e02474637beb,0.249905584
2107,6,0,59a5c40095d0e0246f202199,0.250142924
1584,0,0,595358ff95d0e02550997544,0.250191916
566,5,0,58c1b93495d0e024902fe84e,0.250277638
4901,33,0,5b4106be00a1bc2872e67a14,0.250418316
5065,16,0,5b5ba3f700a1bc2872e7eb08,0.2505844
833,0,0,58e74e5195d0e02489b95bf5,0.250969797
738,0,1,58dbfc6e95d0e02489b940e9,0.251100926
2279,5,0,59c0003a95d0e0246f2090fd,0.251129164
205,2,0,588cf14095d0e0392607d56d,0.251377159
1796,7,1,59725e4e95d0e0246f1fbbb7,0.251407343
2007,26,0,5996fae095d0e0246f20067b,0.251545806
448,0,1,58ae9b8495d0e0247463818c,0.251728895
686,8,0,58d42aa395d0e02489b92da8,0.251847963
1697,20,1,5965cdfd95d0e0246f1f9f4d,0.251909493
1904,12,0,598302cd95d0e0246f1fde21,0.25209848
3270,15,1,5a57c47395d0e0110c1a4164,0.252297692
1093,7,0,590cd5a495d0e024b586f37c,0.252639475
447,6,0,58aef0d095d0e0247463828a,0.252734577
638,1,0,58cbee9595d0e02489b91a77,0.252780337
4055,11,0,5ac81177068401528a2a44eb,0.253235342
1018,14,1,5902ed7395d0e024b586dd61,0.2536565
5172,6,1,5b6b8f86068401528a2d327f,0.253762789
5439,3,1,5b930682068401528a2d9e68,0.253817337
5320,28,0,5b81a02f068401528a2d5b30,0.25383888
5280,5,1,5b7d76f3068401528a2d52cb,0.254065088
1213,4,0,59208b5395d0e024b5871f8a,0.254113389
4432,5,0,5b01fcca068401528a2aee1f,0.254156254
1223,4,1,591fa2bb95d0e024b5871e6e,0.254329969
4099,1,1,5acf2aa3068401528a2a7e14,0.254356276
2897,0,0,5a0fa15f95d0e0246f21762d,0.255316737
280,17,1,5893da9995d0e0392607e59e,0.255700193
5288,0,0,5b7d30a1068401528a2d523c,0.256274204
3879,8,1,5aad5c0847de81a901211e57,0.256375631
3525,47,0,5a79873ad4211f00015bf836,0.256690002
586,4,1,58c4537b95d0e024902fede2,0.257045601
4286,2,0,5aec4b24068401528a2ac455,0.257145333
5407,9,0,5b911eeb068401528a2d991e,0.257411756
1957,14,1,598f493795d0e0246f1ff6ef,0.257917965
3003,3,0,5a1e8fbe95d0e0246f21920e,0.258188236
2938,3,0,5a18b16e95d0e0246f2187b2,0.25833339
354,2,0,58a2be0695d0e024746364e2,0.25833479
2642,5,0,59ef082295d0e0246f211c09,0.25868905
2609,13,0,59e8687a95d0e0246f210e62,0.258692491
1786,0,0,597399c195d0e0246f1fbd64,0.259005107
2874,0,0,5a0cd44c95d0e0246f2160e2,0.259010643
2033,8,0,599bdb8695d0e0246f200dde,0.259086771
5305,2,1,5b7e779c068401528a2d54e3,0.259386491
4041,3,0,5ac798f9068401528a2a3f5e,0.259450579
3002,2,0,5a1e8fc095d0e0246f219211,0.259540318
3200,17,0,5a512e5495d0e0110c1a336b,0.259644453
4759,5,1,5b2b772c47de81a90122ec94,0.259887322
4987,0,0,5b4e74f600a1bc2872e7cec0,0.260097285
1456,1,0,5940423b95d0e024b5877c9d,0.260103505
1485,10,0,5942356c95d0e024b5878196,0.260206265
117,12,0,587f258695d0e0392607b4b9,0.26045938
2519,7,0,59df814195d0e0246f20fa97,0.260664473
388,0,1,58a8a0d895d0e024746375ec,0.260952776
4244,29,1,5ae4888e068401528a2ab3bd,0.261111954
3101,3,1,5a2f44a77c459f246b63a336,0.261780185
1025,1,0,5904dbb495d0e024b586e1ad,0.261914592
5099,0,0,5b62d2a1068401528a2d20d0,0.262150543
5394,14,1,5b8edc07068401528a2d7319,0.262508861
4120,39,0,5ad15059068401528a2a8a20,0.26278502
797,15,0,58e3497495d0e02489b95063,0.2629184
3407,1,0,5a6a7c9ad4211f00015bd91a,0.263267604
98,0,0,587cfe4f95d0e0392607afa4,0.263482212
3545,4,0,5a7c4d77d4211f00015c0046,0.264002043
2799,8,1,5a02132095d0e0246f2147d0,0.264081402
1062,5,0,590ad66c95d0e024b586edb9,0.264209548
1533,3,1,594b6fe895d0e0255099644f,0.264259862
3985,3,1,5abe072547de81a901219eaa,0.264327906
4421,5,0,5aff22b9068401528a2aebc3,0.26461512
4966,0,0,5b4bf0c600a1bc2872e7c905,0.264630067
1594,2,0,5952076995d0e025509971c7,0.264959413
2797,17,0,5a02482595d0e0246f214858,0.265062998
3340,16,1,5a6398c195d0e0110c1a5a09,0.265502591
439,2,0,58afed0d95d0e0247463853e,0.265532441
2316,1,0,59c3c2d495d0e0246f20ae65,0.265920434
3334,2,0,5a639af895d0e0110c1a5a0f,0.26601762
1933,1,1,598814fc95d0e0246f1fe71d,0.266163897
4888,3,0,5b3fda2c00a1bc2872e67882,0.266593465
2755,20,0,59fd20db95d0e0246f213ecf,0.266626001
2344,0,0,59c9fffb95d0e0246f20c5ba,0.267463975
1460,1,1,593f929595d0e024b5877a91,0.267500438
2680,15,1,59f4ccd295d0e0246f212b52,0.26750195
5359,1,0,5b866ea3068401528a2d635e,0.267655686
538,7,0,58ba0b4095d0e024902fd78c,0.268239958
50,0,0,5873480d95d0e03926079a76,0.26870372
4537,10,1,5b0f4c61068401528a2b0a2e,0.268900335
5257,2,0,5b769d50068401528a2d4783,0.269119268
2168,13,1,59aefa1195d0e0246f20344e,0.269246881
1161,36,1,5917584f95d0e024b5870a89,0.269280555
3602,16,0,5a84133b410cf7000162bd98,0.2693843
1768,8,0,5970749595d0e0246f1fb64d,0.269628498
3497,2,0,5a731bbcd4211f00015bebd9,0.269653384
3795,1,1,5a9da0b847de81a90120a743,0.270048388
1454,4,0,59406ab895d0e024b5877d1a,0.270105493
2987,12,1,5a1fe14c95d0e0246f219606,0.27021997
5146,5,0,5b67877d068401528a2d291c,0.270305823
832,3,0,58e78de895d0e02489b95cbf,0.270553499
2879,17,1,5a0c1ad395d0e0246f215e64,0.270572912
342,30,0,589e6ce295d0e02474635c08,0.270612126
3688,3,0,5a8d4dc5410cf7000162d17a,0.27065163
4329,1,1,5af0b8b0068401528a2acbaa,0.270924679
685,0,1,58d45fe695d0e02489b92e40,0.271032219
3996,0,0,5abfd3af47de81a90121a8c1,0.271238337
3403,0,0,5a6b06c8d4211f00015bda47,0.271273041
4092,5,0,5acfe47e068401528a2a86ba,0.271594168
4704,13,1,5b2667c947de81a90122e442,0.271742966
5047,0,1,5b58015300a1bc2872e7e196,0.271821644
807,3,0,58e49b0795d0e02489b95418,0.271842925
1203,4,1,591cc84a95d0e024b5871678,0.272102012
2698,33,1,59f2f38f95d0e0246f212775,0.272143287
752,3,1,58dcb1f795d0e02489b942a2,0.272224215
652,0,1,58cd7cb495d0e02489b91d8f,0.27225663
4472,35,1,5b070bb9068401528a2afab6,0.272504192
2386,8,0,59cfd94d95d0e0246f20d55d,0.272804887
2334,3,0,59c5b5a395d0e0246f20bc00,0.272830485
4563,1,0,5b158c3647de81a90122bd44,0.272944876
2536,0,0,59ddc68495d0e0246f20f5ce,0.272998114
182,1,1,5889c8be95d0e0392607ce3e,0.273118236
4198,0,0,5adf41da068401528a2aa61b,0.273201229
2038,0,0,599b80ee95d0e0246f200d53,0.273201289
2889,4,1,5a108a5395d0e0246f217745,0.273633552
5364,9,0,5b8911a9068401528a2d69ff,0.273748596
964,13,1,58fba0c495d0e024b586cc69,0.274186787
2815,0,1,5a05835195d0e0246f21512a,0.275411604
2711,2,1,59f6e81395d0e0246f212de3,0.275437634
2383,1,1,59cb518895d0e0246f20c926,0.27550315
1352,9,0,5934218395d0e024b58748da,0.275594896
3155,2,1,5a33f4267c459f246b63b448,0.275658956
158,12,1,5885bd0495d0e0392607c352,0.275703305
338,16,0,589f665c95d0e02474635d5a,0.276251532
3196,2,0,5a4cb44195d0e0246f21f03a,0.276427788
688,7,1,58d3f47995d0e02489b92cd8,0.276607067
852,16,1,58e92c0a95d0e02489b96003,0.27697542
2091,5,0,59a4a16f95d0e0246f201f33,0.277298719
4344,3,1,5af4cb69068401528a2ad75d,0.277445781
533,6,0,58bb15be95d0e024902fd8ce,0.277470872
484,4,0,58b42e7495d0e02474638cf3,0.27752305
1837,2,1,597b667d95d0e0246f1fcf5f,0.278014466
4238,1,1,5ae4bdb7068401528a2ab41d,0.278040694
95,1,0,58799bc395d0e0392607ab08,0.278217137
4277,0,0,5ae988a3068401528a2abc9c,0.278238074
724,1,0,58d8bd6f95d0e02489b93576,0.278288876
2673,5,0,59f0792495d0e0246f212017,0.278651088
1713,0,0,5968d5a695d0e0246f1fa7c0,0.278674008
395,4,1,58a7bfec95d0e024746374a1,0.279019175
3232,5,1,5a534bcc95d0e0110c1a35fc,0.279185739
1601,3,0,5955fc0195d0e02550997c60,0.279381211
1851,8,0,5979d87895d0e0246f1fcaeb,0.279641244
1335,5,0,59315fde95d0e024b5874449,0.279652726
1164,1,0,591750c195d0e024b5870a79,0.280096042
3683,5,0,5a8e06eb410cf7000162d3b3,0.28018469
560,2,0,58bfbf0b95d0e024902fe277,0.280218398
3623,7,0,5a862e9e410cf7000162c3d5,0.280253124
4271,3,1,5ae83722068401528a2ab992,0.280310575
3235,14,0,5a52cfb395d0e0110c1a3541,0.280354312
5204,0,1,5b732e2a068401528a2d3fed,0.280386043
3488,2,1,5a73c9b4d4211f00015bedff,0.280486236
366,0,0,58a5b01d95d0e02474636de5,0.280894209
1544,3,0,5949e54595d0e02550996026,0.280994768
2696,3,0,59f2f47a95d0e0246f21277b,0.281309763
375,1,0,58a4b3ea95d0e02474636b23,0.281403818
4392,0,0,5afc816a068401528a2ae789,0.281608696
3318,5,0,5a5ff02f95d0e0110c1a51c3,0.281764176
270,3,0,5894e15495d0e0392607e875,0.281804472
3087,2,1,5a2b3ab17c459f246b639bf6,0.281921324
2703,14,0,59f7b00a95d0e0246f213050,0.281988874
5410,2,0,5b918be1068401528a2d9a94,0.282529708
4499,0,0,5b07db24068401528a2afc9b,0.282725113
4596,8,0,5b16ad4147de81a90122bfea,0.283048269
1567,14,0,594cc16b95d0e02550996808,0.283288512
5013,5,0,5b50a77800a1bc2872e7d3c7,0.28353461
3135,1,0,5a30c12e7c459f246b63a6d1,0.283590418
1580,6,0,5953b21f95d0e0255099763c,0.284045232
3115,4,0,5a330f747c459f246b63b23a,0.2841564
86,1,0,587a7fdc95d0e0392607ac1a,0.284189763
1180,3,0,591aa86795d0e024b5871053,0.284378479
1219,7,0,592088ed95d0e024b5871f7b,0.284615041
3063,14,0,5a299b2f7c459f246b6397aa,0.284957461
3157,6,0,5a33ce207c459f246b63b3c8,0.285201404
3709,35,0,5a905985410cf7000162da2f,0.28536005
5390,7,0,5b8e499f068401528a2d718a,0.285743627
1317,3,0,592d691a95d0e024b58739aa,0.286043597
5184,22,0,5b6dee26068401528a2d3809,0.286061087
67,3,0,5877e9a095d0e0392607a678,0.286063142
3822,1,0,5aa2fae647de81a90120c890,0.28608518
1292,12,0,5926c73995d0e024b5872d77,0.286253148
5447,2,1,5b9632a6068401528a2da287,0.286385548
4687,3,1,5b245c6047de81a90122e2be,0.28645544
333,34,1,589f752695d0e02474635d7d,0.286811744
5462,9,0,5b980d31068401528a2da6b1,0.287134113
2626,1,1,59eabd7695d0e0246f2114f2,0.287221712
4004,6,0,5abfd02a47de81a90121a8ad,0.287450667
520,0,0,58b9278b95d0e024902fd4c6,0.288039459
3539,3,1,5a7ce094d4211f00015c0214,0.288319205
1230,1,0,591eeb5d95d0e024b5871c69,0.288374969
5134,11,0,5b64a4ff068401528a2d259f,0.288483768
756,33,0,58deeb8995d0e02489b94970,0.288960271
2419,6,0,59d5372295d0e0246f20e0ab,0.289363793
1176,1,1,591b603195d0e024b587129a,0.289582298
2254,9,0,59bd6dc995d0e0246f208ca7,0.289861699
3527,12,1,5a7902fcd4211f00015bf70f,0.289916635
847,0,1,58e9316195d0e02489b96013,0.290053363
3286,14,0,5a59688d95d0e0110c1a4590,0.290096683
2934,3,0,5a13775095d0e0246f217c19,0.290120531
3354,1,0,5a61cc4195d0e0110c1a569a,0.290216651
3562,0,1,5a7f486247de81a901208ec7,0.290417735
3908,6,0,5ab2e53447de81a901214e07,0.290550562
4691,13,0,5b25572e47de81a90122e382,0.290621161
1225,0,1,591f829995d0e024b5871e41,0.290696566
2784,0,1,59ffa4f995d0e0246f2141dd,0.290771637
2681,27,1,59f4ccd295d0e0246f212b53,0.290774184
5176,12,0,5b6d622a068401528a2d3689,0.29098908
4846,61,0,5b37cccc00a1bc2872e66782,0.29130151
505,4,0,58b7e40295d0e024902fd13c,0.291353077
1159,23,0,5917673295d0e024b5870a9a,0.291459417
2871,0,0,5a0d353695d0e0246f21618f,0.291514232
5431,2,0,5b93e3f6068401528a2d9f54,0.291556414
4848,26,1,5b357cde00a1bc2872e6629d,0.29166409
3560,19,0,5a7a568ed4211f00015bfa9a,0.29182853
4597,0,0,5b1981c747de81a90122c844,0.291884771
1830,17,1,5976f18295d0e0246f1fc2d2,0.291910211
637,49,0,58cbeeb995d0e02489b91a78,0.292466217
56,8,0,5874997295d0e03926079d76,0.292648417
1027,3,0,5904d96795d0e024b586e1a8,0.293138672
1705,0,0,59647c8195d0e0246f1f9bdb,0.293599616
5068,94,1,5b5b337500a1bc2872e7e9c9,0.293751432
1099,4,0,590c280295d0e024b586f168,0.294104877
2236,3,1,59ba2dfc95d0e0246f2076e2,0.294123597
1650,11,0,595e68f495d0e02550998cb2,0.294359769
24,0,0,586ffe9395d0e0392607967d,0.294752372
4742,16,1,5b2960ed47de81a90122e85c,0.294834329
1881,16,1,5981e0b695d0e0246f1fdb22,0.295062471
1248,0,1,5926143895d0e024b5872c03,0.295444862
3756,3,0,5a985b9a410cf7000162eb85,0.295959617
1319,8,0,592d1d8195d0e024b58738ef,0.295983108
4668,2,0,5b2270ab47de81a90122df43,0.296333298
92,13,1,587a63b095d0e0392607abf1,0.29648197
469,12,0,58b0f17295d0e0247463883c,0.296816357
3964,4,1,5ab99e4447de81a901217a2b,0.296846605
127,8,0,5880770095d0e0392607b8d3,0.296906069
4052,12,0,5ac90e32068401528a2a4949,0.297057784
2634,0,0,59ef723895d0e0246f211d52,0.297457634
2970,0,1,5a1d3e4b95d0e0246f218e7b,0.297530596
1277,0,0,59283a6595d0e024b58731b4,0.29773453
1510,2,0,5948ccfb95d0e02550995cdc,0.298073199
4263,4,0,5ae6e5a2068401528a2ab679,0.298123894
2714,2,0,59f67d3595d0e0246f212d4d,0.298256624
4560,0,0,5b11cff647de81a90122b7a8,0.298263761
3405,0,0,5a6b02e7d4211f00015bda3c,0.298472773
4554,8,1,5b11b3d547de81a90122b766,0.298750029
5186,1,0,5b6db2d6068401528a2d3766,0.299078042
542,1,0,58bd1c0595d0e024902fdb6b,0.299166359
2504,25,1,59dbe5cb95d0e0246f20f152,0.299167977
4157,1,1,5ad7d6b9068401528a2a9789,0.299242803
1552,17,0,594dbdb495d0e02550996b02,0.299262733
2218,68,0,59b78b0895d0e0246f20533a,0.2994971
1112,4,0,59139ea995d0e024b587013e,0.299658172
3799,2,0,5a9e97aa47de81a90120ac31,0.300055347
3748,5,0,5a955e5f410cf7000162e352,0.300189225
768,6,0,58de037095d0e02489b9468a,0.300294338
1670,2,1,596124b195d0e0246f1f9681,0.300661901
2728,3,0,59fbb14b95d0e0246f213b34,0.300828672
5131,11,1,5b64d9d1068401528a2d263d,0.300924767
1088,1,0,590d29c595d0e024b586f44a,0.301584595
3266,0,0,5a58100495d0e0110c1a423a,0.301663395
3028,3,0,5a25e06d7c459f246b638cc4,0.302063727
518,2,0,58b9278a95d0e024902fd4c1,0.302500178
649,11,1,58cd7cc395d0e02489b91d90,0.302559501
2926,23,1,5a14bfcd95d0e0246f217f62,0.302791067
3374,2,0,5a63f83695d0e0110c1a5a5c,0.302988533
3657,10,0,5a8c858b410cf7000162cfb4,0.30334075
912,17,0,58f266ae95d0e024b586b980,0.303654777
2525,9,1,59df17ff95d0e0246f20f934,0.303727966
128,6,1,5880770095d0e0392607b8d4,0.304024528
4465,0,0,5b06e3ce068401528a2afa23,0.304340621
1855,7,1,5979947b95d0e0246f1fc9f5,0.304508126
3263,0,0,5a58b08f95d0e0110c1a4392,0.304715551
789,1,0,58e1f7ef95d0e02489b94d3f,0.304769296
1822,13,0,597842ff95d0e0246f1fc63c,0.304805431
5437,1,1,5b92e277068401528a2d9e13,0.305215952
3650,9,0,5a8882c5410cf7000162c8b7,0.305460054
