I-Count,Label(m0/f1),NYT_ID
7,0,59b289c995d0e0246f203dd1
7,0,599b2cd395d0e0246f200c90
23,1,5b0ebc77068401528a2b0892
9,1,5a2fb3517c459f246b63a40d
36,1,5abb642347de81a901218783
1,0,58dba72c95d0e02489b93fb8
4,0,5acf4c82068401528a2a7fa5
1,0,5a580fb195d0e0110c1a4238
2,1,596a5f3c95d0e0246f1faa48
8,0,59ef376495d0e0246f211c9f
3,0,5ac4d377068401528a2a22fb
7,0,593aff8995d0e024b587650b
0,0,5a629f0295d0e0110c1a5939
7,0,5a62b18c95d0e0110c1a5947
5,0,58d4c8f595d0e02489b92f02
7,0,59fe074b95d0e0246f213fd8
0,0,58c2620d95d0e024902fe9cd
0,0,58b6848095d0e024902fcd46
8,1,5b379e0700a1bc2872e66739
5,1,5b7c6c10068401528a2d50af
15,0,599883ae95d0e0246f2008ff
0,0,588ef77395d0e0392607d81d
1,0,58f46d0095d0e024b586bbc3
1,1,5a7ba28ed4211f00015bfe5e
25,0,5b7476b9068401528a2d42d0
2,1,58962bce95d0e0392607ea5e
0,0,586e3f3e95d0e039260791bc
0,0,58885ffe95d0e0392607ca23
19,0,5b3681b600a1bc2872e6658a
4,0,5b2c06c647de81a90122eeca
14,0,5b4106ab00a1bc2872e67a0f
2,0,5a992b58410cf7000162ed8c
0,0,5a8c19d3410cf7000162ce57
0,0,5b1a99f447de81a90122cb34
61,1,59b4334095d0e0246f204107
6,1,5b4fe46e00a1bc2872e7d216
2,0,5a01936e95d0e0246f21463e
14,0,5ad09f8d068401528a2a8850
0,0,588b5a0e95d0e0392607d27c
20,1,5a20a1ae7c459f246b6382cb
19,0,590cf92495d0e024b586f3ed
7,0,5ac4d7f9068401528a2a2341
4,1,5b19b8f847de81a90122c902
2,0,58ad4a0b95d0e02474637e2c
2,0,5935066c95d0e024b5874a5b
1,0,5a857f0d410cf7000162c1b8
0,1,5b11193547de81a90122b570
0,0,5942356c95d0e024b5878198
41,1,58e8415b95d0e02489b95eee
0,0,594dbf1a95d0e02550996b05
4,0,5a7de45cd4211f00015c04cb
1,0,5ad86522068401528a2a9888
46,0,5a8564cc410cf7000162c162
0,0,58a330b395d0e0247463662a
5,0,5b44e71300a1bc2872e69a67
1,1,5afa2ece068401528a2ae178
0,0,5a136c8095d0e0246f217bfb
8,1,5ab348db47de81a9012150c5
1,0,591e9cf095d0e024b5871b6f
5,1,5b1b23fc47de81a90122ccd9
34,1,5af732b5068401528a2adc05
3,0,588ef78995d0e0392607d820
3,0,5951026095d0e02550996f3c
0,0,5a2f40447c459f246b63a32f
0,1,5b8adab4068401528a2d6d51
9,1,5a5f71d895d0e0110c1a5014
14,1,58d5aca695d0e02489b931d0
4,1,5ab0d82547de81a901213141
1,0,5abe072447de81a901219ea8
9,0,58de036e95d0e02489b94685
2,1,587f257695d0e0392607b4b5
5,0,59a4aa5e95d0e0246f201f47
5,0,5aef66de068401528a2ac914
0,0,5aabf91847de81a9012115be
2,0,5928b53a95d0e024b5873321
6,1,58f0787895d0e024b586b65e
1,0,5a58b14595d0e0110c1a4393
1,1,590ba30495d0e024b586f086
0,0,59bc5e2a95d0e0246f208b5d
7,0,5b6c1220068401528a2d3367
32,1,5b453b8500a1bc2872e6b1d3
5,0,5ac37142068401528a2a163a
0,1,5b2c250e47de81a90122ef1c
7,0,5b4f0e9500a1bc2872e7cfad
2,0,59bb7f8895d0e0246f208467
0,0,5b5fae6300a1bc2872e7f069
30,0,59f2f38f95d0e0246f212773
5,0,59a8078695d0e0246f20270c
7,1,59f4d4cc95d0e0246f212b62
5,0,5a1220dc95d0e0246f217908
4,0,5b326a9b00a1bc2872e6592c
0,0,5b450a7a00a1bc2872e69ad3
0,0,5a6bdc1ed4211f00015bdc91
1,1,595cf8a595d0e025509988be
3,0,5a57404595d0e0110c1a3f9a
1,0,58ffafd095d0e024b586d442
27,0,58eb326395d0e02489b96290
5,0,58c799ef95d0e024902ff390
27,0,58b6d7c895d0e024902fce51
1,0,5a7d9c91d4211f00015c03e9
9,0,5b5b467600a1bc2872e7e9fc
20,0,5b104687068401528a2b0d08
8,1,5b19022947de81a90122c637
0,0,5a65f94495d0e0110c1a5c3c
0,0,58bd621f95d0e024902fdc11
4,0,5b282bbd47de81a90122e683
21,1,5ab6993147de81a901216a65
7,0,5a30b6727c459f246b63a6b6
4,0,58e5556295d0e02489b95690
32,1,5b25573e47de81a90122e388
6,0,5a8ad116410cf7000162cbd7
20,1,5980d2a595d0e0246f1fd8b0
1,1,589e7ac095d0e02474635c25
4,0,5b9640a6068401528a2da2a8
7,1,5aa8ef2547de81a90120f4a4
0,0,5b15575647de81a90122bc8d
5,0,5a25ede77c459f246b638ce4
0,0,5b2d2cc047de81a90122f1bf
2,0,5984d16a95d0e0246f1fe332
2,0,59afe42095d0e0246f203688
0,0,59802c0295d0e0246f1fd6e9
3,0,5877612c95d0e0392607a4bf
0,0,5b1beb7d47de81a90122cdae
10,0,593af97b95d0e024b58764fa
2,0,588b02fd95d0e0392607d1a4
3,0,58e2c0ec95d0e02489b94f7a
8,0,59f9088795d0e0246f2133e5
11,0,5924c2f195d0e024b587281e
13,1,5b6abf2b068401528a2d302c
1,0,589dd8dc95d0e02474635a3d
4,0,5a7ba259d4211f00015bfe5d
5,0,5a5a637095d0e0110c1a46d2
33,1,5af4958f068401528a2ad6ac
0,0,5a2b3ff37c459f246b639bfd
1,0,59e941b995d0e0246f211129
8,0,5b966448068401528a2da2f3
1,0,58f8617895d0e024b586c4e4
2,1,58f51df295d0e024b586bd2a
5,0,5b942f50068401528a2d9fca
1,0,59f0f58195d0e0246f2121f1
0,0,5b203d3847de81a90122da5b
1,1,5a0c1ace95d0e0246f215e62
5,0,5935525095d0e024b5874b0e
0,1,5a9df2d7410cf7000162f0f2
3,1,58de636a95d0e02489b947b9
6,0,5abee4d347de81a90121a52e
3,0,5b41d99f00a1bc2872e67ae0
5,1,5ae988a8068401528a2abc9d
0,0,5b2a6bf747de81a90122e9f9
7,0,599e7e6695d0e0246f2013d7
2,0,587393fc95d0e03926079b1f
5,1,597bdc9a95d0e0246f1fd0a8
1,0,5984672c95d0e0246f1fe1db
1,0,5889fcdf95d0e0392607cedc
0,0,58e6c9c795d0e02489b95abb
3,0,5b08ad91068401528a2afede
0,0,5b307d7e00a1bc2872e6538d
4,0,5ab37b2347de81a9012151de
26,1,59d5dd7795d0e0246f20e1bc
15,0,5961226795d0e0246f1f967e
21,1,5b1e731547de81a90122d47a
6,1,5aff6137068401528a2aec26
1,0,58f9b2ed95d0e024b586c884
0,0,59306dfa95d0e024b5874205
5,0,5aa5ccab47de81a90120d30c
5,0,5a26ebc97c459f246b638fb6
1,0,5936933595d0e024b5874e0e
8,0,598d5b0895d0e0246f1ff335
2,0,5b7e8799068401528a2d5513
10,0,5aad639447de81a901211e8b
6,0,59289f1b95d0e024b58732f8
4,0,5ad60ccc068401528a2a9240
0,1,5b4106bf00a1bc2872e67a15
4,0,59e68a6395d0e0246f21099d
5,0,595358f395d0e0255099753f
0,0,5ab90d7147de81a90121755d
0,0,58d534e495d0e02489b93044
10,0,5ab99f7947de81a901217a33
18,1,59034e9295d0e024b586debc
0,1,5b16b5f047de81a90122c011
2,0,593c3ac995d0e024b58766ec
0,0,5a3104c77c459f246b63a77f
1,0,589c39b495d0e02474635578
0,0,5b126aa847de81a90122b851
23,1,5967bbf395d0e0246f1fa4e6
3,0,58c2621295d0e024902fe9d2
0,1,5abf010147de81a90121a5c3
11,0,59fa644795d0e0246f213776
0,0,59d7a8b595d0e0246f20e6f3
1,1,5a992b5b410cf7000162ed90
0,0,5b689c34068401528a2d2b20
5,1,5a4e05c795d0e0110c1a2d2a
3,0,58aa912995d0e0247463785e
1,0,5961266d95d0e0246f1f9690
8,1,598f494195d0e0246f1ff6f5
3,0,5a2693397c459f246b638e86
1,0,5ae4bdb4068401528a2ab418
7,0,58fda76595d0e024b586cecf
13,1,5a958089410cf7000162e3bf
3,1,5a5891c995d0e0110c1a4333
11,0,5b51d11500a1bc2872e7d692
1,0,595ae32a95d0e025509984b7
0,0,5a9e714f47de81a90120ab6c
1,0,596a64f595d0e0246f1faa59
12,0,5b146bf047de81a90122bad9
8,1,5ae2f124068401528a2ab089
0,1,58a4b5b595d0e02474636b2a
15,0,586a0d8795d0e039260789b5
5,0,59116e0395d0e024b586fac9
8,0,5a5ca44895d0e0110c1a49b9
2,0,5929d20195d0e024b587348b
1,0,5b453a7800a1bc2872e6b1c7
7,0,58acc54295d0e02474637d54
19,1,5b631c77068401528a2d21a0
40,1,599737e895d0e0246f200749
28,0,59d3e22495d0e0246f20dd11
43,1,5a071b1e95d0e0246f21542a
0,0,58b3e14895d0e02474638c2c
5,0,5b566c6a00a1bc2872e7de12
5,1,5a108a4795d0e0246f21773f
12,1,5a91c03a410cf7000162dc99
4,1,5b8841a9068401528a2d6824
0,0,591d4b6695d0e024b587178c
6,0,5b5268f900a1bc2872e7d848
0,0,5a21f3e87c459f246b63867d
3,0,5909d7ec95d0e024b586eafb
0,0,595b41e795d0e02550998545
1,0,5b3d517a00a1bc2872e6722f
9,1,5a84da26410cf7000162c021
0,1,5b57773500a1bc2872e7e079
3,0,597b4f0895d0e0246f1fcf07
19,1,5912296495d0e024b586fd13
38,1,590984b195d0e024b586e9f8
5,0,5902ed7995d0e024b586dd65
0,0,5b5b354d00a1bc2872e7e9cc
5,0,596dfb5795d0e0246f1fb025
1,0,5b113a8847de81a90122b5cc
0,0,5922914995d0e024b5872228
17,0,58aaa70b95d0e02474637894
0,0,59b8543e95d0e0246f2063dc
12,0,5b4fa20b00a1bc2872e7d168
2,0,59a85eae95d0e0246f202840
40,1,5ac90e31068401528a2a4946
4,0,5b049fcb068401528a2af1fb
5,1,5af732b2068401528a2adc03
44,1,5b539a2300a1bc2872e7d9ce
0,1,59101c7d95d0e024b586f7bb
3,0,593944da95d0e024b5875fa4
2,0,5add13c7068401528a2aa13d
3,0,592dcd3c95d0e024b5873b06
6,0,597cd1ef95d0e0246f1fd1b0
1,0,5ac90e36068401528a2a4952
4,0,586ff30b95d0e0392607965d
17,1,5b49462d00a1bc2872e7c5a7
3,0,5abe5b7e47de81a90121a173
2,0,59eb923995d0e0246f2115fe
5,0,59802c0e95d0e0246f1fd6eb
1,0,58d3e44595d0e02489b92ca1
0,0,5b1e731447de81a90122d478
4,0,58788dff95d0e0392607a806
21,1,5b2e91b147de81a90122f464
19,0,59c6c92b95d0e0246f20bd5d
11,1,59cca2fe95d0e0246f20cd34
7,1,59705a0895d0e0246f1fb600
6,0,59565fbb95d0e02550997d9f
15,1,590e168e95d0e024b586f54e
1,0,5ab101fb47de81a90121329c
1,0,5954aa6695d0e025509978b6
2,0,5957ea3795d0e0255099804b
1,0,5a18b17195d0e0246f2187b4
8,0,599e7e7495d0e0246f2013db
4,0,58f7e84595d0e024b586c418
0,0,5b3eabf900a1bc2872e67581
8,0,5926f3f095d0e024b5872e19
6,0,58d02c3c95d0e02489b921f4
4,1,5ab0d82947de81a901213146
16,0,5919fd8295d0e024b5870f07
56,1,596914c695d0e0246f1fa886
9,0,588e037895d0e0392607d68e
15,0,593b502195d0e024b58765bd
10,0,5b3cc92000a1bc2872e67117
0,1,5b43d60300a1bc2872e67eb8
1,0,5975fdf695d0e0246f1fc0ab
0,0,599543f295d0e0246f200264
3,0,594a5dd195d0e02550996174
3,0,58cf82f895d0e02489b92025
7,1,5a8cb6d9410cf7000162d03c
8,0,5a0602f295d0e0246f2152aa
1,1,5b6cdb73068401528a2d3587
3,0,5902ed7995d0e024b586dd67
1,1,593e410395d0e024b58769b0
3,0,591f6f7495d0e024b5871e22
8,0,5a72efc0d4211f00015beb3a
0,1,59bb7f8795d0e0246f208464
19,1,59e90a5c95d0e0246f211098
9,1,592749ca95d0e024b5872f5f
2,1,5933022895d0e024b587476d
11,0,59fc2e0f95d0e0246f213bf9
4,0,593a4c6795d0e024b587628f
1,0,5a6699d895d0e0110c1a5d4f
23,0,594ada0095d0e02550996324
1,0,5b1fd28247de81a90122d8ca
20,0,5a2133037c459f246b638423
0,1,5b2cc52347de81a90122f066
4,0,5899838695d0e0392607ef92
4,0,5b36283b00a1bc2872e66434
0,0,5a6398d395d0e0110c1a5a0b
2,0,5b2039ee47de81a90122da52
6,1,5b6f2b2f068401528a2d3990
24,1,5a9d565f47de81a90120a23f
5,0,59019bf995d0e024b586d97d
0,0,59bbeb5a95d0e0246f208736
0,0,593a4c6795d0e024b5876290
2,0,59b806eb95d0e0246f2059b2
2,1,5a3141427c459f246b63a83e
2,0,59632ae995d0e0246f1f98e9
0,0,5a86d935410cf7000162c583
1,0,5b696da9068401528a2d2cd3
9,1,5957ecdc95d0e02550998050
27,0,58d6b74395d0e02489b9332d
2,0,5ae885f1068401528a2aba48
44,1,5aa64c2647de81a90120d570
0,1,5ab063eb47de81a901212ecc
0,0,589048fb95d0e0392607db37
19,1,5976f17d95d0e0246f1fc2ce
24,0,58bb15cf95d0e024902fd8d1
1,0,5930681d95d0e024b58741f6
11,1,5b34aeb000a1bc2872e6600b
5,0,5aa04e6747de81a90120b571
3,0,5915629f95d0e024b587062f
1,1,5b4a3dab00a1bc2872e7c6d8
24,1,5a527d8695d0e0110c1a34c2
1,0,5b8055b8068401528a2d596d
17,1,59af3fae95d0e0246f203511
0,0,5b685ef6068401528a2d2a7d
0,0,593c3ab695d0e024b58766e2
5,0,5af56693068401528a2ad885
0,0,5a1fe14c95d0e0246f219607
2,0,587cc6f995d0e0392607af2d
3,0,5a2fd2d07c459f246b63a46c
0,0,5971ab7f95d0e0246f1fb98d
6,1,5893536c95d0e0392607e3ac
1,0,5ac90e36068401528a2a4951
6,0,59a5160495d0e0246f201fe2
6,0,58ecbee195d0e02489b9665c
8,0,5ad50f14068401528a2a8fe4
0,1,5ae2217a068401528a2aae81
1,0,58da0ef495d0e02489b93ae3
1,0,5b7df808068401528a2d5418
3,0,5b4897c900a1bc2872e7c3b0
12,0,5aa33fdd47de81a90120ca67
17,1,5a65c0cf95d0e0110c1a5bf2
1,1,58d8bd6f95d0e02489b93574
5,0,5b4bd40e00a1bc2872e7c8d9
0,1,5b07412a068401528a2afb61
1,0,58b7d60495d0e024902fd114
20,0,58f266bd95d0e024b586b98b
0,1,59c6a86c95d0e0246f20bd2e
5,0,5a4fc77195d0e0110c1a3176
0,0,59d1e8e595d0e0246f20d806
20,1,58e3ed4495d0e02489b95266
0,0,5a750f8dd4211f00015bf141
0,0,5929cf9f95d0e024b5873488
2,1,5a074fca95d0e0246f215475
0,1,5938faeb95d0e024b5875eb9
24,1,5a607ac095d0e0110c1a52d4
1,0,5a4d739395d0e0110c1a2c28
10,0,58ca3cf995d0e02489b9156c
1,0,58f61bf395d0e024b586bf2f
17,1,58d1820d95d0e02489b9260c
7,0,58a7b9cb95d0e0247463749e
0,0,5acba8db068401528a2a58f9
4,1,587e846295d0e0392607b34c
6,1,5b2bbf0247de81a90122ed91
1,0,5a62b19e95d0e0110c1a5949
10,0,5b6c0d2f068401528a2d3359
0,1,591b76d395d0e024b58712e2
7,0,594d6bf795d0e02550996a38
0,0,5950b5b995d0e02550996e8a
22,0,595fdbc695d0e0246f1f949e
8,0,59632ae995d0e0246f1f98eb
0,1,590c27ea95d0e024b586f165
8,0,5b550c6000a1bc2872e7db66
12,0,59a7b90695d0e0246f20262e
19,0,5a8882c4410cf7000162c8b6
0,0,5b6d1f53068401528a2d360b
12,1,59a0ad3795d0e0246f201990
2,0,594c1c9b95d0e0255099667c
19,0,586cb07a95d0e03926078df7
2,0,5a93675a410cf7000162deb1
32,0,5b03160d068401528a2aef6c
0,0,58f8a64e95d0e024b586c598
1,1,599d948395d0e0246f2011f2
0,1,5b28442247de81a90122e6b0
0,0,58c366fa95d0e024902fecd1
0,0,5b3aafd400a1bc2872e66c76
6,0,5b59d3d800a1bc2872e7e64e
0,1,59d8122895d0e0246f20e84f
1,0,59bfba0d95d0e0246f209003
13,0,5a300b187c459f246b63a521
0,0,5a02003395d0e0246f21479c
5,0,590c27fd95d0e024b586f167
7,0,59f1a21795d0e0246f21235f
0,1,58f90b1395d0e024b586c6e6
4,0,5abbe4ff47de81a901218cc9
14,0,5a181f5a95d0e0246f218683
4,0,5927d77c95d0e024b5873077
1,1,5ae3c8da068401528a2ab2f2
6,0,596124c395d0e0246f1f9688
28,0,59e8f81395d0e0246f211059
2,0,59aaf8ca95d0e0246f202d87
0,0,5907b94295d0e024b586e5df
5,0,5912bf6795d0e024b586fe51
0,1,5b646df5068401528a2d24eb
4,0,5b4106ad00a1bc2872e67a10
0,0,5b34aa9d00a1bc2872e66007
2,1,58962bd295d0e0392607ea63
0,0,5b432b1f00a1bc2872e67cd2
0,0,5a30c0af7c459f246b63a6d0
20,1,5935f2de95d0e024b5874cd1
3,0,595e3efd95d0e02550998c14
20,0,58b5330995d0e024902fc9a2
4,1,599369eb95d0e0246f1ffe2d
4,0,5ae320a6068401528a2ab119
6,1,5b8911af068401528a2d6a01
7,1,5a0d353795d0e0246f216190
0,0,5a56acd895d0e0110c1a3e69
1,1,5a79864dd4211f00015bf835
6,0,5a6f224dd4211f00015be0d3
7,1,5a607ac095d0e0110c1a52d3
0,0,5ad5eccc068401528a2a91ba
4,0,5a7e423047de81a9012088c7
7,1,5930743c95d0e024b5874225
2,0,59d772f295d0e0246f20e651
7,1,5b60801200a1bc2872e7f22d
6,0,591cfbf495d0e024b58716f7
0,1,5b981223068401528a2da6c1
26,1,5a305eb07c459f246b63a606
0,0,5a1fe15295d0e0246f219609
0,0,59524d8595d0e02550997270
9,1,5a4d45cd95d0e0110c1a2b0b
0,0,5b107dd5068401528a2b0da8
0,1,5b4dbc0900a1bc2872e7cc7b
7,0,59bc61ec95d0e0246f208b64
1,0,58bb15cf95d0e024902fd8d2
3,0,5b09a7ac068401528a2b0006
4,1,5a84133d410cf7000162bd99
3,0,5b7de4fe068401528a2d53ee
6,1,59e274c495d0e0246f21013b
13,1,598d5b0895d0e0246f1ff337
1,0,592685ea95d0e024b5872cc2
54,0,59c41e8295d0e0246f20b7b0
0,0,58909bf395d0e0392607dc15
0,1,5b6ce3a5068401528a2d35ae
19,0,5ae4bdb9068401528a2ab41e
16,0,5ac90e34068401528a2a494d
1,0,5a7e50f447de81a901208960
35,1,58b0ff0195d0e02474638852
5,0,5b7c6441068401528a2d509e
28,0,5adb9145068401528a2a9f89
6,1,5994572c95d0e0246f200045
3,0,5a31296c7c459f246b63a7eb
0,0,58c2adad95d0e024902feab4
6,0,5ad8e64d068401528a2a9a33
0,0,59dc3c2c95d0e0246f20f1e1
0,1,5afb2e38068401528a2ae44d
0,0,5882d82695d0e0392607bfb1
4,1,590d404695d0e024b586f460
1,0,5af171a6068401528a2acd20
3,0,5a9ca2df410cf7000162f021
1,0,5a6ccc56d4211f00015bdda3
2,0,5abfcca547de81a90121a898
1,1,5adab276068401528a2a9e9f
6,1,5abcb5a747de81a901219295
6,0,5a72310ed4211f00015be95e
55,1,597a3ff895d0e0246f1fcc64
4,1,5a0a409b95d0e0246f21597d
1,0,58cda02695d0e02489b91dca
9,1,59d72ef995d0e0246f20e576
0,0,5a739976d4211f00015bed97
6,1,5aa93b1747de81a90120fadf
7,1,59d8057795d0e0246f20e838
0,0,5a692c60d4211f00015bd580
0,1,58de667e95d0e02489b947c4
5,1,59efd9fb95d0e0246f211e8d
1,0,5a3478667c459f246b63b5cf
6,1,5b7763af068401528a2d495b
0,0,589c840395d0e02474635665
2,0,5b79f67b068401528a2d4be8
1,0,58e3496e95d0e02489b95060
6,0,5893c1cc95d0e0392607e553
1,1,5a6e63a6d4211f00015bdf5f
0,0,58962bc595d0e0392607ea5b
7,0,58dff1c695d0e02489b94ab4
1,0,5b11cff747de81a90122b7a9
12,0,5a0d6c4a95d0e0246f216243
3,1,59e15fe395d0e0246f210004
11,1,596f088095d0e0246f1fb290
4,0,5b21051d47de81a90122dc14
22,1,597399c695d0e0246f1fbd67
3,1,5ab7e02247de81a901216efa
0,1,5a5123bf95d0e0110c1a3353
24,1,58c35b9495d0e024902fecc1
12,1,594eafb495d0e02550996c2f
1,0,5a862205410cf7000162c3b8
1,0,59eb924e95d0e0246f211603
1,1,5a5c864895d0e0110c1a497a
1,0,59705a0795d0e0246f1fb5fc
26,1,5a7f484047de81a901208eb7
4,0,5a6398c195d0e0110c1a5a0a
9,1,58f6398f95d0e024b586bf73
0,0,58e796a395d0e02489b95cdf
0,0,589e272d95d0e02474635b5d
0,0,5abfcca647de81a90121a899
4,0,58c6487995d0e024902ff022
2,0,5917580d95d0e024b5870a88
3,0,5a9410f6410cf7000162e01e
9,0,586f538695d0e0392607948e
9,0,5ac3d032068401528a2a19f2
9,0,5b64f94f068401528a2d266c
2,0,59d3a5c795d0e0246f20dc3f
7,0,5a8b6d44410cf7000162cce4
7,0,588b286295d0e0392607d207
3,0,58edd57795d0e02489b968f6
4,0,5b19b7cb47de81a90122c8fd
0,0,5a0500a495d0e0246f21500e
0,0,59d143da95d0e0246f20d71f
1,0,5abd6dd047de81a901219b6c
39,0,596cdf5795d0e0246f1fadaf
2,0,59ba2dfc95d0e0246f2076e1
9,0,5b89e47b068401528a2d6c31
1,1,5a4e05c795d0e0110c1a2d29
2,0,5a02d3a995d0e0246f214970
3,0,58943d7495d0e0392607e660
1,0,5955fc0195d0e02550997c5e
2,0,5ade6193068401528a2aa41e
2,0,598f494295d0e0246f1ff6f8
6,1,5b31549000a1bc2872e65724
33,1,58d6876a95d0e02489b932d5
26,1,58c4504295d0e024902fedd6
1,0,5967c46d95d0e0246f1fa502
17,1,58f6c60395d0e024b586c0cc
10,0,59729ce095d0e0246f1fbc51
0,0,5a737afad4211f00015bed30
0,0,5af43f60068401528a2ad57a
18,0,59eb8fe795d0e0246f2115f5
8,1,59ab276895d0e0246f202dcd
2,1,59fbd9b095d0e0246f213b76
21,0,5b5248d300a1bc2872e7d7f5
4,0,5b42967800a1bc2872e67bea
1,0,5924469f95d0e024b5872695
0,1,59235a2e95d0e024b587244b
6,0,5922916d95d0e024b587222d
0,0,5ad470af068401528a2a8e20
1,1,5931cedf95d0e024b58745d4
6,1,5a5d3f7495d0e0110c1a4b10
8,0,58c4504e95d0e024902fedda
18,1,58ca3cf995d0e02489b9156b
3,0,58a16c7595d0e0247463612d
4,0,5a1e187795d0e0246f219103
0,0,591df80395d0e024b58719fc
0,1,59b2e9a595d0e0246f203f0a
0,0,58d284a195d0e02489b92885
2,1,58b1ec1795d0e02474638975
15,0,58eb323c95d0e02489b9628f
8,0,5a003ea695d0e0246f2142f0
22,0,5ab37b2447de81a9012151df
0,0,5968caa595d0e0246f1fa78f
21,1,59b2450595d0e0246f203d24
0,0,5b7b9b44068401528a2d4ec5
10,0,5b672fe6068401528a2d28a7
0,0,5b6818a3068401528a2d29ea
10,1,5b277f2247de81a90122e550
0,0,5b23045d47de81a90122e097
7,0,5915abbe95d0e024b587071e
1,1,5a549c5195d0e0110c1a38f3
0,1,5942975095d0e024b58782d1
22,0,5959a96995d0e0255099822d
0,0,58c6487c95d0e024902ff026
6,0,58962bd595d0e0392607ea69
4,0,59c0c58195d0e0246f2097b7
14,0,5b81f5b6068401528a2d5b97
9,0,59d33a4595d0e0246f20db1a
0,0,5a2f341d7c459f246b63a322
1,1,590ad66f95d0e024b586edbb
7,0,58c01afb95d0e024902fe394
1,0,59cfc5e595d0e0246f20d53c
7,1,59cd4f1995d0e0246f20cfd2
2,0,5a721cfed4211f00015be923
3,0,59c9fffa95d0e0246f20c5b6
2,0,5a9dead647de81a90120a9cb
4,0,59bd6dc295d0e0246f208ca6
7,0,5a284bc77c459f246b6393b8
2,0,59d6210895d0e0246f20e28a
19,0,58e8324795d0e02489b95ed7
0,0,5afe5a54068401528a2aea8c
17,1,5a5d3f7395d0e0110c1a4b0f
0,0,58d8bd6f95d0e02489b93573
6,0,5b468d5b00a1bc2872e7bea1
2,0,5afb026d068401528a2ae39e
1,0,58e934c795d0e02489b9601a
11,1,59739af895d0e0246f1fbd6a
0,1,5934755d95d0e024b5874952
1,0,597cfe6695d0e0246f1fd1e2
1,0,5a9aefb547de81a901209ac8
40,1,5a91c40a410cf7000162dca0
6,0,58f46cfc95d0e024b586bbc2
0,1,592d1d7295d0e024b58738ec
0,1,5989c42095d0e0246f1feacd
1,0,5a003ea895d0e0246f2142f1
40,1,5ae4bdb4068401528a2ab419
2,0,5b2a6cb247de81a90122ea02
1,0,5b2aead347de81a90122eb64
0,1,5b70bbf6068401528a2d3b4b
2,0,59e26ab695d0e0246f210128
24,1,597902f295d0e0246f1fc8af
1,1,5b681c25068401528a2d29f0
8,0,595b420795d0e02550998549
27,0,5998840395d0e0246f200901
0,1,59671f7b95d0e0246f1fa2c6
9,0,59e220e395d0e0246f2100b9
0,1,59b2a30895d0e0246f203e22
3,1,5a4d725295d0e0110c1a2c23
0,0,5902ed7795d0e024b586dd62
8,1,5b0b3878068401528a2b01ad
1,0,59a4719c95d0e0246f201ea5
5,0,588080a595d0e0392607b8e6
0,0,5a6863cad4211f00015bd39c
3,0,5af5838d068401528a2ad8d2
13,0,5b52840200a1bc2872e7d872
0,0,58f9b2f495d0e024b586c887
1,0,58fda76495d0e024b586cecc
12,0,59e53a6095d0e0246f210622
4,0,5995473995d0e0246f20026f
11,1,5a00fdd295d0e0246f2144f2
13,1,593b39dd95d0e024b587659c
25,1,5acbedcd068401528a2a5bea
29,0,5b69f16c068401528a2d2e32
7,1,58b532d095d0e024902fc99c
3,1,59afa20195d0e0246f2035b5
39,0,5a5012a395d0e0110c1a3249
0,0,59d2d6ef95d0e0246f20da95
0,0,58f4cf5095d0e024b586bc63
2,0,58962bd595d0e0392607ea67
5,1,58d6b70695d0e02489b93324
2,0,596a5f4495d0e0246f1faa4b
2,0,58de037095d0e02489b94688
1,0,59bd6dc295d0e0246f208ca5
11,0,59d72ef295d0e0246f20e574
6,0,5aceac7d068401528a2a7ac1
13,0,58b5f3bd95d0e024902fcb9b
0,0,5881c87895d0e0392607bcdf
1,0,59f8c1d895d0e0246f213310
0,0,58f0787995d0e024b586b65f
2,0,5898bcdf95d0e0392607ee15
10,1,58fa4e0b95d0e024b586ca89
0,1,59adb4ac95d0e0246f203177
3,0,59db239095d0e0246f20ef1c
0,0,58c6487a95d0e024902ff023
5,0,58d053d695d0e02489b92264
7,0,594a1e7995d0e025509960ad
2,0,58b81c3c95d0e024902fd1fc
3,0,5aba938d47de81a901218152
18,1,587a7c4195d0e0392607ac0f
46,0,58d6b73995d0e02489b93326
11,0,59fa0b1c95d0e0246f21365e
0,1,5b03e6a5068401528a2af09b
5,1,5b808df4068401528a2d59e8
35,0,590d0f9995d0e024b586f420
0,0,5878db8495d0e0392607a8e0
6,0,58773c8c95d0e0392607a45c
0,0,5af30f75068401528a2ad229
5,0,595f368195d0e0246f1f927a
21,1,5a5123d495d0e0110c1a3358
3,0,59c9ffcb95d0e0246f20c5b4
18,0,5979947c95d0e0246f1fc9f9
21,0,5a7f485647de81a901208ebb
12,1,59ab043795d0e0246f202d94
0,0,59f9e6f595d0e0246f2135d2
2,1,5989668195d0e0246f1fe9e4
1,1,598b8db095d0e0246f1fef5d
19,0,5ad07c26068401528a2a87e0
1,0,58eb326495d0e02489b96293
5,0,59c9fffb95d0e0246f20c5b9
12,0,58d14d9395d0e02489b924aa
1,0,5a744146d4211f00015beeff
0,1,5a607ac295d0e0110c1a52d6
0,0,595a431e95d0e0255099833f
4,0,59e8030295d0e0246f210d88
4,0,5a80f81ed4211f00015c057c
6,0,58d225ff95d0e02489b92772
1,0,589d780295d0e024746358ee
186,1,59e9326595d0e0246f21110e
3,0,594386e995d0e024b5878561
2,0,59e9377e95d0e0246f21111a
2,0,5a968849410cf7000162e65c
