I-Count,Label(m0/f1),NYT_ID
8,1,5a00c01795d0e0246f214453
12,0,5b16b3ae47de81a90122c007
8,1,59d2b01b95d0e0246f20da47
12,1,5b56f68a00a1bc2872e7deef
6,0,5a86b647410cf7000162c51e
11,0,593657fa95d0e024b5874d6f
5,0,597ae60b95d0e0246f1fcde2
8,0,5a53cf0895d0e0110c1a3777
4,0,5a607f8595d0e0110c1a52eb
6,0,5b6202d8068401528a2d1ef4
14,0,5b24450047de81a90122e2a2
0,0,5a2062e795d0e0246f2197d8
2,0,59ba2e0795d0e0246f2076e5
2,0,589a3d8d95d0e0392607f1b0
1,1,595024b995d0e02550996dce
5,0,59e4812295d0e0246f210400
8,1,58cd9ff995d0e02489b91dc9
1,0,59f90a6695d0e0246f2133ec
4,1,5a8e22a7410cf7000162d3ee
10,0,5a52c05395d0e0110c1a3527
9,1,59a0d63f95d0e0246f2019ca
1,0,5b58725100a1bc2872e7e2af
10,1,59d6455895d0e0246f20e310
3,0,58d5bed995d0e02489b931f2
6,1,5b6bab00068401528a2d329a
9,0,5aec2ba2068401528a2ac3f0
0,0,5b5bb97600a1bc2872e7eb2e
3,0,5a4e408195d0e0110c1a2d8a
3,0,5a2ab9707c459f246b639a81
3,0,59f1a21995d0e0246f212362
2,1,588c141295d0e0392607d479
5,1,586e673495d0e03926079233
10,0,596a5e6f95d0e0246f1faa42
23,1,5b1c1cb347de81a90122ce04
1,0,5a291bc97c459f246b6395eb
1,0,5b740864068401528a2d4127
0,0,59fd118195d0e0246f213eb5
3,0,5b07fa5e068401528a2afceb
3,0,592dd72495d0e024b5873b23
3,0,58b846e995d0e024902fd298
3,0,5b942d47068401528a2d9fc3
4,0,59a3c48595d0e0246f201d30
2,1,599392da95d0e0246f1ffe84
8,0,59a9521795d0e0246f202aa3
1,0,5b0704ab068401528a2afa9a
15,0,595e94ac95d0e02550998d5c
1,0,58b43dc195d0e02474638d1a
7,1,5a0977d095d0e0246f215776
22,0,59f2fb0895d0e0246f2127aa
3,0,5b36032c00a1bc2872e663c9
10,1,5b6c92dd068401528a2d34da
7,0,59f0d94795d0e0246f212194
1,0,5a0977d095d0e0246f215777
2,0,596db6fc95d0e0246f1faf80
0,0,5b6b7cce068401528a2d3260
2,0,58edd56f95d0e02489b968f3
10,0,5b8577d1068401528a2d6160
0,0,5900918095d0e024b586d66f
3,0,5976f17d95d0e0246f1fc2cd
0,0,5b6cdb60068401528a2d3573
3,0,5aa13d6347de81a90120b924
2,0,59f7b63895d0e0246f213059
37,1,5b070bbc068401528a2afab8
9,0,5b15cdcd47de81a90122bdf4
10,0,5903007f95d0e024b586dd9b
5,0,594eafbd95d0e02550996c36
6,0,59174e7195d0e024b5870a71
5,0,59ddd5af95d0e0246f20f5ee
0,1,5b90023d068401528a2d7564
6,0,5a8564c5410cf7000162c160
27,1,5a230c047c459f246b6387c0
5,0,5b4c8b0300a1bc2872e7ca03
3,0,5af21036068401528a2acf52
6,0,589b18bc95d0e0392607f38a
0,0,5a534bcc95d0e0110c1a35fb
2,0,59df528195d0e0246f20f9f9
0,0,5b902b5e068401528a2d96d5
0,0,591956ef95d0e024b5870d16
2,1,58fccbf195d0e024b586cd86
10,1,59f2f38f95d0e0246f212772
0,1,59802c0295d0e0246f1fd6e8
2,0,5a8f2b2d410cf7000162d6d8
4,0,5af4cb9e068401528a2ad75e
1,0,588ef77d95d0e0392607d81f
3,0,58aaa6f495d0e0247463788e
9,0,595b41ec95d0e02550998546
0,1,5927d76f95d0e024b5873074
1,0,594b6fe895d0e02550996450
2,1,594470a695d0e024b5878820
19,0,5b64cac5068401528a2d261c
23,1,59208b4b95d0e024b5871f89
4,0,5b899c1c068401528a2d6b9d
1,0,5a8cd3fe410cf7000162d06f
9,0,5b4a422e00a1bc2872e7c6e4
5,0,586fa92095d0e03926079564
0,1,588f9ff495d0e0392607d9f0
11,1,5b2e91b147de81a90122f465
4,0,58bb15c095d0e024902fd8d0
5,0,5abcb5a447de81a901219291
5,1,599a89f695d0e0246f200b2e
4,0,59fd1fec95d0e0246f213ecc
6,0,5a04252895d0e0246f214d46
15,1,596796f995d0e0246f1fa442
0,0,58e2027595d0e02489b94d54
0,0,5acbe71d068401528a2a5b7f
0,0,5b006d35068401528a2aecf5
14,1,5ad60872068401528a2a922e
0,0,591f158495d0e024b5871cef
0,1,594c5d2095d0e02550996762
4,0,5a616aa495d0e0110c1a55d1
0,0,59c97e4695d0e0246f20c4cf
1,0,5a19c4d795d0e0246f2188ce
8,0,59e6736c95d0e0246f21095a
0,0,5906e1f395d0e024b586e3dd
3,0,59f3dd1895d0e0246f212a3a
2,1,59d5dd7395d0e0246f20e1ba
7,1,58f87f9f95d0e024b586c52f
3,0,5aa8c55247de81a90120f1f6
7,0,59d48bfb95d0e0246f20de65
2,1,5af22837068401528a2acf95
1,0,597eda6c95d0e0246f1fd410
7,0,591e9cf995d0e024b5871b71
5,0,5aa0545d47de81a90120b592
5,0,5b87df98068401528a2d66e1
7,0,5b24246b47de81a90122e26e
6,0,5b18010747de81a90122c392
17,0,5a3574487c459f246b63b6d5
1,1,59116e0395d0e024b586faca
8,0,5895248f95d0e0392607e927
6,0,592685f695d0e024b5872cc3
1,0,5b1e908a47de81a90122d5a1
28,1,59a0b20295d0e0246f20199a
16,1,58f73ef695d0e024b586c1dc
2,0,5954ec5795d0e02550997985
13,0,589df7ff95d0e02474635ab1
14,0,5a5123d695d0e0110c1a335a
5,0,59d3a5d295d0e0246f20dc40
9,0,5968823e95d0e0246f1fa6bb
3,0,5a67124d95d0e0110c1a5df5
4,0,59019bf995d0e024b586d97f
0,0,5a042bb095d0e0246f214d6c
3,1,5ace62dc068401528a2a76e9
2,0,5ae7081f068401528a2ab6de
2,0,5ae79ecd068401528a2ab893
0,1,59882b2495d0e0246f1fe741
2,0,5afc421a068401528a2ae6fc
6,0,5897c55b95d0e0392607ebff
1,0,5a52b36895d0e0110c1a3518
2,0,5a2b3b777c459f246b639bf7
1,0,5908acaf95d0e024b586e813
5,1,5afea0a3068401528a2aeae2
0,0,5a8564c4410cf7000162c15f
0,0,58f46d0095d0e024b586bbc6
2,0,5b22f1b047de81a90122e077
25,0,5957ffcb95d0e0255099806b
5,0,5b20523947de81a90122da8e
3,0,5b31729200a1bc2872e65775
2,1,5b971619068401528a2da486
2,0,5967fd1895d0e0246f1fa5da
8,0,5b2952bc47de81a90122e83e
0,0,5b5a527a00a1bc2872e7e7f3
7,0,588f59b695d0e0392607d8fd
0,1,5a99fd8147de81a9012098f0
1,1,59b6397495d0e0246f2043da
3,0,59535c0295d0e0255099754b
9,1,58cc338e95d0e02489b91b98
43,1,59974a7195d0e0246f20077e
1,0,5a1caed195d0e0246f218d68
5,0,58ca3cf995d0e02489b9156a
7,0,5b3173fc00a1bc2872e6577c
4,0,5950b5e595d0e02550996e8c
6,0,59d33a4395d0e0246f20db19
0,0,587f258695d0e0392607b4ba
0,0,5a02d3a995d0e0246f214971
20,1,5b8411f8068401528a2d5e3e
0,1,59b0f37895d0e0246f203994
1,0,59efc9a495d0e0246f211e74
4,0,5af5b106068401528a2ad96b
10,0,59b08a2f95d0e0246f2038d3
1,0,58b716d595d0e024902fcf46
0,0,5887695995d0e0392607c7a3
10,0,59cfc51f95d0e0246f20d53b
1,0,5b3de8a200a1bc2872e6730f
46,1,58f266ba95d0e024b586b985
5,1,5a04900695d0e0246f214ec4
0,0,5a69b54dd4211f00015bd69e
14,1,5957b91695d0e02550998002
0,1,5a86b646410cf7000162c51c
9,0,5b2169e447de81a90122dda4
3,0,5afb2e3b068401528a2ae44f
3,0,5b8934d0068401528a2d6a58
5,1,5908336d95d0e024b586e6b2
2,0,5a77b851d4211f00015bf40b
1,0,595b41e695d0e02550998541
0,0,5923738a95d0e024b587248b
93,0,5abebd4c47de81a90121a446
14,0,5931719195d0e024b5874476
3,0,59161af795d0e024b58708c1
0,0,58eb327595d0e02489b9629a
0,0,59ea886e95d0e0246f2114b0
4,0,58a417fd95d0e024746368e2
7,0,59e7e35295d0e0246f210d5c
3,1,5b468bfc00a1bc2872e7be9f
48,0,59eb93df95d0e0246f21160a
5,0,5a6efb3dd4211f00015be06d
1,1,5b34b1aa00a1bc2872e66016
0,0,5a21e0357c459f246b638656
8,0,5b7a9122068401528a2d4cb4
0,0,5a4ac0ac95d0e0246f21ed3e
4,0,591d892c95d0e024b5871856
15,0,5a0f794095d0e0246f2175ea
3,0,59f71e4f95d0e0246f212e7f
10,1,598d5b0095d0e0246f1ff332
21,1,5b92e6cb068401528a2d9e1f
1,0,5a4b836695d0e0246f21ee18
0,1,5ad54554068401528a2a9054
0,0,59c4ba0895d0e0246f20b911
6,0,5a609e5295d0e0110c1a5359
26,1,58a8a0d495d0e024746375e4
4,0,5b47b3ea00a1bc2872e7c1bb
0,0,58e92ec795d0e02489b9600e
14,1,5a14bcf195d0e0246f217f5d
1,0,591f960b95d0e024b5871e60
56,1,5a970931410cf7000162e7ef
0,0,58cb8e8195d0e02489b91949
3,0,595b41ed95d0e02550998547
6,0,5aa64c2647de81a90120d571
6,0,5b20183747de81a90122d9d7
14,0,588cf14d95d0e0392607d56e
43,0,5ae4bdaf068401528a2ab415
0,0,5a04381c95d0e0246f214d91
5,0,5abf047047de81a90121a5c9
0,0,5b67804e068401528a2d2910
1,0,5a18b16c95d0e0246f2187af
5,0,5b04a143068401528a2af1ff
3,0,59d72efe95d0e0246f20e577
8,0,5a18efe195d0e0246f2187f7
0,0,5937a9a095d0e024b5875118
2,1,5945753695d0e024b5878960
21,0,5a2c39c27c459f246b639d02
5,0,5b8efe54068401528a2d7362
0,1,5b33af9300a1bc2872e65d39
1,1,5ae342fc068401528a2ab197
1,1,59bc7fae95d0e0246f208b89
7,1,5a8bfc44410cf7000162cdf9
6,1,5a3574637c459f246b63b6da
13,0,59ab1c6995d0e0246f202dbf
0,0,59817d8395d0e0246f1fda1e
9,0,587fd5ff95d0e0392607b72d
7,0,5b7548cf068401528a2d447c
1,0,598c097d95d0e0246f1ff015
12,1,5a3574487c459f246b63b6d3
12,1,58ae06c695d0e0247463807a
1,0,586f538795d0e03926079491
7,0,5b4cdf5300a1bc2872e7cae5
5,0,5a34820d7c459f246b63b5da
1,0,59852a9695d0e0246f1fe3c7
2,0,590ae70295d0e024b586ede9
3,0,5954aa6f95d0e025509978b8
12,0,5b006d30068401528a2aecef
14,1,5882cbe095d0e0392607bfa1
2,0,5a1d653895d0e0246f218eda
3,0,5a8b6ddf410cf7000162cce7
1,0,5aa1941647de81a90120bbcb
3,0,58bd91e695d0e024902fdc9b
6,0,58773c8c95d0e0392607a45b
2,0,58b3e18395d0e02474638c38
0,0,5a61cc4395d0e0110c1a569c
0,1,5b335e0b00a1bc2872e65c34
0,0,59ef71eb95d0e0246f211d51
21,1,58962bcd95d0e0392607ea5d
0,0,590984ea95d0e024b586e9fd
0,0,5a0e41ff95d0e0246f216fb4
0,0,594037c495d0e024b5877c79
3,0,5a1f4b7695d0e0246f2194c0
3,0,59f32f8495d0e0246f212850
100,1,5a343acd7c459f246b63b542
4,0,59e9f55795d0e0246f2112d2
7,1,59817d8395d0e0246f1fda1f
8,0,594a1e7895d0e025509960ac
2,0,59ab1fc095d0e0246f202dc1
16,0,5b60189a00a1bc2872e7f125
3,0,5a0c7adc95d0e0246f215fad
5,1,59c974bc95d0e0246f20c4b3
24,0,599c6ecf95d0e0246f200f5a
2,0,5a56820295d0e0110c1a3df5
4,0,59d7e68195d0e0246f20e7d7
2,0,590131e895d0e024b586d8ab
16,0,5b6184ab068401528a2d1d70
29,1,598e4d3295d0e0246f1ff5b6
0,0,5a0b00bb95d0e0246f215b4d
0,0,5a776537d4211f00015bf398
4,0,5b0e6f20068401528a2b07a7
13,0,59705a0895d0e0246f1fb5fd
0,0,5aeb934a068401528a2ac2a2
7,0,5b1c1cae47de81a90122cdfe
0,1,5a94527c410cf7000162e0f4
23,1,5a8ef863410cf7000162d647
0,1,5b27fa2f47de81a90122e620
1,0,588a5d7195d0e0392607d022
2,1,59281b4395d0e024b5873144
5,0,59c5b88b95d0e0246f20bc03
0,0,59c5244495d0e0246f20ba5f
0,0,58be6d8e95d0e024902fdeb5
0,0,5a7c2a3cd4211f00015bffb7
0,0,5b05ed93068401528a2af73b
8,1,597116bf95d0e0246f1fb875
2,0,5b378afb00a1bc2872e6671d
28,0,5a68fce5d4211f00015bd4fc
8,0,5904dbb495d0e024b586e1ac
7,0,5a58f0c295d0e0110c1a4467
2,0,58a2be0895d0e024746364e4
3,0,5915c7d395d0e024b5870788
11,0,593b330c95d0e024b587658c
13,0,593e410395d0e024b58769af
3,0,58e49b0795d0e02489b9541a
51,1,5b7547a1068401528a2d4479
6,1,58bb15d095d0e024902fd8d5
6,0,593c3ac995d0e024b58766ed
3,0,5b36d1f100a1bc2872e66659
19,0,59d2bc2995d0e0246f20da62
1,0,5b396cfd00a1bc2872e66999
2,1,5a15554c95d0e0246f218092
17,1,5b057e74068401528a2af58b
21,0,5a7a08fdd4211f00015bf9c0
1,0,5a1cabc695d0e0246f218d61
7,1,5a6a37edd4211f00015bd85c
0,0,595aa44395d0e02550998449
4,0,5919584e95d0e024b5870d1e
1,0,59d4211d95d0e0246f20ddd4
28,0,5ae76fcc068401528a2ab818
2,0,5ac49b1f068401528a2a213b
0,1,5b09a7ac068401528a2b0007
8,0,5a7258e4d4211f00015be9f6
21,0,5b57514d00a1bc2872e7dfee
8,0,5b747835068401528a2d42d6
10,0,59bbe12b95d0e0246f20863b
1,1,5a9d565e47de81a90120a23e
2,0,5b20183a47de81a90122d9d9
0,0,58c938e195d0e024902ff803
0,0,58a369bf95d0e02474636702
5,1,5997931595d0e0246f2007f9
0,1,5b8adaad068401528a2d6d4d
49,1,58f90a9695d0e024b586c6e4
1,1,5abb642547de81a901218786
1,0,5a17f84b95d0e0246f218615
0,0,587dd3ff95d0e0392607b0fd
1,0,5a7a0f45d4211f00015bf9da
0,0,59e1432995d0e0246f20ffd0
1,0,59817d8295d0e0246f1fda19
3,0,59a6677595d0e0246f2022e5
0,1,591b61a495d0e024b587129f
6,0,5988592795d0e0246f1fe7b1
32,1,5ab6993147de81a901216a64
10,0,5b16e2a247de81a90122c0d2
0,0,58b9852595d0e024902fd5e3
4,0,5b492c0800a1bc2872e7c55f
8,0,5b3f42f700a1bc2872e676be
0,1,593657ee95d0e024b5874d6d
0,0,5a80997b47de81a901209350
2,0,59a5160a95d0e0246f201fe5
1,0,599fd7dd95d0e0246f20171a
18,0,5a16a6d095d0e0246f2183d5
0,0,5b44c9f500a1bc2872e699f7
1,1,5af9e025068401528a2ae0bc
2,1,5a13325995d0e0246f217b8a
3,0,5b15c34e47de81a90122bdd9
2,0,58d6b74395d0e02489b9332b
0,0,58c6487a95d0e024902ff024
3,0,5a7afce5d4211f00015bfc49
0,0,596e915795d0e0246f1fb1d9
0,1,59d65cc395d0e0246f20e364
4,0,58f73d3895d0e024b586c1d8
0,0,598f493d95d0e0246f1ff6f2
0,0,58e1f7ee95d0e02489b94d3e
13,1,5a0ded7895d0e0246f21659f
1,0,5955554e95d0e02550997ae2
0,0,599fcfef95d0e0246f201701
0,0,59a90a7d95d0e0246f2029d9
6,1,599a89f795d0e0246f200b30
0,1,5a7cec3ed4211f00015c0239
2,0,5b3415c700a1bc2872e65ec4
14,0,5abd0eb047de81a90121966f
5,1,5aa5b84647de81a90120d2a2
0,0,58b987c695d0e024902fd5eb
22,1,59d91d3795d0e0246f20e976
3,1,5b4bd1f600a1bc2872e7c8d6
10,0,595c936995d0e0255099878f
16,0,597cdb6195d0e0246f1fd1c0
0,0,5a567a9a95d0e0110c1a3de0
2,0,5b28415e47de81a90122e6aa
17,0,596db70395d0e0246f1faf86
17,0,58b1e28c95d0e02474638966
24,1,58fda77095d0e024b586ced4
19,1,59d91b3c95d0e0246f20e96d
1,1,5a7f485847de81a901208ebd
46,1,596124c395d0e0246f1f9687
19,1,5b81a031068401528a2d5b33
5,0,588cf03195d0e0392607d56b
2,0,586fcf2495d0e039260795f1
2,0,5afd4f23068401528a2ae89b
2,1,5a74f20dd4211f00015bf118
0,0,58fda76f95d0e024b586ced2
1,0,5a85c21a410cf7000162c29e
2,1,590e165795d0e024b586f54c
5,0,58b7d5ff95d0e024902fd112
5,1,5b6e2844068401528a2d388f
0,0,58943d8995d0e0392607e662
2,0,5a00f80995d0e0246f2144dc
16,1,5aedc08d068401528a2ac70b
72,0,59cfcef995d0e0246f20d548
13,1,5a61026c95d0e0110c1a54d1
29,1,5adb8331068401528a2a9f71
5,0,5b60551e00a1bc2872e7f1be
0,0,5ae19fa4068401528a2aac78
3,1,586e020b95d0e03926079121
0,0,5accc266068401528a2a6307
1,1,586cb07595d0e03926078df6
5,0,5b2a46dd47de81a90122e9ab
0,0,5a0c1acf95d0e0246f215e63
2,0,588be61395d0e0392607d439
3,0,5a1e8fc095d0e0246f219210
26,0,5a108a4895d0e0246f217742
1,0,5ac80dab068401528a2a44d5
0,1,598dff6795d0e0246f1ff4f9
2,0,591aa86a95d0e024b5871054
5,0,5ad73e06068401528a2a9591
26,0,5b4c6ca500a1bc2872e7c9c7
1,0,5b6dd3e8068401528a2d37bb
1,0,592d1d6c95d0e024b58738ea
0,0,5914fd9595d0e024b587056b
1,0,588a14ed95d0e0392607cf23
3,0,597be34d95d0e0246f1fd0b1
6,0,58d6b73a95d0e02489b93328
6,1,5b87c02a068401528a2d6685
0,0,5a83897e410cf7000162bc47
72,0,59ae64a195d0e0246f2032a6
0,0,5b3e0c5c00a1bc2872e6736a
20,1,5a8b2c5f410cf7000162cc85
2,0,5b802b88068401528a2d5904
0,1,5a22069e7c459f246b638696
3,1,599d2cfd95d0e0246f2010e7
4,0,5a26fd9b7c459f246b638ff4
19,1,5ae2f125068401528a2ab08a
0,0,58d4c8fa95d0e02489b92f07
60,1,5925dac895d0e024b5872b4c
1,0,5a0648e895d0e0246f215331
3,0,598a786595d0e0246f1fec96
2,0,59e5399195d0e0246f21061c
1,0,5890ff1f95d0e0392607dd58
6,0,5b93eb66068401528a2d9f5d
0,0,599e896795d0e0246f2013ea
1,0,5902ed7895d0e024b586dd63
6,0,58c2d42f95d0e024902feb49
0,0,5a6ccc57d4211f00015bdda7
0,1,58f46cfb95d0e024b586bbbf
1,1,58ed44af95d0e02489b967f4
19,1,5a5123f995d0e0110c1a335b
2,1,5af2c324068401528a2ad11a
0,1,5a668d5995d0e0110c1a5d43
11,0,5aa4324247de81a90120cd52
0,0,59457a7895d0e024b5878970
1,0,5b59989900a1bc2872e7e5b2
4,0,5a20902e95d0e0246f219882
0,0,58a3220195d0e024746365f6
0,1,5a0ac94c95d0e0246f215ab1
5,1,5a299a517c459f246b6397a8
2,0,5b147bb647de81a90122baec
2,0,58d225fa95d0e02489b9276e
3,0,58c1108a95d0e024902fe5f9
35,0,5b60bb9f00a1bc2872e7f2df
0,0,5abe576147de81a90121a122
4,0,5aec2ba3068401528a2ac3f2
6,0,5b23dfbe47de81a90122e1ce
1,0,58de036f95d0e02489b94686
6,1,59ceface95d0e0246f20d454
0,0,5877aa8b95d0e0392607a5a7
9,1,59c98caf95d0e0246f20c4f3
52,1,5a15d62f95d0e0246f21823a
0,0,58ec83fb95d0e02489b965c5
5,0,5a2c4bf17c459f246b639d1e
2,1,5ae9d8f5068401528a2abd9a
9,0,5a4c37e095d0e0246f21ef6f
2,0,59c4ba0695d0e0246f20b90f
0,0,5b55069800a1bc2872e7db60
6,1,59f132e495d0e0246f212286
22,1,59c5a8cf95d0e0246f20bbf0
0,0,5b15c6df47de81a90122bde4
4,0,5b832fb1068401528a2d5cde
0,1,5b207e0a47de81a90122dad5
5,0,5ace5c57068401528a2a7652
14,0,5a69ddf8d4211f00015bd72c
10,0,589344ec95d0e0392607e37d
7,0,5ab4350e47de81a9012159ff
78,1,58e51ec095d0e02489b955c6
33,1,594a1e6995d0e025509960a7
1,1,5b35480000a1bc2872e6623d
8,1,5a5a5e3e95d0e0110c1a46c1
1,0,5b2d6d4347de81a90122f284
0,0,5b143bd647de81a90122ba89
4,0,5b2c2df747de81a90122ef33
19,1,5addab21068401528a2aa22f
14,0,5a563b4f95d0e0110c1a3d15
4,0,5a2a997b7c459f246b639a1b
13,1,59f362e295d0e0246f212911
3,0,5922e06e95d0e024b58722e3
10,0,5913c4a195d0e024b5870181
10,0,589ad4ff95d0e0392607f2cd
2,0,58870e8695d0e0392607c68a
6,0,59db239495d0e0246f20ef1d
10,0,5989668295d0e0246f1fe9e7
0,0,5a4e5f5695d0e0110c1a2e32
4,0,58d914a095d0e02489b93640
4,0,59b8dc7d95d0e0246f2064fc
7,0,5b510eab00a1bc2872e7d52a
1,0,589135b595d0e0392607de02
0,0,59a9764295d0e0246f202b0f
6,0,5a55eec295d0e0110c1a3c24
0,1,592fc06995d0e024b5873fc7
8,0,58ad4a0c95d0e02474637e2e
35,0,5a249c527c459f246b6389ad
0,0,59e5ea0195d0e0246f21078b
7,0,58885ffe95d0e0392607ca24
2,0,5a7c2a41d4211f00015bffbb
7,0,58f266bd95d0e024b586b98d
2,0,58cf82f995d0e02489b9202b
11,1,59fe0ba495d0e0246f213fdf
1,1,5a740a6cd4211f00015bee76
30,0,5abcb59f47de81a90121928d
5,0,5a6b8df0d4211f00015bdbf4
1,1,58b5330a95d0e024902fc9a3
2,0,5a5f587c95d0e0110c1a4fc0
11,1,5b74bf77068401528a2d4385
3,0,58e631d395d0e02489b9589d
0,0,595f4a8595d0e0246f1f92b1
1,0,5937a96e95d0e024b587510f
1,1,5881c87795d0e0392607bcde
23,0,5aa1143647de81a90120b853
10,1,5b0bcfa3068401528a2b024d
3,0,5b238c1d47de81a90122e121
5,1,58866dfc95d0e0392607c54a
1,1,5abfd3ad47de81a90121a8bd
7,1,5952b1cd95d0e025509973ba
23,0,5b63900f068401528a2d2319
6,0,58a208f995d0e02474636324
1,0,59de840495d0e0246f20f831
9,1,5b75da60068401528a2d4623
0,1,597eda7795d0e0246f1fd416
1,0,5b0feeb3068401528a2b0bbf
7,0,58c7029195d0e024902ff264
0,0,5b0317c0068401528a2aef70
27,0,59d602cf95d0e0246f20e227
0,0,5a08e08b95d0e0246f21565e
4,0,5ab3af6347de81a9012153c5
60,0,59208b5395d0e024b5871f8c
44,1,5945753795d0e024b5878961
6,1,5890490b95d0e0392607db3c
7,0,5add1387068401528a2aa13b
2,0,5967673a95d0e0246f1fa394
12,1,5b6ca03f068401528a2d3500
0,0,5a78ffc6d4211f00015bf709
7,0,58e5ec7295d0e02489b957dc
10,0,5ae1fdda068401528a2aae08
0,0,5b8802f3068401528a2d6757
22,1,5b3d517d00a1bc2872e67230
5,0,5925e25b95d0e024b5872b63
44,0,587a83f595d0e0392607ac24
2,0,599bdb8395d0e0246f200ddc
0,0,5af0a237068401528a2acb6b
5,0,58fba00695d0e024b586cc68
2,0,5b9027b7068401528a2d96c3
2,1,5a8ff0cd410cf7000162d8b0
1,0,5a1379cc95d0e0246f217c1d
1,1,58ef26f595d0e024b586b33c
1,0,5a994f44410cf7000162ee06
2,1,589e641695d0e02474635bfc
7,0,5928359795d0e024b587319b
22,0,5b8160eb068401528a2d5ad1
32,1,58d180d395d0e02489b92605
11,0,5979947b95d0e0246f1fc9f8
4,0,58cb8e8395d0e02489b9194b
7,0,59b0f37295d0e0246f203993
57,1,596124c395d0e0246f1f968a
1,0,5b1068a3068401528a2b0d71
4,0,58e1f7ef95d0e02489b94d40
77,0,5b81a036068401528a2d5b34
1,1,590362d095d0e024b586df0b
0,0,5b2d9d6947de81a90122f2dd
7,0,593f929595d0e024b5877a8e
47,1,58ad4a0c95d0e02474637e2d
2,0,59e71bbf95d0e0246f210ada
2,0,5af1f52a068401528a2acee3
6,0,5b505da300a1bc2872e7d2ea
8,0,5b5cb63300a1bc2872e7ec1c
0,0,58aaa6cd95d0e0247463788a
8,1,59c0561695d0e0246f209711
33,0,58a8a0d695d0e024746375e6
1,0,5b806538068401528a2d5993
2,1,5a9e715347de81a90120ab6e
93,0,59c216f595d0e0246f20a05c
3,0,5972514695d0e0246f1fbb85
0,1,5ae19fa4068401528a2aac76
0,0,589394af95d0e0392607e4a8
0,0,5890490995d0e0392607db3b
2,1,5a6a6e6fd4211f00015bd8fb
7,0,59e1684d95d0e0246f21000f
5,0,59b91ca395d0e0246f2065b1
5,1,596979a595d0e0246f1fa94c
4,0,5b0743f7068401528a2afb6a
9,0,5944850995d0e024b5878841
2,0,5927d76695d0e024b5873070
5,0,5a142bf695d0e0246f217d96
2,0,5a6bdf43d4211f00015bdc97
0,0,5a6ccc54d4211f00015bdda0
6,1,5a6b06c9d4211f00015bda4a
2,0,58e714f095d0e02489b95b5d
17,1,5a58ee7e95d0e0110c1a445b
9,0,58a8a0d795d0e024746375ea
36,1,5aec7535068401528a2ac4e6
39,1,5ab692d047de81a901216a47
13,1,5ad713a7068401528a2a9509
0,0,5a7e041547de81a901208648
0,1,5ae945db068401528a2abc05
3,0,589dcbce95d0e02474635a08
7,0,5ab4cca547de81a901215e3e
6,1,5ab6992e47de81a901216a60
3,0,586fb8b495d0e03926079598
1,0,59004a7f95d0e024b586d583
