Column1,I-Count,Label(m0/f1),SortKey
121,7,0,0.409389007
1287,18,1,0.410316817
2724,1,0,0.410541678
2647,4,0,0.410720533
165,7,0,0.411297412
5088,8,0,0.411331695
5117,8,1,0.411375273
1047,2,0,0.41168389
2417,0,0,0.411791512
4959,34,1,0.412495416
643,3,0,0.412669256
5063,28,0,0.412736954
3248,3,0,0.412854879
3568,15,1,0.412960807
4854,2,0,0.412961564
2686,1,0,0.413406715
3675,23,1,0.414045619
1118,1,1,0.414383675
748,0,0,0.414667103
4096,5,0,0.414965209
3808,1,0,0.415305163
4869,6,0,0.415348304
4413,18,1,0.415370584
4361,28,0,0.415477174
658,11,1,0.415657759
5326,0,0,0.415684531
4358,24,1,0.415827096
1638,0,0,0.416087563
1557,5,0,0.416134257
1446,2,1,0.416153991
67,3,0,0.416156889
2885,7,1,0.416351629
1322,0,1,0.416392838
3339,50,0,0.416799193
583,2,0,0.417132614
180,0,0,0.417483247
1981,5,0,0.417488778
2877,2,0,0.417509661
413,2,1,0.417549327
1521,0,1,0.418060694
5339,6,0,0.418264307
853,11,0,0.418460622
4369,1,0,0.418692642
2861,0,0,0.418908272
2928,13,1,0.41922124
5022,39,1,0.419421535
5184,17,0,0.419488397
4392,0,0,0.42027235
2214,1,0,0.420732785
3487,0,1,0.420766738
4965,4,0,0.420822743
1277,0,0,0.420824232
5373,4,1,0.421025511
425,0,0,0.42121212
4678,6,0,0.421288822
3217,3,1,0.421321199
3113,0,0,0.421373333
3457,2,1,0.421380474
4367,13,1,0.42169018
2353,0,0,0.422508007
1711,46,1,0.422538576
3570,49,1,0.422802183
735,1,1,0.422877949
746,2,0,0.422910272
2543,62,1,0.423233515
512,0,0,0.423558272
1334,14,0,0.423581484
2658,0,0,0.424155361
3720,4,0,0.424385297
5031,0,0,0.424570617
4543,7,0,0.424733799
5281,8,1,0.425341864
922,0,0,0.425342192
3473,1,0,0.425415324
2483,16,1,0.425718614
4501,2,1,0.425719021
1654,1,0,0.425862803
4849,1,0,0.425903802
918,7,1,0.426135959
2643,0,0,0.426442321
3793,3,0,0.426602369
5296,5,0,0.426620983
5170,0,0,0.426679154
3488,0,1,0.427189789
558,0,0,0.427478686
2419,5,0,0.427603322
2688,3,0,0.427629011
2391,5,1,0.427682813
4379,4,1,0.427948895
2160,9,1,0.428080367
3511,3,0,0.428390513
2021,7,1,0.42932294
2100,0,0,0.429371157
3442,0,0,0.429399577
1193,0,0,0.429583603
1116,11,0,0.42969216
3942,0,1,0.429727282
4819,4,0,0.430075959
783,1,1,0.430164316
954,14,1,0.430233323
2846,0,0,0.430318045
3168,4,0,0.430377607
455,1,0,0.430394996
513,0,0,0.430410266
5234,5,1,0.430418135
5033,15,1,0.430746384
5411,2,0,0.431040918
527,6,0,0.431179804
4451,1,0,0.431272052
341,0,1,0.431456593
2135,8,0,0.431510678
35,61,1,0.431808464
5122,0,1,0.431836173
3595,1,1,0.432029377
1684,7,0,0.432140126
2910,13,1,0.432300619
2440,2,0,0.432600241
4481,9,1,0.432725938
3498,7,0,0.433013346
4887,5,0,0.433183778
3833,8,0,0.433305546
2266,12,0,0.433470595
2110,1,0,0.43373625
1683,0,0,0.433976594
5311,20,0,0.434417397
1318,1,0,0.434563618
4418,1,1,0.434682549
1869,0,0,0.434687532
1929,7,0,0.434715439
5319,5,0,0.434835647
4199,13,0,0.43511548
381,4,1,0.435175557
1508,7,1,0.435180738
1205,0,0,0.436154119
4487,2,0,0.436189044
4522,0,0,0.436364385
4210,2,0,0.436567519
2921,0,0,0.436787307
1993,2,1,0.436803427
3872,2,1,0.437017334
3251,3,0,0.437022865
5156,1,0,0.437228548
974,0,0,0.437341486
5000,1,0,0.437480851
1214,54,1,0.437599299
5273,1,1,0.437802083
1250,5,0,0.437855045
5112,0,0,0.437858668
4285,25,0,0.437941399
1348,1,1,0.438007492
107,7,0,0.438086282
5348,3,1,0.438339122
4079,2,0,0.438561914
4132,2,0,0.438593249
5042,0,1,0.438888384
2044,3,1,0.438969701
4412,0,0,0.439176398
4112,7,0,0.439428709
1434,1,0,0.439476758
3901,0,0,0.439906492
4208,0,0,0.440106859
1579,1,0,0.440211123
3455,3,0,0.440794625
3829,0,0,0.440926156
319,5,0,0.441025014
767,24,0,0.441173973
841,36,1,0.441430126
4801,20,1,0.44169743
1532,0,0,0.441750504
4692,0,1,0.442231029
647,23,1,0.442663767
4051,4,1,0.443114396
828,3,0,0.443253327
4027,5,0,0.443504132
3028,1,0,0.443552958
1712,0,1,0.443646454
4455,22,0,0.444344896
4054,5,0,0.444666505
508,10,1,0.445430696
2957,0,0,0.445510834
2060,5,0,0.445522727
3696,37,1,0.44569976
1551,0,0,0.44586341
4350,16,1,0.445897542
2108,0,0,0.445947205
4731,16,0,0.445999705
3351,4,0,0.446486311
4087,0,0,0.446604259
4002,0,0,0.446871233
2922,48,1,0.446895642
4953,0,1,0.447085811
477,0,0,0.447171066
3247,9,1,0.4474808
990,4,0,0.447650044
1892,0,0,0.447997462
102,1,0,0.44812957
585,0,1,0.44817351
3030,3,0,0.448488537
691,2,0,0.448730221
644,1,0,0.448789893
5189,0,0,0.448902668
3898,4,1,0.448997758
3502,5,1,0.449095086
4645,1,0,0.449339248
2663,12,1,0.449748476
1509,0,0,0.45016095
4867,2,0,0.450296448
2243,31,1,0.450412196
5101,2,1,0.450570496
992,0,0,0.451106044
2008,6,0,0.451275136
679,4,0,0.452098735
4798,8,0,0.452104723
1696,0,0,0.452262517
5125,9,1,0.452405393
563,4,0,0.452719606
234,6,1,0.453036097
3008,4,0,0.453248901
875,14,1,0.453273927
85,26,0,0.453327502
272,8,1,0.453556438
91,1,0,0.453668361
3920,33,1,0.453915541
2365,0,0,0.453944628
3009,4,0,0.454139138
549,0,0,0.454766495
2321,1,0,0.454868321
2076,4,1,0.454956248
4564,0,0,0.455015396
1145,0,0,0.455133566
4699,4,0,0.455376013
5430,39,1,0.455531513
1714,0,0,0.455601382
4753,1,0,0.455836815
1199,0,0,0.455980892
2516,0,1,0.456059364
2551,15,0,0.456156517
4148,12,1,0.456443108
321,0,0,0.456784101
3981,0,0,0.457214098
4196,12,1,0.457477785
2282,1,0,0.457604129
129,6,0,0.457663467
3726,25,0,0.457740636
1212,54,0,0.457950582
4577,0,0,0.457959099
2999,0,0,0.458107926
1110,1,0,0.458118129
877,0,1,0.458719844
2283,0,0,0.458738211
4165,8,0,0.458799773
3491,3,0,0.458908001
237,4,1,0.459170102
2529,18,0,0.459541303
1908,0,1,0.459614846
5415,0,0,0.459685152
4553,10,1,0.459882018
1059,2,0,0.460000013
3842,21,0,0.460007376
555,0,1,0.460076917
2994,2,0,0.460174252
4632,5,1,0.460517467
4124,1,0,0.460857264
4484,3,0,0.46088681
1191,3,0,0.46122176
3821,0,0,0.461442331
1067,0,0,0.461582669
404,3,0,0.461653684
1884,53,1,0.461866087
663,3,0,0.462161965
544,1,0,0.462489884
1487,2,0,0.462595371
1496,1,0,0.462730296
4986,5,0,0.46303512
4203,6,1,0.46324979
1647,13,0,0.463540599
3475,1,0,0.463826378
4385,4,0,0.463852862
1492,23,1,0.463957194
2764,4,0,0.46435754
4486,18,0,0.464514457
1058,0,0,0.464564705
2791,0,0,0.464811619
1184,1,0,0.464827675
282,2,0,0.464916459
32,6,0,0.465048086
2360,1,0,0.465174269
594,33,0,0.465223004
3716,6,0,0.465224316
1985,12,0,0.465276182
3003,3,0,0.465553389
340,15,1,0.465670628
2840,19,1,0.465821041
3407,0,0,0.465905697
135,0,0,0.466069174
2383,1,1,0.466281453
3384,40,1,0.466392137
4414,0,0,0.466580026
4987,0,0,0.466675621
3129,4,0,0.466679121
815,2,0,0.466710928
3289,0,0,0.46689783
1028,2,1,0.467029605
3784,1,0,0.467326369
5143,0,0,0.467587897
1258,0,1,0.467745445
1177,3,1,0.467849853
110,2,0,0.467981533
1436,0,0,0.467985248
4908,3,0,0.468100168
2592,10,0,0.468121761
4123,0,1,0.468222306
133,11,1,0.46846027
2814,1,0,0.46893112
2907,1,0,0.469463019
1791,1,1,0.469548201
4457,5,0,0.469559105
4242,0,0,0.469854758
3889,6,0,0.469971923
685,0,1,0.470070904
1984,2,0,0.470339531
4185,23,1,0.470626003
3022,0,0,0.470998242
2586,0,0,0.471280388
1527,2,0,0.471486997
260,53,1,0.47150512
3200,10,0,0.471588517
1814,15,1,0.471940818
4184,0,0,0.472206905
209,0,0,0.472569513
4991,4,0,0.472894142
1155,2,0,0.473223616
4271,3,1,0.473354697
5194,19,1,0.473425996
2331,45,0,0.473995593
1150,4,0,0.474178528
1592,1,1,0.474373393
3450,0,1,0.474672767
1989,11,0,0.475056698
1333,9,1,0.47600785
1610,2,0,0.476009471
3337,1,0,0.476072854
4676,4,0,0.476129438
566,2,0,0.476171471
2788,8,1,0.47643281
5111,15,1,0.47688023
668,24,1,0.477172655
3134,1,0,0.477231504
2491,5,0,0.477406452
3191,3,1,0.477760653
66,2,0,0.478409448
2397,0,0,0.478438277
883,6,1,0.479426421
2176,1,0,0.479607793
2993,2,0,0.479915274
1000,18,1,0.479976901
1944,3,0,0.480139498
1617,4,0,0.480298184
1575,0,0,0.480377978
769,1,0,0.480599086
1248,0,1,0.480759641
2439,0,0,0.480896865
1894,0,1,0.480910121
1571,0,1,0.481106922
983,3,0,0.481655411
4059,7,0,0.481679812
1864,1,0,0.481694159
4759,4,1,0.481824289
3311,1,0,0.482180465
1883,7,1,0.482427338
994,0,0,0.482751432
1633,9,0,0.48288148
2218,65,0,0.482881955
3096,8,0,0.482934503
5304,4,1,0.483091436
1488,0,0,0.483258373
1328,0,1,0.483355999
2038,0,0,0.483775029
1635,1,0,0.483891286
2519,5,0,0.484033031
1833,3,0,0.48422747
845,1,0,0.484304935
2031,19,0,0.484307491
355,1,1,0.484470777
1819,1,0,0.484491296
5116,5,0,0.484734976
4348,0,0,0.484747766
2729,3,0,0.484853996
1389,3,1,0.485020108
1691,1,1,0.485174811
489,5,1,0.485390891
3757,12,0,0.48543213
5381,0,1,0.485778063
3075,5,0,0.485870403
155,0,0,0.485884039
4255,0,0,0.486072988
2678,7,1,0.486344681
3644,0,0,0.486513104
4512,21,1,0.486635272
4186,0,1,0.486647539
4345,0,0,0.486679189
726,0,1,0.487059132
5335,3,0,0.487191128
5449,15,0,0.487204607
4841,6,0,0.487248293
4306,7,0,0.487540952
4599,3,1,0.487823494
2248,2,0,0.487839095
3177,8,0,0.488043513
4466,0,0,0.488171811
3029,0,0,0.488634695
288,0,1,0.489195483
163,17,0,0.489457442
1721,1,0,0.489479156
1855,5,1,0.489951492
3952,1,1,0.490097097
1135,3,0,0.490289198
3363,1,0,0.490331652
587,9,1,0.490509057
3964,2,1,0.490581422
4937,6,0,0.490928847
3839,6,1,0.490948168
2850,51,1,0.491189673
3879,5,1,0.491202361
553,7,0,0.491431271
1728,4,0,0.491726988
5300,2,0,0.491806666
453,32,1,0.491970399
2014,20,0,0.492337672
4605,0,1,0.492434356
5272,8,0,0.492552913
982,0,0,0.492614585
1656,6,0,0.492709641
5048,4,0,0.492788744
4220,17,0,0.492841792
4892,10,1,0.49302578
4154,0,1,0.493254219
1796,4,1,0.49353157
5459,7,0,0.493787078
2,14,0,0.493983046
4729,4,0,0.494043264
3231,3,0,0.494070937
4745,0,0,0.494193769
3325,1,0,0.494328655
2432,4,0,0.4947292
5025,8,1,0.494758429
3014,7,0,0.494789387
3954,2,0,0.494797989
1788,5,1,0.494887139
550,0,0,0.495086368
4691,12,0,0.495225732
190,0,0,0.495258521
5458,1,0,0.49626891
1945,8,1,0.496378849
5418,0,0,0.496899757
2510,12,0,0.497449244
965,4,0,0.49750723
1861,15,0,0.497842575
4434,0,1,0.498736659
4333,3,0,0.498809421
156,1,0,0.498816503
4747,0,1,0.49885272
529,1,0,0.499410652
721,1,0,0.49943652
2334,1,0,0.499709714
308,0,1,0.499797844
231,6,0,0.499841033
3621,0,1,0.499884122
3453,9,1,0.50003011
584,0,0,0.50006855
5448,7,0,0.500149604
782,6,0,0.500301483
1578,0,0,0.500328286
1442,20,0,0.500431089
352,1,1,0.500569445
1408,1,1,0.500669717
773,36,1,0.500775822
1257,44,1,0.500818406
5075,0,0,0.500918509
487,2,0,0.501004084
4323,34,1,0.501041822
1061,1,1,0.501083292
976,1,0,0.501225263
510,1,1,0.501344619
2540,1,0,0.501491074
1293,3,1,0.501784696
5251,43,0,0.501868516
1167,38,1,0.502035174
1394,0,1,0.502055119
881,3,0,0.502112901
3427,0,0,0.502201346
4478,5,0,0.502428168
5442,35,0,0.502476248
4384,0,0,0.502498594
2811,0,0,0.502773407
516,6,0,0.502901337
4774,0,0,0.503296932
2340,1,0,0.503485342
2757,4,0,0.503961615
1349,0,1,0.504030033
5146,5,0,0.504191403
3777,1,1,0.504291792
1799,0,1,0.504519029
3616,2,0,0.504908669
2726,5,0,0.504927638
2714,1,0,0.505077005
2351,5,1,0.505184452
2683,4,0,0.505582836
339,0,0,0.505936861
4855,2,0,0.506319785
497,1,0,0.507061969
2101,0,0,0.50718305
4219,0,1,0.507191482
4235,1,1,0.507389779
1804,1,1,0.50747245
5340,24,0,0.507613254
4388,15,0,0.50761691
3813,0,0,0.507643249
3556,0,0,0.507713659
1361,34,0,0.507799278
4743,1,0,0.50801461
1299,1,0,0.508084466
2265,0,0,0.508142016
1789,0,0,0.508317104
1685,1,0,0.508648136
2398,2,1,0.508995119
248,1,0,0.509135203
1860,13,0,0.509325318
624,14,0,0.509686182
5429,0,0,0.50968714
1659,0,0,0.509794421
557,6,0,0.509926214
667,15,1,0.510047721
5367,2,0,0.510125315
222,1,0,0.510210864
1695,2,0,0.510369594
2760,0,0,0.510447051
4321,2,1,0.510503134
4722,1,0,0.511095622
2387,0,0,0.511421614
2342,1,0,0.511489073
4003,1,0,0.511983768
2147,25,0,0.512190046
4370,3,0,0.512312256
3845,1,0,0.512353534
1658,2,1,0.512430288
2621,0,1,0.512440339
3758,0,0,0.512790551
2327,2,1,0.512847292
2191,5,0,0.513057652
3503,10,1,0.513642701
1794,0,0,0.513662511
4169,5,0,0.513898463
3856,21,0,0.513940955
2766,50,1,0.514169556
2471,10,1,0.514604498
2777,2,0,0.514727739
684,30,0,0.514850496
4028,6,0,0.515244683
2774,1,1,0.515274208
3530,2,0,0.515358688
2781,17,0,0.515481009
3508,8,0,0.515487133
5104,0,0,0.515504743
2908,1,1,0.515943604
3486,0,0,0.515959558
4440,10,0,0.516008955
556,0,1,0.516020528
4782,13,0,0.516164979
2754,0,0,0.516176977
2112,5,0,0.516289916
11,16,0,0.516539054
1763,1,0,0.516553605
2707,0,0,0.516655322
3563,33,1,0.516869587
4791,9,0,0.517152292
2206,21,0,0.517256831
907,0,0,0.517308619
1029,0,0,0.517483979
2520,4,1,0.517506158
3174,0,0,0.517666271
4534,1,0,0.517756271
3262,1,0,0.517759157
3141,5,0,0.518096386
1758,0,1,0.518102322
4848,24,1,0.518116901
4340,4,0,0.518604303
3411,15,0,0.518875861
2542,5,0,0.52051112
3794,15,1,0.520654751
4770,0,0,0.521122924
4495,3,0,0.521140344
1078,3,0,0.521149976
551,2,0,0.521412681
1282,2,0,0.521612635
2748,0,0,0.521658685
2532,5,1,0.52178171
4216,4,0,0.522008727
4190,23,0,0.522088077
2012,1,0,0.522099655
3604,6,0,0.52210963
5121,1,0,0.522240502
3349,14,0,0.522439959
1926,2,1,0.522550814
5371,1,0,0.52258223
4918,0,1,0.522720841
929,6,0,0.522737171
331,2,0,0.522764221
4188,0,1,0.52284977
5053,2,0,0.522924694
3529,1,0,0.522987408
4585,0,1,0.523081601
2449,2,0,0.523261807
3886,0,1,0.523540517
2296,32,1,0.523638748
1384,15,0,0.523670336
630,10,1,0.523800522
4029,3,0,0.524025456
4504,8,1,0.524271117
4547,0,0,0.524557569
242,3,0,0.524609694
1151,1,0,0.524765444
5217,4,0,0.524778541
5083,2,1,0.524800063
1622,2,0,0.524850156
388,0,1,0.525351871
2178,34,1,0.525459919
3614,19,0,0.525525813
2047,1,0,0.525584577
2702,2,0,0.525641499
2019,0,0,0.525644016
1653,1,1,0.525774936
2022,23,0,0.52590575
2289,1,1,0.52598369
2752,14,0,0.526202746
824,1,0,0.526411259
3577,1,0,0.526444047
2992,0,1,0.526535678
523,2,1,0.526679873
5462,6,0,0.526869474
1736,33,0,0.527325984
256,16,0,0.527354809
1611,0,0,0.527400871
2989,2,0,0.527500284
813,4,0,0.527693241
1753,0,0,0.527938797
703,0,0,0.528189637
4880,0,0,0.528240026
1831,73,0,0.528716174
3662,7,1,0.528903635
3534,9,1,0.528964972
2209,0,0,0.528977995
1564,1,0,0.52927746
1379,2,0,0.529605268
1715,1,0,0.529992308
4890,6,1,0.530104425
278,0,0,0.530427159
1468,0,0,0.530872338
4769,3,0,0.531038036
1011,0,0,0.531433702
2463,0,0,0.531648462
5196,0,0,0.53165107
2201,45,0,0.531798763
3346,4,0,0.531829269
1896,16,1,0.531929616
993,2,0,0.532127504
2541,2,1,0.53252634
2343,5,1,0.533318058
2311,33,0,0.533413133
4960,1,0,0.533777284
4014,8,0,0.534030871
1534,20,0,0.53419498
4121,1,0,0.534462299
2511,6,0,0.53458418
12,1,1,0.534605436
714,5,0,0.534656101
3358,0,0,0.534745032
1797,2,0,0.534815417
2746,0,0,0.534928462
5306,1,1,0.534939547
3638,0,0,0.535030203
3609,2,0,0.535419475
2189,12,1,0.535813665
571,3,0,0.536171975
2406,6,1,0.536217948
3364,0,0,0.53637016
2568,13,1,0.536558261
2737,4,0,0.536619366
2260,2,1,0.536630354
4941,37,1,0.536685082
2768,0,0,0.536872883
3268,8,1,0.536902723
2851,0,1,0.537029799
2952,3,0,0.537622207
2058,26,1,0.537713547
5393,0,0,0.537741311
3926,28,1,0.538158288
3323,5,1,0.538398761
823,1,0,0.539134251
2744,0,0,0.539140932
4790,12,1,0.539388651
2763,1,0,0.539469734
473,7,0,0.539631916
2951,10,1,0.539666924
1877,3,0,0.539764038
5432,2,1,0.53985915
1356,2,0,0.539908474
1460,1,1,0.540029068
1194,0,0,0.540653685
2593,2,1,0.541083365
1759,8,0,0.541348878
3012,3,1,0.541548307
2979,3,0,0.541804714
1956,26,1,0.541883785
3778,1,0,0.542306819
1620,9,1,0.542311413
2410,1,0,0.542437628
1832,18,1,0.542536485
2804,7,1,0.542911353
48,2,0,0.543221219
1219,4,0,0.543521053
243,6,0,0.54397927
1740,9,0,0.544119362
925,1,0,0.544176775
5378,8,0,0.544385102
884,1,0,0.544524486
4758,0,1,0.5445609
218,9,0,0.544731797
5292,4,0,0.544831405
2803,0,0,0.544882699
4663,1,0,0.544917219
5445,0,0,0.544953346
1351,0,1,0.545306376
1523,4,0,0.545399819
2576,2,0,0.546180717
207,2,0,0.546267496
4574,10,0,0.546397743
1952,1,1,0.546462893
2504,23,1,0.546553005
4050,2,1,0.547141599
2770,7,0,0.547200477
3712,0,0,0.547471838
2539,0,0,0.547818946
450,0,0,0.54791564
459,0,1,0.54811137
3915,7,0,0.548268598
93,35,0,0.548532237
591,18,1,0.54893914
2205,39,1,0.549132855
494,26,0,0.549218059
387,31,0,0.549438374
127,8,0,0.549489522
2797,14,0,0.549657295
3132,3,0,0.54981299
2573,0,0,0.550301286
2905,0,0,0.550362952
1173,3,0,0.55044292
3689,19,1,0.55044585
1421,8,0,0.550500062
1542,27,1,0.550531052
1346,1,0,0.550669619
2082,0,0,0.550819425
652,0,1,0.550992712
1323,0,0,0.551146421
3984,29,1,0.551465672
4672,9,1,0.551729702
4140,4,0,0.551777004
228,0,0,0.552334251
5106,14,0,0.552552199
29,20,0,0.55256116
3436,5,0,0.552766177
177,0,0,0.553089184
2000,1,0,0.553114858
5214,0,0,0.553255483
744,1,0,0.553494635
2705,0,0,0.55361791
3653,1,1,0.553706134
1272,4,0,0.553840255
4542,2,0,0.554207257
501,0,1,0.554246025
1928,13,1,0.554713933
440,4,0,0.554867366
1461,6,0,0.55513257
1430,5,1,0.555511784
4511,28,1,0.55607036
168,1,0,0.556291808
2184,1,0,0.556684655
1887,5,0,0.556954074
5439,1,1,0.556985679
2338,8,0,0.557119553
3221,3,1,0.557324555
1792,45,0,0.557454722
3094,0,1,0.557560447
2834,4,0,0.557604459
536,42,0,0.557611627
3304,8,0,0.557737172
4088,15,0,0.557784294
1660,0,1,0.557795209
1073,0,0,0.557832143
1045,0,1,0.558302881
2755,19,0,0.558436838
745,3,0,0.558522347
4171,0,1,0.558641965
3690,1,0,0.558707036
899,2,0,0.559282534
3135,1,0,0.559323462
614,1,0,0.559750145
4563,0,0,0.55976286
3254,0,1,0.55991678
2322,28,0,0.56040751
3723,2,0,0.560649155
4093,26,0,0.560804656
2629,18,1,0.560865945
296,5,0,0.561421904
865,13,0,0.56143632
2328,1,0,0.561856927
4249,17,1,0.561876901
43,7,1,0.561907177
3315,17,1,0.561956711
4488,3,0,0.562120725
3704,7,0,0.562418053
4129,18,1,0.562534307
1121,1,0,0.562570019
3495,0,1,0.562608089
2493,1,0,0.562779444
844,1,1,0.56310787
2279,3,0,0.563299499
5051,0,0,0.563458197
4903,11,0,0.563496007
817,1,0,0.564100078
3664,1,0,0.564532195
2379,2,0,0.564730649
799,1,0,0.564916855
437,0,0,0.565231648
3100,1,0,0.565249887
276,0,0,0.56526349
4575,2,1,0.565453905
4686,0,0,0.56576835
1471,4,1,0.566100751
891,16,0,0.566103579
132,0,1,0.566428894
2912,1,1,0.566643195
1480,0,1,0.56673079
3908,5,0,0.566879512
2559,2,0,0.566904988
1977,0,0,0.56706113
116,4,0,0.567189791
1917,2,0,0.567212672
4482,4,0,0.567418042
3226,4,0,0.567704187
1594,2,0,0.567798101
2354,4,1,0.567958311
5356,0,1,0.567972023
4761,0,0,0.56800588
1210,0,0,0.568052144
4933,7,0,0.568402022
5343,0,0,0.568474941
4427,2,0,0.568550587
178,0,0,0.568862977
3919,2,0,0.568885386
1222,0,0,0.569421879
2838,39,1,0.569463011
3521,0,0,0.569501687
2121,1,0,0.5695563
4463,16,1,0.569934231
5431,2,0,0.569949342
3803,0,1,0.570004622
189,2,1,0.570141312
4472,25,1,0.570160102
1888,0,1,0.570201405
3338,5,0,0.570237496
4707,3,0,0.570251122
5276,0,0,0.570856622
5396,2,0,0.571103988
4968,4,0,0.571403885
759,22,0,0.571587153
879,3,0,0.571774227
4843,3,0,0.572086893
5299,0,0,0.57240025
1932,2,0,0.572703032
2824,0,0,0.573068832
4473,0,0,0.573493168
4835,26,0,0.573538139
5076,0,0,0.573717161
882,28,0,0.573777562
4562,0,0,0.574037056
3510,21,0,0.574289721
3747,10,1,0.574313157
5403,4,1,0.574391562
4176,6,1,0.57446031
3862,4,1,0.574539587
5363,0,0,0.574610666
1510,2,0,0.574630279
2041,4,0,0.574681415
2224,0,0,0.574856178
2864,12,1,0.574916601
4459,32,1,0.5750262
4458,1,0,0.575055197
3501,2,0,0.575363671
2948,25,1,0.575394407
3961,1,0,0.575621104
1360,1,0,0.575797866
1733,1,0,0.57583185
848,0,0,0.575946784
443,0,0,0.576010134
2093,2,0,0.57619139
3173,0,1,0.576225826
756,30,0,0.576226464
1158,9,1,0.576523233
2055,0,0,0.576536625
277,0,0,0.576981152
1582,2,0,0.57729737
1916,2,1,0.577970486
2003,34,1,0.578008797
4591,3,0,0.578011263
1220,10,0,0.578470464
3155,1,1,0.578807314
5365,3,0,0.578881222
3659,5,0,0.579083237
4452,0,1,0.57987488
1581,5,0,0.580169129
5223,9,1,0.580369239
1757,18,0,0.580723907
3107,0,0,0.580858309
4905,0,1,0.581322402
771,7,0,0.581585673
1590,0,0,0.581617749
1386,3,0,0.581996697
2898,10,0,0.582268768
478,2,0,0.582311987
1628,31,0,0.582491886
3423,4,0,0.582496878
947,0,0,0.582501958
4584,0,1,0.582505626
1092,18,0,0.582555528
1580,5,0,0.582644488
4702,0,0,0.58277796
4538,1,0,0.583238073
3947,1,0,0.583697456
3569,1,0,0.583965797
3874,4,0,0.584530285
1363,0,0,0.584567548
3576,9,0,0.584641749
3313,19,0,0.584827449
4708,2,0,0.584846852
2581,0,0,0.584890201
3241,3,0,0.584923287
1876,0,0,0.585383482
4225,3,1,0.585473904
1252,2,0,0.585530269
1764,6,1,0.585684373
1688,4,0,0.585904451
1988,7,0,0.585981175
2175,0,1,0.585999601
3440,0,1,0.586478357
2180,0,1,0.586614639
5278,0,1,0.586765914
14,0,1,0.586860682
4044,1,0,0.586870985
3993,3,0,0.587253923
2420,1,0,0.587316898
2171,2,0,0.587515514
2937,1,0,0.588314741
3713,2,0,0.588318747
4725,1,0,0.588686468
1598,6,0,0.589096548
3705,0,0,0.589319416
3359,2,0,0.589372317
3020,1,0,0.589552725
1994,0,0,0.589618082
1060,4,0,0.589685968
666,11,0,0.58983613
941,15,1,0.589994355
5009,16,0,0.590114969
503,1,0,0.590123202
5137,6,1,0.590272266
4570,0,0,0.590580705
2390,4,0,0.590724952
3283,1,0,0.590874093
3549,2,0,0.591086183
4515,0,0,0.591123225
206,52,1,0.591334797
3413,6,1,0.591336762
1232,2,0,0.59137477
4652,4,0,0.591728616
2405,3,1,0.591991919
4868,0,0,0.592067395
3149,5,0,0.592104675
5333,0,0,0.5929486
2102,0,1,0.593002457
4660,18,1,0.593323008
1874,11,0,0.593344964
3207,3,0,0.59347909
3722,0,0,0.59352425
4863,0,0,0.593671416
3695,18,1,0.593841247
4705,9,1,0.59400796
3249,7,0,0.594303265
1456,1,0,0.594481311
649,8,1,0.594626982
3310,3,0,0.594804772
1236,5,1,0.595036938
4654,0,0,0.59507786
4874,0,0,0.595318813
3306,17,0,0.595343014
971,4,0,0.595372307
1987,3,1,0.595444073
105,19,0,0.59560527
3365,6,0,0.595749799
568,3,0,0.596070363
343,2,1,0.596189203
1971,2,0,0.596235693
975,21,1,0.596385844
901,2,1,0.596426813
715,41,0,0.596486659
2193,4,0,0.596509769
1169,1,1,0.597263463
3157,2,0,0.597457898
2408,4,1,0.597660461
3412,0,1,0.597878592
3300,1,0,0.597885624
1886,0,0,0.598808458
3524,3,0,0.598856695
1014,2,0,0.599187975
130,4,0,0.599190728
4943,0,0,0.599283253
936,4,0,0.599298943
1366,0,1,0.599592475
4662,1,0,0.599622153
4733,8,0,0.599694248
2700,1,0,0.599872046
4611,3,0,0.600270289
2649,7,0,0.600468769
5127,0,1,0.600604911
2872,0,1,0.600660627
2738,0,0,0.600695116
4089,3,0,0.601126214
5014,12,0,0.601366706
2497,7,0,0.60145564
3355,0,1,0.601523024
3618,1,0,0.601709803
3545,4,0,0.601761727
3516,40,1,0.601867936
4881,0,0,0.602071361
1409,21,1,0.602238642
1665,6,0,0.602780454
4437,0,1,0.60304266
4773,20,1,0.603050097
2395,6,0,0.603064944
2141,0,0,0.603547289
1411,12,0,0.6037372
1852,0,0,0.604012991
1568,13,1,0.604043272
3147,5,1,0.60418128
3656,7,0,0.604544561
291,2,1,0.604697402
2264,6,0,0.604867912
1197,1,0,0.604913161
1104,9,1,0.605210318
1068,3,0,0.605387509
1202,4,0,0.605400233
3805,0,0,0.605460821
970,0,1,0.605520604
3086,2,0,0.605715393
5150,0,0,0.605762935
4080,0,0,0.605875732
2844,0,0,0.606691502
4294,24,1,0.6067409
5085,2,0,0.606824093
3443,0,0,0.607502974
966,8,0,0.607550965
2069,4,0,0.607807113
682,4,0,0.607892915
2958,0,0,0.607908169
4277,0,0,0.608050065
3900,27,1,0.608280063
5118,8,0,0.608375047
4406,3,0,0.608773718
2077,2,0,0.608896363
2131,2,0,0.609445798
169,2,0,0.609507439
4514,20,0,0.609715651
846,5,1,0.609905469
1809,42,1,0.609917273
3445,10,0,0.610028503
1526,1,0,0.610035632
3184,19,1,0.610072999
602,19,1,0.610098648
1450,39,0,0.610236834
1156,2,1,0.610288681
