Column1,I-Count,Label(m0/f1),SortKey
2425,0,0,0.199903346
3571,24,1,0.200080945
4889,7,0,0.200118176
2680,12,1,0.200249584
1120,44,1,0.200678521
2784,0,1,0.200797901
4375,6,0,0.201381132
3665,3,1,0.201430625
1705,0,0,0.201475276
1585,52,0,0.20163945
303,0,0,0.202043425
5275,4,0,0.202142181
1373,84,1,0.202189211
5370,53,0,0.202336178
4211,0,1,0.202367008
2268,15,0,0.202663543
897,0,0,0.202796694
3779,3,0,0.202951614
3655,0,0,0.202952439
1476,0,0,0.202997606
2671,5,0,0.203113805
1164,1,0,0.203562412
950,1,1,0.203618279
5201,2,1,0.203934982
801,2,0,0.203987523
793,15,1,0.204163114
2084,0,0,0.204312031
1749,15,0,0.204332874
1567,10,0,0.204564544
3388,0,0,0.204675779
1370,89,1,0.20499759
731,0,0,0.205105201
3067,0,1,0.205150995
5054,2,0,0.205219935
5261,6,0,0.205256844
3459,6,0,0.205422128
752,1,1,0.205467094
1513,2,1,0.205595466
5052,5,1,0.206077981
4021,5,0,0.206150724
1539,7,0,0.206377244
1399,0,0,0.206522748
1445,6,0,0.206545802
2983,2,0,0.206580484
3195,0,0,0.20717668
3945,1,1,0.207550645
650,6,0,0.207630545
2372,1,1,0.207821369
4327,3,0,0.20888371
4989,2,0,0.209046075
5252,0,1,0.209150223
1766,4,0,0.209267759
3179,31,1,0.209815035
4755,4,0,0.21000834
3434,0,0,0.21113745
4218,8,0,0.211350801
2966,0,0,0.211661645
2648,0,0,0.211670648
3178,8,0,0.2118293
474,21,0,0.212335966
1930,5,0,0.212512752
3213,4,1,0.213001921
1383,0,1,0.213016321
874,1,1,0.213093489
3098,7,1,0.21317357
3709,35,0,0.213268
4416,2,1,0.21398094
1018,11,1,0.214036483
3923,2,0,0.214125845
3738,1,0,0.214510333
2486,4,0,0.214612003
1094,2,0,0.214679724
1405,68,0,0.21623393
4095,5,0,0.216304034
1511,0,0,0.216374684
1806,16,0,0.217468079
2285,3,0,0.217862448
1899,21,0,0.217914915
2762,17,1,0.217980574
680,2,0,0.218132933
359,5,0,0.218273964
1286,0,0,0.218645242
3770,0,0,0.218741883
92,11,1,0.218930977
4101,1,1,0.218952825
2894,9,0,0.219028734
4424,29,0,0.219051639
1298,3,1,0.219104735
2606,0,0,0.219156681
4335,0,0,0.219297622
2375,18,1,0.219453064
2875,11,1,0.219533961
317,7,0,0.219617
301,1,0,0.219629016
1845,2,0,0.219648841
3613,0,0,0.219895363
3470,8,1,0.219975945
2061,20,0,0.220175435
4324,5,0,0.220187104
2618,1,0,0.220266919
2267,0,0,0.220828909
2339,15,0,0.22085195
4550,3,1,0.220930942
1841,3,0,0.220996077
4894,8,0,0.221111085
1315,5,0,0.221274162
1484,2,0,0.221446551
2468,6,0,0.221566888
4009,0,0,0.222581373
53,0,0,0.222767579
4450,0,0,0.222840096
3507,0,0,0.222888666
2146,11,0,0.223041622
2336,1,0,0.223082772
5361,6,1,0.223533953
1947,4,1,0.224156964
3441,2,0,0.224203129
972,0,1,0.224234955
45,12,1,0.224804138
491,1,0,0.22486263
238,1,0,0.225007905
4993,0,0,0.225078106
3196,2,0,0.22511264
3287,23,0,0.22537593
1577,18,0,0.225539293
2045,5,1,0.225699028
2919,7,1,0.225754432
1388,0,1,0.226169285
2286,0,0,0.226300048
187,0,0,0.227005017
2506,4,0,0.227554757
4163,6,0,0.227656816
3888,1,0,0.227716607
2583,3,1,0.228067217
3703,13,0,0.228162118
1967,0,1,0.228422705
5293,1,0,0.228540367
4957,1,0,0.228555588
741,1,0,0.228723933
1670,0,1,0.228893229
709,1,1,0.229353532
948,3,0,0.229556253
2364,5,0,0.229985112
528,21,1,0.230232015
2954,10,0,0.23027401
2596,3,0,0.23043672
4174,1,0,0.230539523
4921,0,0,0.230557919
2162,6,0,0.231093686
4723,0,0,0.231240559
3916,6,1,0.231271209
1895,0,0,0.231974061
1152,0,1,0.232157627
4331,3,0,0.232445054
2786,0,1,0.232748075
3918,23,1,0.23281403
895,2,0,0.232977545
5359,1,0,0.233032608
2848,0,0,0.233321886
3148,10,0,0.233406563
5377,11,1,0.233460397
700,0,0,0.234330354
2225,1,1,0.234403204
335,1,0,0.234876959
1188,1,0,0.234924405
3810,5,0,0.235176219
5034,1,0,0.235182395
3971,2,0,0.235421315
2965,10,0,0.236247067
920,1,0,0.236262982
5463,4,0,0.236524542
3464,1,0,0.236694433
417,1,1,0.236705826
2174,6,0,0.23686959
1428,0,0,0.236885572
1885,1,0,0.236973522
463,7,1,0.237009745
779,0,1,0.237018696
4625,22,1,0.237476944
2977,0,0,0.237483999
2664,6,1,0.237529641
1103,1,0,0.237855328
758,9,0,0.237869165
4951,0,1,0.23830269
545,13,0,0.238332413
40,1,1,0.238482275
3398,18,1,0.238738387
3394,0,1,0.238936259
4966,0,0,0.239304133
4339,2,0,0.239467422
1358,4,1,0.239567992
914,1,1,0.240484942
654,2,0,0.240826225
5443,0,0,0.241533425
4489,13,1,0.241711222
4067,25,1,0.241718815
2694,0,0,0.241781594
2446,0,1,0.241819846
3933,0,0,0.241965904
3378,0,1,0.242012668
5,1,0,0.242268858
623,0,1,0.242941423
410,2,1,0.243503816
444,51,1,0.243548942
3400,0,0,0.243662373
2216,0,0,0.243774321
1006,0,1,0.243982211
2144,0,0,0.244242493
5064,1,0,0.245270966
2997,6,0,0.245737896
2006,3,0,0.245756541
1657,0,0,0.245770738
2550,0,0,0.245813768
434,2,0,0.245902527
2185,1,0,0.245953674
1818,3,1,0.246246954
1208,0,0,0.246586774
2923,24,1,0.247398671
3955,3,1,0.247452142
3552,0,1,0.247722354
193,5,0,0.247785502
5192,0,0,0.247805084
465,1,0,0.247943468
3525,45,0,0.247983185
5119,43,0,0.2485115
3120,3,0,0.249347829
4403,0,1,0.24941781
5412,4,0,0.249541564
942,0,1,0.249543883
2553,0,0,0.249646695
1995,24,0,0.250330969
3410,3,1,0.25039361
1662,7,1,0.250691558
5162,3,0,0.250842559
249,2,0,0.250867017
3058,2,0,0.251575641
727,2,0,0.252038484
3234,12,0,0.252337289
3650,7,0,0.252348477
3292,0,0,0.252497324
4233,7,1,0.252529512
995,0,0,0.25272402
4159,1,1,0.252732811
4360,4,1,0.253310457
4494,1,1,0.25339397
5120,3,0,0.253550536
4809,1,0,0.253585133
2810,37,1,0.253866595
4435,2,0,0.253873873
3218,1,0,0.253883542
1699,29,1,0.25400539
310,0,0,0.254181201
4436,4,0,0.25432694
5115,17,0,0.254467498
17,0,0,0.254801629
2628,0,0,0.254893199
5070,8,1,0.254982796
5002,9,0,0.255071321
1717,2,0,0.25533639
4897,3,0,0.255362633
3127,0,0,0.255365528
1997,0,0,0.255915612
4832,2,0,0.2561144
1631,6,0,0.256276501
1296,1,1,0.256697869
4425,11,0,0.256764858
2190,2,1,0.256921643
1882,3,0,0.257290012
2118,4,0,0.257469225
674,1,0,0.257482922
4062,1,0,0.257545243
490,0,0,0.257551913
923,0,1,0.257942702
1380,0,1,0.258219303
2309,1,1,0.258449935
389,3,0,0.25845142
1516,5,1,0.258466019
3215,4,1,0.258616144
2278,6,1,0.259134436
2530,0,0,0.25925946
151,2,1,0.259598314
1708,5,0,0.260071175
72,3,0,0.260075466
1478,4,1,0.260177921
4780,1,0,0.260554854
1454,2,0,0.260979494
1128,15,1,0.261095855
2555,0,0,0.261166996
170,1,0,0.261338179
3397,3,0,0.261481436
880,1,0,0.261633976
4781,0,0,0.261891118
3537,1,1,0.262040961
2633,13,0,0.262148436
4128,0,1,0.262236929
4851,19,1,0.262292258
4748,1,0,0.262351957
181,1,0,0.262826389
1808,1,0,0.263096112
3730,1,0,0.263342368
2169,6,0,0.263500187
2863,7,1,0.263546557
3627,0,0,0.263557571
5464,2,1,0.263668562
1025,0,0,0.263683595
1962,4,0,0.263832265
1251,57,1,0.263832667
1514,24,0,0.263834858
3212,9,0,0.263875683
4949,13,1,0.263968698
5030,20,0,0.264329682
3273,2,0,0.264386867
4613,1,0,0.264677285
2030,19,0,0.264698024
5149,7,0,0.264854342
5102,2,0,0.264867507
2475,1,0,0.264995664
4258,0,0,0.265020979
1493,0,0,0.265089918
2295,1,0,0.265343297
4556,9,0,0.2657247
2717,27,1,0.265895408
1241,8,1,0.266117504
2661,0,0,0.26630246
2358,2,0,0.266558921
1131,18,1,0.266693952
4354,0,1,0.267091998
286,3,0,0.267429387
1472,6,0,0.267518627
1207,1,1,0.26783997
3073,0,0,0.267953418
4144,18,1,0.267965932
2964,0,0,0.268067466
3619,0,0,0.268312865
2549,0,0,0.268377683
4206,2,1,0.268669864
3192,0,1,0.26881887
1189,5,1,0.268945061
1584,0,0,0.269616474
47,1,1,0.269778898
137,0,0,0.269830992
1327,4,1,0.27000637
1088,1,0,0.270045372
2601,1,0,0.270071555
1289,2,0,0.270219156
3987,18,0,0.270398993
4561,2,0,0.271538453
3024,8,0,0.271696938
5027,21,1,0.272121702
1391,3,0,0.272178547
160,4,1,0.272273583
3240,0,0,0.272352693
818,4,0,0.27265151
778,24,1,0.272769991
4023,1,1,0.272780322
5199,6,1,0.272888253
4898,0,1,0.272888636
1198,0,0,0.273077956
244,2,0,0.273164746
3792,1,1,0.273366744
3582,2,0,0.273490315
3673,0,0,0.274207345
4999,7,0,0.274237206
3197,32,1,0.274472412
3674,0,0,0.274873354
3828,0,1,0.275175853
1553,1,1,0.275251857
3448,0,0,0.275262328
1266,65,0,0.275412524
415,0,0,0.275537821
2552,2,1,0.275656475
546,0,0,0.275942487
2518,0,0,0.276132609
5107,4,0,0.27628518
3811,3,0,0.276702473
1218,22,1,0.277061754
1858,1,0,0.277272614
4471,0,0,0.277403874
4276,2,0,0.277717713
747,21,1,0.277749786
2187,3,1,0.277831547
3893,35,0,0.277919296
25,4,0,0.278049737
1190,3,0,0.278513202
173,0,0,0.278649353
5366,3,0,0.279088608
239,3,0,0.279335651
2393,16,0,0.279482719
492,1,1,0.279503615
2769,4,0,0.279591854
118,0,0,0.279627294
4816,0,1,0.279643285
232,4,1,0.279946169
3996,0,0,0.279979012
74,1,0,0.280032373
2236,3,1,0.280052393
3724,7,0,0.28018958
2116,0,1,0.280401574
4419,3,1,0.28086721
3646,19,1,0.280900136
4462,23,1,0.280984949
1403,1,0,0.281123704
5172,5,1,0.281153233
171,4,0,0.281174703
2741,3,0,0.281287894
3745,2,0,0.281460641
2819,0,0,0.281468767
2445,0,0,0.281664572
5001,6,0,0.281811758
2091,4,0,0.281955219
5402,1,0,0.281961289
1253,17,1,0.282299718
3581,0,0,0.282511429
5087,2,0,0.282883591
5140,0,0,0.282895593
4308,4,1,0.28358949
4701,0,0,0.283598363
3032,32,0,0.283623758
1716,3,0,0.283721397
5197,7,0,0.283805176
1165,6,0,0.283959741
729,0,0,0.284203814
3727,1,0,0.28471464
4875,13,1,0.284723919
900,0,0,0.284864452
4859,0,0,0.284949648
952,5,1,0.284960323
4541,6,1,0.285149513
4764,1,1,0.285178589
3266,0,0,0.285469612
2794,14,1,0.285471771
3912,5,1,0.285541869
1319,7,0,0.285630819
3849,4,1,0.285906775
1019,11,1,0.286223367
552,0,0,0.286563062
3699,4,0,0.286890971
1901,7,1,0.287009755
1049,3,0,0.28753981
4298,9,0,0.287662185
4064,8,0,0.288274456
1066,1,0,0.288390003
5078,0,0,0.288931346
4909,0,1,0.28896159
3891,0,1,0.289469293
4735,0,1,0.289499731
1552,16,0,0.289589373
2959,5,0,0.289670364
4053,4,1,0.289703155
5385,0,0,0.289717381
4518,8,1,0.290232608
794,0,0,0.290383111
4600,0,0,0.290561827
3554,6,0,0.29087106
2867,0,0,0.290872466
292,0,0,0.290946744
1321,0,1,0.291235153
5246,3,0,0.291706435
4468,3,1,0.291903597
154,5,1,0.29192582
1020,1,1,0.291944747
2192,19,0,0.291976654
1474,2,1,0.292126146
5220,6,0,0.292170915
2441,1,0,0.292258149
386,1,1,0.292476538
1775,0,1,0.292634631
5313,12,0,0.292718906
4195,1,0,0.292887316
4838,11,0,0.292975503
3593,2,0,0.293250097
2258,0,0,0.293628211
1605,3,1,0.293904366
932,1,1,0.293991528
2330,28,1,0.294079964
5258,0,0,0.294784369
711,18,0,0.295120544
3295,2,0,0.295349545
80,1,0,0.295381933
2874,0,0,0.295468367
3046,8,1,0.295528887
2001,0,0,0.295905975
1718,2,0,0.296070705
2412,0,1,0.296535269
2072,2,0,0.296646713
1676,5,1,0.296675926
3299,0,0,0.296849332
4920,0,0,0.297322479
4352,0,0,0.29739942
2941,45,1,0.297560263
1097,0,0,0.297835814
2386,4,0,0.297842932
5084,4,0,0.297910793
3250,1,0,0.298038479
3340,14,1,0.298230079
2080,10,0,0.298470158
5015,4,1,0.298678802
4566,8,1,0.298720279
1463,0,0,0.29940785
2106,8,0,0.299458896
3742,1,0,0.299514904
5413,3,0,0.299884244
2822,3,0,0.300011111
201,3,1,0.300178567
4200,11,1,0.300218138
1396,2,0,0.30071092
3939,6,0,0.300850116
1281,6,0,0.300866326
3278,0,0,0.30090647
3589,0,0,0.300968404
737,0,1,0.301075098
3506,0,0,0.301131858
854,0,0,0.30164552
953,0,0,0.301743606
3959,5,0,0.301971171
1,2,0,0.302465848
3048,0,1,0.302500703
2380,0,0,0.302660126
1558,8,0,0.303165457
420,45,1,0.303252545
4711,2,0,0.303260557
1519,0,0,0.303353154
100,0,0,0.303435236
1268,6,0,0.303850368
3484,1,0,0.304012945
4311,6,0,0.304033662
3804,19,0,0.304060806
4677,0,0,0.304138038
1669,39,1,0.304142644
4302,5,0,0.304238338
4070,0,1,0.304816577
1554,30,0,0.304878613
4011,0,1,0.305149517
1294,4,0,0.305292933
3243,14,0,0.30607389
2920,3,0,0.306439316
5235,36,1,0.306634378
3822,1,0,0.30674153
1636,0,0,0.306767593
1826,2,1,0.306838027
4641,0,0,0.30693004
4091,2,0,0.30705253
3110,1,0,0.307181924
2563,0,0,0.307232964
3725,0,0,0.307255631
4013,1,0,0.307530494
4876,23,0,0.307731535
3016,0,0,0.308206953
1649,16,1,0.308562782
830,0,0,0.309440445
4621,5,0,0.309586298
723,0,0,0.309687183
4445,30,0,0.310278649
4237,34,0,0.310670013
1398,2,0,0.311480294
1031,10,0,0.311603119
4606,2,1,0.311927886
2847,2,1,0.312235092
5175,6,0,0.312335281
4946,3,0,0.312349465
3117,1,1,0.312618553
4831,5,1,0.312637982
3590,0,0,0.312686712
3045,1,0,0.312750348
22,5,0,0.312901544
4508,1,0,0.313046077
3764,0,1,0.313134804
1024,7,0,0.313385881
1359,30,1,0.313428784
2378,22,1,0.31347327
3043,0,0,0.313474067
4019,0,0,0.313847795
338,12,0,0.313922026
960,4,0,0.313991341
320,3,0,0.314133112
2326,2,0,0.314394677
4776,0,0,0.314444877
398,8,1,0.314572231
1834,12,0,0.314767019
2528,0,0,0.314823739
1630,2,0,0.314997086
108,4,1,0.315310912
1473,4,0,0.315358693
4614,6,0,0.315637439
1007,1,0,0.315705255
5233,3,0,0.315743153
3869,21,0,0.315854476
4399,1,1,0.315896016
4969,7,0,0.316147818
4315,1,0,0.316162182
639,0,0,0.316226767
869,3,0,0.316606712
1310,1,0,0.316961166
3167,0,0,0.317457945
4077,0,0,0.318349622
4655,1,0,0.318504239
5215,0,0,0.318632951
963,5,0,0.318890357
2457,5,1,0.319170626
3408,5,0,0.319174694
3773,19,1,0.319251009
4301,0,0,0.319291069
210,19,1,0.319332764
1133,8,1,0.319443269
431,0,0,0.319886144
2039,26,1,0.320037933
4650,0,0,0.320227228
3986,5,0,0.320470169
3369,13,1,0.320560366
4912,2,0,0.320857964
483,1,0,0.320901004
906,23,0,0.321139036
1524,37,0,0.321276017
3934,38,0,0.321297318
621,8,0,0.322061045
1587,0,1,0.322224984
1330,0,1,0.322422373
5242,24,1,0.323005749
13,2,1,0.32358018
622,25,1,0.32376305
1233,0,1,0.323848021
1840,1,0,0.323897994
3472,1,0,0.323901168
5026,0,0,0.324129679
1822,8,0,0.324527505
3158,22,0,0.325636361
2424,51,1,0.325657673
4168,0,0,0.325820978
5225,7,0,0.32600388
4280,11,0,0.326061668
1429,2,0,0.326308096
988,0,0,0.326690261
4296,4,0,0.326890902
3368,4,1,0.326913121
3198,8,0,0.326978952
3038,6,0,0.327194969
1040,4,0,0.32724339
765,16,0,0.327457321
3759,0,1,0.327499611
3255,0,1,0.327670716
751,3,1,0.327724841
2293,10,1,0.328261662
619,0,0,0.328301134
3611,0,1,0.328322238
147,5,0,0.328668642
4344,0,1,0.328952529
2960,5,0,0.329477602
4072,1,0,0.329603968
1769,5,1,0.329646551
3776,10,0,0.329721214
2514,5,1,0.329738048
4834,1,0,0.329840523
4533,6,0,0.330074316
24,0,0,0.330270562
4460,0,0,0.330734509
136,0,0,0.330736606
1101,0,1,0.33075245
2612,3,0,0.330991405
2485,35,0,0.331035757
1372,0,1,0.331041247
595,0,0,0.331132883
1724,22,1,0.331209927
3329,2,0,0.331603223
5404,2,0,0.331991604
766,1,0,0.332175156
560,1,0,0.332241693
3103,0,0,0.3323487
5274,0,0,0.332599615
31,2,0,0.332907309
5008,22,1,0.333028372
384,8,0,0.333175951
3780,15,1,0.333191574
4356,8,0,0.333568599
3841,0,1,0.333599592
750,3,0,0.333706804
1306,84,1,0.333802412
4065,0,0,0.334682308
4618,5,1,0.334823516
4732,1,0,0.334913599
1320,0,0,0.334984887
5169,10,1,0.335319402
3023,0,1,0.335386616
2215,0,0,0.33571568
1537,0,0,0.335862301
4316,0,0,0.336536659
283,5,0,0.336540253
1459,4,0,0.336843976
1644,0,0,0.336868861
1920,1,1,0.337265104
1871,2,1,0.337318015
2878,2,0,0.337393373
1285,0,1,0.337413454
1680,4,0,0.337611205
2462,9,1,0.337660519
1963,9,1,0.337714427
4167,6,0,0.338341527
2841,0,0,0.338560059
1170,2,0,0.338611217
3830,0,1,0.338745031
1106,0,0,0.338893382
142,29,0,0.339183079
719,0,1,0.33929134
3979,10,0,0.339340191
140,2,0,0.339601337
5243,0,0,0.339684669
2588,46,1,0.340032284
3771,0,1,0.340115558
1467,0,0,0.340549392
2525,4,1,0.340706407
1095,2,0,0.340738044
1035,0,1,0.340792697
336,0,1,0.340904682
1425,0,1,0.341007965
1603,5,0,0.341322024
3877,0,0,0.341492738
212,1,0,0.341521009
763,3,1,0.34186136
613,5,0,0.341962333
3718,12,0,0.342285818
3376,0,0,0.342316649
4531,3,0,0.342408035
2009,6,0,0.342704396
3667,0,0,0.342705412
2968,1,0,0.342788026
1921,11,1,0.343034161
1126,0,1,0.343087526
445,24,1,0.343417985
3224,7,0,0.343594763
2459,0,0,0.343632337
106,21,0,0.343816842
755,3,0,0.343826805
2473,21,1,0.344005932
2971,1,1,0.344252299
4106,2,0,0.344829928
4846,53,0,0.344867653
4540,6,0,0.345091145
5428,5,0,0.345114022
3474,1,1,0.34514275
1042,0,0,0.345146399
4479,1,0,0.345671468
5232,43,1,0.345764878
807,3,0,0.345841471
4814,3,0,0.345971319
808,1,0,0.346040132
3228,0,0,0.346249633
4243,0,1,0.346729434
266,5,0,0.34685925
2650,0,0,0.347008444
582,0,0,0.347047606
314,2,0,0.347498579
4796,0,0,0.347626445
4469,4,0,0.348136692
665,3,0,0.348211048
4624,2,1,0.348419003
1466,2,1,0.348441536
3762,1,0,0.348739265
3913,6,0,0.349077952
1980,1,0,0.349139521
3271,1,0,0.349204636
1371,4,0,0.349309145
4103,2,0,0.349505789
2435,3,0,0.349712401
928,14,0,0.349822999
5130,12,1,0.34983354
4942,3,1,0.349896797
1951,8,1,0.349992459
4325,5,0,0.350021366
4891,1,0,0.350055848
1784,9,1,0.350156318
3245,6,0,0.35017791
2630,1,0,0.350686585
5372,49,1,0.351271546
3010,23,1,0.351790982
236,0,0,0.35182108
3679,32,1,0.351861807
5028,6,0,0.351956022
5354,0,0,0.351977091
2935,14,1,0.351981042
2409,0,0,0.352044014
2484,9,0,0.352262426
2145,8,0,0.352458013
2930,0,1,0.352592406
2531,1,0,0.352756929
71,2,0,0.35280222
373,4,0,0.353013517
332,11,0,0.353307328
1501,5,1,0.35359619
55,0,0,0.353788693
323,0,0,0.354181498
3710,4,0,0.354263698
298,3,0,0.354913995
1043,8,0,0.3551867
2835,9,0,0.355658722
4546,0,0,0.355902058
2312,53,0,0.356026557
532,3,0,0.356094649
1427,5,0,0.356477944
1325,1,0,0.356488407
3532,8,0,0.356591369
2332,0,1,0.35663274
2443,5,0,0.356655025
4411,0,0,0.356750656
4049,10,1,0.356926431
4695,29,1,0.356942558
3896,0,0,0.356956814
4507,2,0,0.356994941
1756,0,0,0.357026499
2564,2,0,0.357550277
5337,12,0,0.358114455
449,7,0,0.35818678
1443,1,0,0.359052232
333,25,1,0.359085481
1616,1,0,0.359207816
3393,1,0,0.359268771
76,0,1,0.359285456
2469,2,0,0.359501377
4397,16,0,0.359866575
955,0,0,0.360107175
4483,31,1,0.360199065
2873,15,1,0.360257467
123,0,1,0.36040171
3187,2,0,0.360461891
3230,5,0,0.360654002
5161,0,0,0.360761519
2065,1,1,0.360807607
1544,1,0,0.360952703
4928,6,0,0.36122097
4839,12,0,0.361712364
1048,6,0,0.362072548
4936,2,0,0.362256071
1355,1,0,0.362305611
399,38,0,0.362397137
2335,0,0,0.362667044
5091,6,1,0.363035186
3980,1,0,0.363341457
3928,2,0,0.363515623
2254,9,0,0.363596829
886,2,0,0.364138929
1518,0,0,0.364177193
2756,20,1,0.364436743
3914,0,0,0.364634064
4907,4,0,0.36487549
1735,0,0,0.365108927
2124,3,1,0.365374422
1397,17,0,0.365632774
4506,2,0,0.365638025
1437,0,0,0.36612553
3760,0,0,0.366400723
4608,0,0,0.366588075
3409,2,1,0.366631306
4071,0,0,0.366678196
3314,6,1,0.366754032
1651,7,0,0.367021222
987,2,0,0.367054117
2083,1,1,0.36717979
1761,19,1,0.367430748
34,0,0,0.367458578
2063,1,0,0.367517201
1374,3,0,0.367618963
396,4,0,0.367686262
4956,0,0,0.367795315
3978,0,1,0.367842785
4715,0,1,0.367939617
2926,18,1,0.367945841
3752,1,0,0.368010146
1974,11,1,0.368228222
481,0,0,0.368354705
2250,0,0,0.36866359
984,0,1,0.368996951
4633,0,0,0.369120103
3641,1,0,0.369328986
4742,16,1,0.369917361
3728,6,1,0.369979392
903,7,0,0.370185003
2245,4,0,0.370196072
2594,0,0,0.370259289
2895,2,0,0.370281083
4292,2,0,0.370311965
1415,1,0,0.370624373
1497,39,1,0.370637912
2415,0,0,0.370728916
1626,0,0,0.370991873
200,21,1,0.371222717
1178,4,0,0.371308826
20,9,0,0.371431857
4971,1,0,0.371447989
4162,5,0,0.37159052
2357,2,1,0.371767962
3050,4,0,0.371854099
802,4,0,0.372412895
1419,10,0,0.372766582
2866,2,0,0.372903842
2429,1,0,0.372998905
4813,0,0,0.373289897
4612,0,1,0.373432565
2257,20,1,0.373476612
708,2,0,0.373655259
2227,18,0,0.373708153
5321,17,1,0.374181561
4990,8,0,0.374776872
3225,1,0,0.375006591
2560,0,1,0.375250717
5155,2,1,0.375278575
3880,3,0,0.375346947
2134,1,0,0.375377259
2676,0,0,0.37552867
2970,0,1,0.375857653
790,0,0,0.375920236
833,0,0,0.376258375
1050,0,0,0.376264866
87,17,0,0.376975912
2831,0,0,0.377355842
4480,3,0,0.377450887
3815,3,0,0.377892965
3949,4,0,0.377901335
2574,0,1,0.377995215
3587,0,1,0.378314406
4671,0,1,0.378494181
3118,5,0,0.378544637
1005,3,0,0.378950879
2197,0,1,0.379064905
4639,28,0,0.379187282
958,0,0,0.379402322
1837,2,1,0.379577941
3772,1,0,0.379696233
327,5,0,0.379896466
2159,0,1,0.380211811
75,6,1,0.380342171
111,0,0,0.38047401
4808,7,0,0.380726659
834,0,0,0.38094388
2276,2,0,0.381053869
270,2,0,0.381232801
4820,1,1,0.381297065
2241,1,0,0.381628679
4882,0,0,0.381750731
919,3,0,0.381897478
3367,0,0,0.381986691
5414,0,1,0.38199821
1525,7,0,0.38202994
526,0,0,0.382103829
1098,3,0,0.382175623
5209,8,1,0.38230622
4223,0,0,0.382435436
3042,4,0,0.38279556
4126,18,1,0.382917653
4665,2,0,0.382945356
951,1,0,0.383135152
307,24,0,0.383171338
3188,4,1,0.383285833
3855,3,0,0.383400093
1096,0,0,0.38346637
5268,2,0,0.383567385
2725,9,1,0.38367563
1433,0,0,0.383868415
4000,2,0,0.384083681
2716,0,0,0.384191798
4230,4,0,0.384424521
5191,19,0,0.384569562
1157,29,0,0.384689571
2139,0,0,0.385353329
5310,3,0,0.385526097
1599,1,0,0.385612719
4362,34,1,0.385987819
3051,51,1,0.38616749
344,1,0,0.386335664
4018,0,0,0.387241195
2884,4,0,0.387282018
791,4,0,0.387322023
3438,1,0,0.387394131
370,24,0,0.387504403
4844,0,0,0.387619677
1803,2,0,0.387670544
4810,3,0,0.387730549
4752,4,0,0.387765701
2377,8,0,0.388127216
3406,0,1,0.388301774
1352,6,0,0.388354062
2382,62,1,0.388632904
1768,5,0,0.388866953
1062,3,0,0.388868504
4945,7,1,0.389047444
5384,0,0,0.389337412
996,18,0,0.38941301
1072,36,1,0.389435389
4925,5,0,0.389629158
21,0,0,0.389832067
184,6,1,0.389860517
5210,11,1,0.389891799
3163,1,1,0.390099696
4615,4,0,0.390215639
4994,4,1,0.390231852
5128,42,1,0.390262899
894,16,1,0.390324201
4568,2,0,0.39037619
18,0,0,0.390693844
1942,1,1,0.390721417
5043,0,0,0.390933041
3748,3,0,0.391430133
2597,8,0,0.391446415
16,3,0,0.391460049
912,14,0,0.391508779
3892,4,1,0.391598391
5256,0,1,0.391628089
4058,1,0,0.39184305
4719,0,1,0.391990145
2505,1,0,0.392108161
4131,5,0,0.392221588
2177,0,0,0.39222945
1574,3,1,0.392328483
2651,53,1,0.392390071
4771,1,1,0.392428087
4401,0,1,0.39269133
1812,0,0,0.392750162
5060,1,0,0.392777963
3399,57,1,0.393197755
4623,3,0,0.393590066
2796,6,0,0.393631469
3927,2,1,0.393662649
2029,3,0,0.393924655
3084,1,0,0.394036933
469,8,0,0.394290119
2607,2,0,0.394848821
1037,7,0,0.395289563
1739,8,0,0.395922381
1470,0,0,0.396316959
2963,3,0,0.396465985
2476,14,1,0.396578154
5338,15,0,0.396885077
4297,3,1,0.397176527
493,0,0,0.397230188
2046,5,1,0.397254527
3909,1,0,0.39755743
2182,0,0,0.397739237
52,1,0,0.397936294
1559,6,1,0.39813424
183,3,1,0.39825272
1354,1,1,0.398622057
2585,1,0,0.398832473
1772,1,0,0.399249022
1260,8,1,0.399379093
4317,0,0,0.39991579
838,1,0,0.400404083
1217,3,0,0.401493441
2363,3,0,0.401692373
3734,0,0,0.401980995
4616,4,0,0.402952969
3097,2,0,0.403168672
226,0,1,0.403666602
3396,0,0,0.403849545
4958,0,0,0.403936556
403,4,0,0.403965798
1439,1,1,0.40407912
4830,7,1,0.404140358
2561,9,0,0.404165523
2888,12,0,0.404745011
1597,17,1,0.405108792
1326,0,0,0.405130452
2880,0,0,0.405267269
4248,4,0,0.405366256
4872,2,1,0.405500963
3566,5,0,0.405646602
1114,8,0,0.405740593
567,0,0,0.405822375
1009,1,1,0.405947736
3121,0,0,0.405996448
5309,0,0,0.406046044
3688,0,0,0.406107668
2728,3,0,0.406120805
4588,0,0,0.406174995
1545,0,1,0.406240474
3301,7,0,0.406508679
1863,5,0,0.406532224
3239,2,0,0.406629554
1008,1,0,0.406824706
2978,1,1,0.407049512
3324,0,0,0.407075135
1499,0,0,0.407280285
1264,6,0,0.407583598
4924,0,1,0.407666087
3526,1,1,0.40796843
2142,37,0,0.407983893
2512,0,0,0.408032883
3500,0,0,0.408067478
5320,22,0,0.408169299
4555,7,1,0.408399851
2207,21,1,0.408706829
1168,4,0,0.408747935
1181,2,0,0.408830036
1889,1,0,0.409199835
