id,url,word_count,snippet,source,byline,byline_parsed,pub_date,inferred_gender
58821d5995d0e0392607bdc7,https://www.nytimes.com/2017/01/20/opinion/sunday/i-went-to-aleppo-to-study-i-left-in-a-convoy-of-refugees.html,1440,"In the last weeks of the siege, we were desperate for the world to hear and help us....",The New York Times,By LINA SHAMY,lina shamy,2017-01-20T14:23:13+0000,female
5881f79095d0e0392607bd58,https://www.nytimes.com/2017/01/20/opinion/the-45th-president-donald-trump.html,4,Take a deep breath....,The New York Times,By PATRICK CHAPPATTE,patrick chappatte,2017-01-20T11:42:03+0000,male
5881c88895d0e0392607bce1,https://www.nytimes.com/2017/01/20/opinion/the-internal-invasion.html,835,America can unite by containing the new president....,The New York Times,By DAVID BROOKS,david brooks,2017-01-20T08:21:23+0000,male
5881c87895d0e0392607bcdf,https://www.nytimes.com/2017/01/20/opinion/donald-the-unready.html,779,"The new president will be corrupt and crazy, but he’ll also be incompetent....",The New York Times,By PAUL KRUGMAN,paul krugman,2017-01-20T08:21:03+0000,male
5881c87995d0e0392607bce0,https://www.nytimes.com/2017/01/20/opinion/sunday/how-not-to-be-afraid.html,847,"I had an apocalyptic evangelical upbringing, a father who told me too much about the Holocaust, and a grandfather who was a neo-Nazi and Jew — and I was terrified....",The New York Times,By RACHEL MARIE STONE,rachel marie stone,2017-01-20T08:21:02+0000,female
5881c87795d0e0392607bcde,https://www.nytimes.com/2017/01/20/opinion/how-the-womens-march-could-resurrect-the-democratic-party.html,1096,The march shows why “identity politics” are central to the future of the Democratic Party....,The New York Times,By LORI ADELMAN,lori adelman,2017-01-20T08:21:02+0000,female
58815d8b95d0e0392607bc07,https://www.nytimes.com/2017/01/19/opinion/obama-shouldnt-go-quietly.html,777,Trump presents an unprecedented threat to American values. Obama should stand up for them....,The New York Times,By ROBERT DALLEK,robert dallek,2017-01-20T00:44:47+0000,male
5883ca4795d0e0392607c0bf,https://www.nytimes.com/2017/01/21/opinion/sunday/finding-myself-marching.html,994,I took for granted the progress my mother’s generation made....,The New York Times,By ELIZABETH WORD GUTTING,elizabeth word gutting,2017-01-21T20:53:17+0000,female
5883bde695d0e0392607c0ae,https://www.nytimes.com/2017/01/21/opinion/sunday/the-america-we-lost-when-trump-won.html,1830,"Novelists and historians had their own version of American exceptionalism, which the 2016 election destroyed....",The New York Times,By KEVIN BAKER,kevin baker,2017-01-21T20:00:30+0000,male
5883b6d495d0e0392607c0a8,https://www.nytimes.com/2017/01/21/opinion/sunday/the-tempting-of-the-media.html,843,The traps for the press in the Trump era....,The New York Times,By ROSS DOUTHAT,ross douthat,2017-01-21T19:30:18+0000,male
5883b6cb95d0e0392607c0a5,https://www.nytimes.com/2017/01/21/opinion/sunday/why-i-cannot-fall-in-line-behind-trump.html,1049,"Conservatism is a philosophy, not just a policy checklist....",The New York Times,By PETER WEHNER,peter wehner,2017-01-21T19:30:15+0000,male
5883b6cb95d0e0392607c0a6,https://www.nytimes.com/2017/01/21/opinion/sunday/does-breast-milk-have-a-sex-bias.html,822,Evolution explains why boys and girls may get different nourishment....,The New York Times,By NANCY L. SEGAL and SATOSHI KANAZAWA,nancy l. segal and satoshi kanazawa,2017-01-21T19:30:14+0000,multi
5883b6c395d0e0392607c0a3,https://www.nytimes.com/2017/01/21/opinion/sunday/in-beijing-and-washington-a-breath-of-foul-air.html,1171,The Republican crusade against 50 years of environmental regulation is an attack on public health and prosperity....,The New York Times,By RICHARD CONNIFF,richard conniff,2017-01-21T19:30:03+0000,male
5883b6c195d0e0392607c0a0,https://www.nytimes.com/2017/01/21/opinion/sunday/racial-progress-is-real-but-so-is-racist-progress.html,1127,"What if President Trump does not represent a step back, but a step forward?...",The New York Times,By IBRAM X. KENDI,ibram x. kendi,2017-01-21T19:30:02+0000,na
5883b47295d0e0392607c09b,https://www.nytimes.com/2017/01/21/opinion/sunday/why-2017-may-be-the-best-year-ever.html,909,"For much of humanity, things keep getting better....",The New York Times,By NICHOLAS KRISTOF,nicholas kristof,2017-01-21T19:20:02+0000,male
5883b38695d0e0392607c098,https://www.nytimes.com/2017/01/21/opinion/sunday/how-to-listen-to-donald-trump-every-day-for-years.html,1331,We have to stop thinking that what the president says has any deeper significance....,The New York Times,By JOHN McWHORTER,john mcwhorter,2017-01-21T19:16:15+0000,male
58837fd295d0e0392607c045,https://www.nytimes.com/2017/01/21/opinion/sunday/the-president-who-buried-humility.html,1710,Donald Trump’s inauguration heralds a new age of arrogance and says something sad and scary....,The New York Times,FRANK BRUNI,frank bruni,2017-01-21T15:35:36+0000,male
5882df0195d0e0392607bfb7,https://www.nytimes.com/2017/01/20/opinion/for-baseballs-hall-of-fame-do-statistics-alone-still-matter.html,1325,We have an opportunity now to look for meaning beyond the numbers....,The New York Times,By DOUG GLANVILLE,doug glanville,2017-01-21T04:07:31+0000,male
5882d82695d0e0392607bfb1,https://www.nytimes.com/2017/01/20/opinion/why-trumpism-may-not-endure.html,876,Can Trump reshape the Republican Party to address the concerns of working-class voters? His agenda may be too backward looking to succeed....,The New York Times,By JOHN HARWOOD,john harwood,2017-01-21T03:40:14+0000,male
5882d1b695d0e0392607bfa8,https://www.nytimes.com/2017/01/20/opinion/trumps-inauguration-was-no-woodstock.html,824,The planning committee’s prediction was right....,The New York Times,By GAIL COLLINS,gail collins,2017-01-21T03:12:52+0000,female
5882cbe095d0e0392607bfa1,https://www.nytimes.com/2017/01/20/opinion/sunday/at-the-inauguration-with-millennials-for-trump.html,1005,"“I really do hope he does what he’s saying, but I’ve been hearing he’s surrounding himself with swampy people.”...",The New York Times,By EMMA ROLLER,emma roller,2017-01-21T02:47:51+0000,female
58867d0b95d0e0392607c576,https://www.nytimes.com/2017/01/23/public-editor/women-march-dads-liz-spayd-public-editor.html,437,"An article about fathers in Montclair, N.J., who watched their children while their wives attended protests in Washington and New York was ill-conceived....",The New York Times,By LIZ SPAYD,liz spayd,2017-01-23T22:00:33+0000,female
5886738995d0e0392607c55b,https://www.nytimes.com/2017/01/23/opinion/why-the-cdcs-power-to-quarantine-should-worry-us.html,834,The administration of Donald J. Trump has even more authority to detain people than the Obama administration had during the Ebola crisis....,The New York Times,"By KYLE EDWARDS, WENDY PARMET and SCOTT BURRIS","kyle edwards, wendy parmet and scott burris",2017-01-23T21:20:02+0000,multi
58866dfc95d0e0392607c54a,https://www.nytimes.com/2017/01/23/opinion/birth-place.html,368,A day in one of the world’s busiest maternity wards....,The New York Times,By RAMONA S. DIAZ,ramona s. diaz,2017-01-23T20:56:23+0000,female
58863c9b95d0e0392607c4ac,https://www.nytimes.com/2017/01/23/opinion/what-republicans-have-to-learn-from-the-womens-march.html,896,Let’s not make the same mistakes the Democrats made about the Tea Party....,The New York Times,By EVAN SIEGFRIED,evan siegfried,2017-01-23T17:25:41+0000,male
588612f495d0e0392607c428,https://www.nytimes.com/2017/01/23/opinion/the-media-cannot-waver.html,321,We cannot use euphemisms for “false” and “untrue” when those are the accurate terms....,The New York Times,By DAVID LEONHARDT,david leonhardt,2017-01-23T14:27:51+0000,male
5885bd0a95d0e0392607c355,https://www.nytimes.com/2017/01/23/opinion/why-buzzfeed-news-published-the-dossier.html,930,"Trust, in this new media ecology, means trusting the readers’ judgment....",The New York Times,By BEN SMITH,ben smith,2017-01-23T08:21:21+0000,male
5885bd0495d0e0392607c352,https://www.nytimes.com/2017/01/23/opinion/discovering-feminist-students-in-the-middle-east.html,747,My American students thought feminism was for angry man-haters. Women in Abu Dhabi were inspired by it to take risks and take charge of their lives....,The New York Times,By DEBORAH WILLIAMS,deborah williams,2017-01-23T08:21:21+0000,female
5885bd0995d0e0392607c354,https://www.nytimes.com/2017/01/23/opinion/things-can-only-get-worse.html,812,What comes after “American carnage”?...,The New York Times,By PAUL KRUGMAN,paul krugman,2017-01-23T08:21:20+0000,male
5885bcf395d0e0392607c34a,https://www.nytimes.com/2017/01/23/opinion/our-new-age-of-contempt.html,1397,"Insult and mockery is dehumanizing when wielded by the powerful. To resist, the disempowered should reject it, not return it....",The New York Times,By KAREN STOHR,karen stohr,2017-01-23T08:21:03+0000,female
5885bcfa95d0e0392607c351,https://www.nytimes.com/2017/01/23/opinion/we-are-dissidents-we-are-legion.html,830,The Women’s March was an uprising....,The New York Times,By CHARLES M. BLOW,charles m. blow,2017-01-23T08:21:03+0000,male
5885bcf595d0e0392607c350,https://www.nytimes.com/2017/01/23/opinion/russia-is-a-terrible-ally-against-terrorism.html,943,President Trump’s plan to work with Moscow to fight ISIS will alienate our allies and yield few results....,The New York Times,By DANIEL BENJAMIN,daniel benjamin,2017-01-23T08:21:02+0000,male
58858dec95d0e0392607c2f1,https://www.nytimes.com/2017/01/23/opinion/heng-on-the-south-korean-scandal.html,21,"If Choi Soon-sil, President Park Geun-hye’s confidant, is arrested, it will be a milestone in South Korea’s efforts to fight corruption....",The New York Times,,,2017-01-23T05:00:20+0000,na
5887b56995d0e0392607c8c3,https://www.nytimes.com/2017/01/24/opinion/skip-the-white-house-press-briefings-and-focus-on-the-leaks.html,952,Washington under a Trump presidency will be a sieve of information. Journalists should focus on the leaks....,The New York Times,By JOHN A. FARRELL,john a. farrell,2017-01-24T20:13:21+0000,male
5887b55f95d0e0392607c8c2,https://www.nytimes.com/2017/01/24/opinion/the-shocking-affront-of-donald-trumps-cia-stunt.html,819,My friend Gregg Wenzel did not make the ultimate sacrifice so this president could have a self-aggrandizing photo op....,The New York Times,By YAEL EISENSTAT,yael eisenstat,2017-01-24T20:13:13+0000,male
58879d8b95d0e0392607c85c,https://www.nytimes.com/2017/01/24/opinion/the-wrong-way-to-take-on-trump.html,786,Insult his youngest son. Curse. Surrender the high ground. And lose it all....,The New York Times,By FRANK BRUNI,frank bruni,2017-01-24T18:31:34+0000,male
5887821495d0e0392607c7f3,https://www.nytimes.com/2017/01/24/opinion/silence-on-abortion-equals-death.html,479,Trump’s global ban on funding clinics that even discuss abortion leads to unsafe procedures and the spread of disease....,The New York Times,By SERRA SIPPEL,serra sippel,2017-01-24T16:34:19+0000,female
5887695995d0e0392607c7a3,https://www.nytimes.com/2017/01/24/opinion/on-trump-and-the-media.html,12,Donald Trump called journalists “among the most dishonest human beings on earth.”...,The New York Times,By PATRICK CHAPPATTE,patrick chappatte,2017-01-24T14:48:51+0000,male
58870e8695d0e0392607c68a,https://www.nytimes.com/2017/01/24/opinion/brenda-barness-wisdom-and-our-anti-parent-workplace.html,865,She made clear that our society demands impossible choices from parents — and pretends otherwise....,The New York Times,By DAVID LEONHARDT,david leonhardt,2017-01-24T08:21:22+0000,male
58870e7f95d0e0392607c686,https://www.nytimes.com/2017/01/24/opinion/after-the-womens-march.html,832,"The protesters’ central issues were built on identity politics, and identity politics is too small to create a movement to counter Donald Trump....",The New York Times,By DAVID BROOKS,david brooks,2017-01-24T08:21:13+0000,male
58870e8095d0e0392607c687,https://www.nytimes.com/2017/01/24/opinion/at-quang-nam-a-raid-and-a-reckoning.html,1094,I was forced to wonder if winning on the battlefield would be enough to win the war....,The New York Times,By MARSH CARTER,marsh carter,2017-01-24T08:21:12+0000,na
58870e7495d0e0392607c685,https://www.nytimes.com/2017/01/24/opinion/president-trump-is-in-the-building.html,1675,"Arthur Brooks and Gail Collins ask how things are going, both inside and outside the White House....",The New York Times,By ARTHUR C. BROOKS and GAIL COLLINS,arthur c. brooks and gail collins,2017-01-24T08:21:03+0000,multi
58870e7495d0e0392607c684,https://www.nytimes.com/2017/01/24/opinion/ditching-tpp-wont-solve-the-trade-deficit.html,923,"If Trump is serious about balancing imports and exports, he needs to think bigger....",The New York Times,By JARED BERNSTEIN,jared bernstein,2017-01-24T08:21:02+0000,male
588910c895d0e0392607cc8b,https://www.nytimes.com/2017/01/25/opinion/orbital-vanitas.html,370,This virtual reality experience presents a surreal sci-fi mystery and meditation on death....,The New York Times,By SHAUN GLADWELL,shaun gladwell,2017-01-25T20:55:29+0000,male
588903cb95d0e0392607cc57,https://www.nytimes.com/2017/01/25/opinion/how-antonin-scalias-ghost-could-block-donald-trumps-wall.html,948,"The government can’t do things whose cost outweighs their benefits, the justice wrote, and the wall does exactly that....",The New York Times,"By DANIEL HEMEL, JONATHAN MASUR and ERIC POSNER","daniel hemel, jonathan masur and eric posner",2017-01-25T20:00:03+0000,multi
5888c2d495d0e0392607cb4a,https://www.nytimes.com/2017/01/25/opinion/on-pipelines-donald-trump-looks-backward.html,759,"Mesmerized by the past, the president is taking his eyes off our energy future....",The New York Times,By BILL McKIBBEN,bill mckibben,2017-01-25T15:22:52+0000,male
5888b50395d0e0392607cb0f,https://www.nytimes.com/2017/01/25/opinion/the-candidates-for-a-stolen-seat.html,323,"Not surprisingly, President Trump’s list of possible Supreme Court nominees will hearten conservatives and anger liberals....",The New York Times,By DAVID LEONHARDT,david leonhardt,2017-01-25T14:23:58+0000,male
5888600395d0e0392607ca25,https://www.nytimes.com/2017/01/25/opinion/dont-expect-the-first-amendment-to-protect-the-media.html,848,Trump’s assault on the press will require stronger opposition....,The New York Times,By RONNELL ANDERSEN JONES and SONJA R. WEST,ronnell andersen jones and sonja r. west,2017-01-25T08:21:19+0000,multi
58885ffe95d0e0392607ca23,https://www.nytimes.com/2017/01/25/opinion/china-can-thrive-in-the-trump-era.html,744,The country has a chance to become a full-fledged superpower if it responds to the Trump presidency by opening up more to the world....,The New York Times,By YAN XUETONG,yan xuetong,2017-01-25T08:21:11+0000,male
58885ffe95d0e0392607ca24,https://www.nytimes.com/2017/01/25/opinion/smart-approaches-not-strong-arm-tactics-to-jobs.html,855,Democrats need to take the long view....,The New York Times,By THOMAS L. FRIEDMAN,thomas l. friedman,2017-01-25T08:21:11+0000,male
58885ff495d0e0392607ca20,https://www.nytimes.com/2017/01/25/opinion/if-sugar-is-harmless-prove-it.html,1540,"The science writer Gary Taubes says the evidence linking sugar to obesity and diabetes is inconclusive, but that doesn’t mean sugar is safe....",The New York Times,By DAVID BORNSTEIN,david bornstein,2017-01-25T08:21:03+0000,male
58885ff595d0e0392607ca21,https://www.nytimes.com/2017/01/25/opinion/repeal-and-compete.html,1229,A possible health care compromise would put conservative ideas to a test....,The New York Times,By ROSS DOUTHAT,ross douthat,2017-01-25T08:21:02+0000,male
588a5d7195d0e0392607d022,https://www.nytimes.com/2017/01/26/opinion/an-extremist-holding-the-purse-strings.html,854,"Representative Mick Mulvaney, President Trump’s choice to be his top budget adviser, holds uncompromising views that will hurt the economy....",The New York Times,By STEVEN RATTNER,steven rattner,2017-01-26T20:34:51+0000,male
588a195395d0e0392607cf2e,https://www.nytimes.com/2017/01/26/opinion/sunday/mary-tyler-moores-guide-to-leaning-in.html,844,Young women can view 40-year-old episodes of her program as how-to manuals for navigating life and work....,The New York Times,By ANNA CLARK,anna clark,2017-01-26T15:44:12+0000,female
588a14ed95d0e0392607cf23,https://www.nytimes.com/2017/01/26/opinion/trumps-lies-pave-the-way-for-an-assault-on-voting-rights.html,1028,The president’s hunt for nonexistent fraud is a facade for a longer-term effort to impose unnecessary restrictions on voting....,The New York Times,By DALE HO,dale ho,2017-01-26T15:25:26+0000,male
588a0dce95d0e0392607cf0c,https://www.nytimes.com/2017/01/26/opinion/thanks-to-trump-the-doomsday-clock-advances-toward-midnight.html,634,"The world failed to come to grips with nuclear weapons and climate change, and it appears President Trump will only make matters worse....",The New York Times,By LAWRENCE M. KRAUSS and DAVID TITLEY,lawrence m. krauss and david titley,2017-01-26T14:55:02+0000,multi
5889fcdf95d0e0392607cedc,https://www.nytimes.com/2017/01/26/opinion/health-care-snuffleupagus.html,353,Is the conservative belief in free-market health care a fantasy?...,The New York Times,By DAVID LEONHARDT,david leonhardt,2017-01-26T13:42:46+0000,male
5889c8be95d0e0392607ce3e,https://www.nytimes.com/2017/01/26/public-editor/times-affiliated-story-praise-glenn-beck-liz-spayd-public-editor.html,566,"An article about the Women’s March published on a site associated with The Times, but completely distinct from it, became a right-wing crowd pleaser....",The New York Times,By LIZ SPAYD,liz spayd,2017-01-26T10:00:25+0000,female
5889b17f95d0e0392607cdf4,https://www.nytimes.com/2017/01/26/opinion/mike-pence-pulls-president-trumps-strings.html,821,The president can’t stand up to his vice....,The New York Times,By GAIL COLLINS,gail collins,2017-01-26T08:21:13+0000,female
5889b17f95d0e0392607cdf5,https://www.nytimes.com/2017/01/26/opinion/how-to-save-cnn-from-itself.html,916,There is more to the news than tweets and polls. The network should go back to its roots....,The New York Times,By JESSICA YELLIN,jessica yellin,2017-01-26T08:21:13+0000,female
5889b18095d0e0392607cdf6,https://www.nytimes.com/2017/01/26/opinion/president-trumps-war-on-women-begins.html,789,A “pro-life” order will mean more abortions and women dying....,The New York Times,By NICHOLAS KRISTOF,nicholas kristof,2017-01-26T08:21:11+0000,male
5889b17e95d0e0392607cdf2,https://www.nytimes.com/2017/01/26/opinion/the-intellectual-life-of-violence.html,1953,Resisting violence means knowing many of your efforts will fail. But that doesn’t mean there’s no hope....,The New York Times,By BRAD EVANS and RICHARD J. BERNSTEIN,brad evans and richard j. bernstein,2017-01-26T08:21:03+0000,multi
5889b17e95d0e0392607cdf3,https://www.nytimes.com/2017/01/26/opinion/a-lie-by-any-other-name.html,958,Our president is a pathological liar....,The New York Times,By CHARLES M. BLOW,charles m. blow,2017-01-26T08:21:02+0000,male
588bdcc995d0e0392607d425,https://www.nytimes.com/2017/01/27/opinion/donald-trumps-un-american-refugee-policy.html,946,Freezing the resettlement program undermines U.S. moral leadership and national security....,The New York Times,By DAVID MILIBAND,david miliband,2017-01-27T23:50:24+0000,male
588bcf2895d0e0392607d404,https://www.nytimes.com/2017/01/27/opinion/sunday/is-donald-trump-mr-brexit.html,1248,What America has in common with Theresa May’s Britain....,The New York Times,By JONATHAN COE,jonathan coe,2017-01-27T22:52:16+0000,male
588bc78b95d0e0392607d3ee,https://www.nytimes.com/2017/01/27/opinion/broken-the-womens-prison-at-hoheneck.html,430,Thousands of women were held as political prisoners in Communist East Germany. Two of them tell their story in this animated film....,The New York Times,By ALEXANDER LAHL and VOLKER SCHLECHT,alexander lahl and volker schlecht,2017-01-27T22:19:49+0000,multi
588bc1a095d0e0392607d3d8,https://www.nytimes.com/2017/01/27/opinion/whos-afraid-of-nonviolence.html,1157,"In Israel, “We don’t do Gandhi very well.”...",The New York Times,By MICHAEL CHABON and AYELET WALDMAN,michael chabon and ayelet waldman,2017-01-27T21:54:37+0000,multi
588b73ef95d0e0392607d2d4,https://www.nytimes.com/2017/01/27/opinion/sunday/donald-trump-the-religious-rights-trojan-horse.html,1686,"A thrice-married libertine hardly seemed a natural choice for Christian conservatives. But thanks to him, they hold the keys to the citadel....",The New York Times,By MICHELLE GOLDBERG,michelle goldberg,2017-01-27T16:23:08+0000,female
588b5a0e95d0e0392607d27c,https://www.nytimes.com/2017/01/27/opinion/trumps-border-wall.html,5,It’s a brave new world....,The New York Times,By PATRICK CHAPPATTE,patrick chappatte,2017-01-27T14:32:42+0000,male
588b554e95d0e0392607d271,https://www.nytimes.com/2017/01/27/opinion/why-marches-arent-what-they-used-to-be.html,402,"If progressives want to have an effect, the hard work hasn’t even begun....",The New York Times,By DAVID LEONHARDT,david leonhardt,2017-01-27T14:12:23+0000,male
588b286295d0e0392607d207,https://www.nytimes.com/2017/01/27/opinion/the-closing-of-trumps-america.html,827,A rough translation of “America First” is Muslims last....,The New York Times,By ROGER COHEN,roger cohen,2017-01-27T11:00:42+0000,male
588b127095d0e0392607d1c9,https://www.nytimes.com/2017/01/27/opinion/sunday/why-succeeding-against-the-odds-can-make-you-sick.html,1794,"For African-American strivers, hypertension and other health problems may be linked to racism, not race....",The New York Times,By JAMES HAMBLIN,james hamblin,2017-01-27T09:27:07+0000,male
588b030b95d0e0392607d1a8,https://www.nytimes.com/2017/01/27/opinion/does-a-protests-size-matter.html,885,"In the digital age, it’s no longer a reliable indicator of a movement’s strength....",The New York Times,By ZEYNEP TUFEKCI,zeynep tufekci,2017-01-27T08:21:21+0000,female
588b030a95d0e0392607d1a7,https://www.nytimes.com/2017/01/27/opinion/i-dont-speak-for-laura.html,1427,The law that ensures education for children with disabilities has given her words of her own. It is now at risk....,The New York Times,By GEORGE ESTREICH,george estreich,2017-01-27T08:21:21+0000,male
588b02fe95d0e0392607d1a6,https://www.nytimes.com/2017/01/27/opinion/making-the-rust-belt-rustier.html,789,Manufacturing will decline faster under President Trump....,The New York Times,By PAUL KRUGMAN,paul krugman,2017-01-27T08:21:12+0000,male
588b02fd95d0e0392607d1a4,https://www.nytimes.com/2017/01/27/opinion/the-politics-of-cowardice.html,837,The party of Trump is a far cry from the party of Reagan....,The New York Times,By DAVID BROOKS,david brooks,2017-01-27T08:21:12+0000,male
588b02fe95d0e0392607d1a5,https://www.nytimes.com/2017/01/27/opinion/park-rangers-to-the-rescue.html,838,Does a pathological liar really want to pick a fight with the caretakers of America’s Best Idea?...,The New York Times,By TIMOTHY EGAN,timothy egan,2017-01-27T08:21:01+0000,male
588a8fc995d0e0392607d0d0,https://www.nytimes.com/2017/01/26/opinion/voting-fraud-inquiry-the-investigators-got-burned-last-time.html,778,"When the Bush administration forced prosecutors to pursue this myth, the result was the worst Justice Department scandal since Watergate....",The New York Times,By MICHAEL WALDMAN,michael waldman,2017-01-27T00:09:38+0000,male
588cf54995d0e0392607d578,https://www.nytimes.com/2017/01/28/opinion/sunday/a-crime-in-the-cancer-lab.html,1063,Hidden cameras and the beauty of the scientific method....,The New York Times,By THEODORA ROSS,theodora ross,2017-01-28T19:47:17+0000,female
588cf4c695d0e0392607d574,https://www.nytimes.com/2017/01/28/opinion/sunday/a-housing-crisis-for-seniors.html,1255,Well-designed living arrangements for older adults aren’t keeping pace with the growing need....,The New York Times,By ALLISON ARIEFF,allison arieff,2017-01-28T19:45:01+0000,female
588cf33f95d0e0392607d571,https://www.nytimes.com/2017/01/28/opinion/sunday/the-normalization-trap.html,798,Our minds tend to blur what’s typical with what’s acceptable....,The New York Times,By ADAM BEAR and JOSHUA KNOBE,adam bear and joshua knobe,2017-01-28T19:38:32+0000,multi
588cf15395d0e0392607d570,https://www.nytimes.com/2017/01/28/opinion/sunday/live-from-the-white-house-its-trump-tv.html,1410,The president has begun to broadcast his alternative reality....,The New York Times,By DEREK THOMPSON,derek thompson,2017-01-28T19:30:21+0000,male
588cf14d95d0e0392607d56f,https://www.nytimes.com/2017/01/28/opinion/sunday/wild-child-takes-charge.html,948,President Trump’s debut raises the question: 70 or 7?...,The New York Times,By MAUREEN DOWD,maureen dowd,2017-01-28T19:30:17+0000,female
588cf14d95d0e0392607d56e,https://www.nytimes.com/2017/01/28/opinion/sunday/a-sisterly-no-to-donald-trump.html,1176,These daughters of immigrants flourished in America. Now they plan to fight for it....,The New York Times,By FRANK BRUNI,frank bruni,2017-01-28T19:30:16+0000,male
588cf14095d0e0392607d56d,https://www.nytimes.com/2017/01/28/opinion/sunday/the-fog-of-trump.html,828,The new administration’s first week brings more news than clarity — and the White House seems to want it that way....,The New York Times,By ROSS DOUTHAT,ross douthat,2017-01-28T19:30:03+0000,male
588cf07c95d0e0392607d56c,https://www.nytimes.com/2017/01/28/opinion/sunday/how-my-mom-learned-to-love-her-son.html,1361,She couldn’t look at me without crying when I first transitioned. Then we both changed....,The New York Times,By TENNESSEE JONES,tennessee jones,2017-01-28T19:26:49+0000,female
588cf03195d0e0392607d56b,https://www.nytimes.com/2017/01/28/opinion/sunday/president-trump-meet-my-family.html,818,You and I both have immigrant roots. Don’t dishonor them with xenophobic fearmongering....,The New York Times,By NICHOLAS KRISTOF,nicholas kristof,2017-01-28T19:25:28+0000,male
588c141295d0e0392607d479,https://www.nytimes.com/2017/01/27/opinion/the-trump-war-on-public-schools.html,797,"In the battle for worst nominee, our winner is. …...",The New York Times,By GAIL COLLINS,gail collins,2017-01-28T03:46:20+0000,female
588c05f995d0e0392607d460,https://www.nytimes.com/2017/01/27/opinion/mexicos-forceful-resistance.html,938,President Enrique Peña Nieto should clearly indicate what Trump actions he won’t tolerate....,The New York Times,By JORGE G. CASTAÑEDA,jorge g. castañeda,2017-01-28T02:46:07+0000,male
588c035095d0e0392607d45f,https://www.nytimes.com/2017/01/27/opinion/coming-together-at-the-roller-rink.html,1246,Roller rinks like Skate World in Oregon still strengthen our social fabric....,The New York Times,By MARY PILON,mary pilon,2017-01-28T02:34:52+0000,female
588bed6595d0e0392607d441,https://www.nytimes.com/2017/01/27/opinion/trumps-immigration-ban-is-illegal.html,815,Congress long ago outlawed discrimination based on national origin....,The New York Times,By DAVID J. BIER,david j. bier,2017-01-28T01:01:17+0000,male
588be61395d0e0392607d439,https://www.nytimes.com/2017/01/27/opinion/the-road-to-tet.html,1952,How America got involved in Vietnam — and why 1967 was such a pivotal year in a tragic war....,The New York Times,By GEORGE C. HERRING,george c. herring,2017-01-28T00:30:03+0000,male
588e7af695d0e0392607d74a,https://www.nytimes.com/2017/01/29/opinion/heng-on-trumps-tpp-decision.html,18,President Trump’s decision last week to withdraw from the Trans-Pacific Partnership carried broad geopolitical implications for Asian countries....,The New York Times,,,2017-01-29T23:29:53+0000,na
588e75ea95d0e0392607d742,https://www.nytimes.com/2017/01/29/opinion/duterte-wants-the-death-penalty-back.html,827,His administration encourages extrajudicial killings in the Philippines. What will it do with state-sanctioned executions?...,The New York Times,By TOMASITO VILLARIN,tomasito villarin,2017-01-29T23:08:20+0000,na
588e666595d0e0392607d728,https://www.nytimes.com/2017/01/29/opinion/who-hasnt-trump-banned-people-from-places-where-hes-made-money.html,816,Neighboring countries pose as great a risk of exporting terrorism. Why weren’t they included?...,The New York Times,By RICHARD W. PAINTER and NORMAN L. EISEN,richard w. painter and norman l. eisen,2017-01-29T22:02:08+0000,multi
588e037895d0e0392607d68e,https://www.nytimes.com/2017/01/29/opinion/allies-in-combat-now-unwanted.html,862,Iraqi and Afghan interpreters who helped U.S. troops were eligible for special visas. But an order signed by President Trump has put them in limbo....,The New York Times,By ZACHARY ISCOL,zachary iscol,2017-01-29T15:00:03+0000,male
588da5fd95d0e0392607d62b,https://www.nytimes.com/2017/01/29/opinion/can-we-live-with-contradiction.html,1569,"It’s not clear. But ritual, horror and comedy can help....",The New York Times,By ERIC KAPLAN,eric kaplan,2017-01-29T08:21:02+0000,male
588fa3aa95d0e0392607d9fe,https://www.nytimes.com/2017/01/30/opinion/ten-meter-tower.html,338,Would you jump? Or would you chicken out?...,The New York Times,By MAXIMILIEN VAN AERTRYCK and AXEL DANIELSON,maximilien van aertryck and axel danielson,2017-01-30T20:35:46+0000,multi
588f9ff495d0e0392607d9f0,https://www.nytimes.com/2017/01/30/opinion/the-court-needs-another-clarence-thomas-not-a-scalia.html,799,Nominate a jurist devoted to the Constitution’s original meaning....,The New York Times,By ELIZABETH PRICE FOLEY,elizabeth price foley,2017-01-30T20:19:59+0000,female
588f59b695d0e0392607d8fd,https://www.nytimes.com/2017/01/30/opinion/abandoned-by-america.html,819,How Trump’s executive order looks from a refugee camp in Greece....,The New York Times,By BEN MCVANE,ben mcvane,2017-01-30T15:20:15+0000,male
588f489a95d0e0392607d8c9,https://www.nytimes.com/2017/01/30/opinion/trump-flirts-with-theocracy.html,428,The struggle to defend American values begins....,The New York Times,By DAVID LEONHARDT,david leonhardt,2017-01-30T14:07:07+0000,male
588ef78995d0e0392607d821,https://www.nytimes.com/2017/01/30/opinion/white-students-unfair-advantage-in-admissions.html,839,"There’s no reason that whites should have a leg up — in effect, affirmative action — on Asians at elite colleges....",The New York Times,By ANDREW LAM,andrew lam,2017-01-30T08:21:23+0000,male
588ef78995d0e0392607d820,https://www.nytimes.com/2017/01/30/opinion/trumps-unfashionable-tax-idea.html,914,"Americans will have to get used to paying a whole lot more for shoes, shirts and TVs....",The New York Times,By THOMAS NAKIOS,thomas nakios,2017-01-30T08:21:23+0000,male
